'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-02-03 00:00:39,733,444657706917,0,0,0,0,0,13.4183,0,Fixed,5.13623,4.11069,-1133.07,343.579,4.2,0
2014-02-03 00:01:44,219,444657771403,0,0,0,0,0,13.4183,0,Fixed,5.12823,4.10506,-1010.72,325.863,4.2,0
2014-02-03 00:02:49,781,444657836965,0,0,0,0,0,13.4183,0,Fixed,5.16639,4.09922,-1083.47,309.207,4.2,0
2014-02-03 00:03:54,295,444657901479,0,0,0,0,0,14.0301,0,Fixed,5.18793,4.11616,-867.159,293.485,4.2,0
2014-02-03 00:04:59,795,444657966979,0,0,0,0,0,14.0301,0,Fixed,5.24885,4.10494,-874.875,278.195,4.2,0
2014-02-03 00:06:04,384,444658031568,0,0,0,0,0,13.4183,0,Fixed,5.22347,4.09978,-633.768,263.965,4.2,0
2014-02-03 00:07:09,917,444658097101,0,0,0,0,0,14.0301,0,Fixed,5.21101,4.11938,-987.3,249.936,4.2,0
2014-02-03 00:08:14,383,444658161567,0,0,0,0,0,13.4183,0,Fixed,5.28501,4.11688,-1025.05,236.34,4.2,0
2014-02-03 00:09:19,785,444658226969,0,0,0,0,0,13.4183,0,Fixed,5.32316,4.12541,-1033.59,223.051,4.2,0
2014-02-03 00:10:24,445,444658291629,0,0,0,0,0,13.4183,0,Fixed,5.28747,4.11713,-969.389,210.455,4.2,0
2014-02-03 00:11:29,877,444658357061,0,0,0,0,0,13.4183,0,Fixed,5.31024,4.09491,-645.065,198.209,4.2,0
2014-02-03 00:12:35,97,444658422281,0,0,0,0,0,13.4183,0,Fixed,5.24608,4.10019,-751.152,186.575,4.2,0
2014-02-03 00:13:39,929,444658487113,0,0,0,0,0,13.4183,0,Fixed,5.19239,4.11906,-781.463,175.506,4.2,0
2014-02-03 00:14:45,111,444658552295,0,0,0,0,0,12.8067,0,Fixed,5.24085,4.0965,-602.355,164.983,4.2,0
2014-02-03 00:15:50,206,444658617390,0,0,0,0,0,12.8067,0,Fixed,5.18147,4.11119,-524.098,154.975,4.2,0
2014-02-03 00:16:55,623,444658682807,0,0,0,0,0,13.4183,0,Fixed,5.21039,4.09891,-303.933,145.375,4.2,0
2014-02-03 00:18:00,143,444658747327,0,0,0,0,0,13.4183,0,Fixed,5.22347,4.10447,-558.542,136.144,4.2,0
2014-02-03 00:19:05,253,444658812437,0,0,0,0,0,13.4183,0,Full,5.26147,4.04453,5.51102,0.011778,4.2,0
2014-02-03 00:20:10,220,444658877404,0,0,0,0,0,13.4183,0,Full,5.29316,4.03056,6.06212,0.116001,4.2,0
2014-02-03 00:21:15,632,444658942816,0,0,0,0,0,12.8067,0,Full,5.33624,4.02525,6.06212,0.225971,4.2,0
2014-02-03 00:22:20,373,444659007557,0,0,0,0,0,12.8067,0,Full,5.33686,4.02231,6.06212,0.335784,4.2,0
2014-02-03 00:23:25,820,444659073004,0,0,0,0,0,12.1959,0,Full,5.30501,4.02041,6.06212,0.446299,4.2,0
2014-02-03 00:24:30,469,444659137653,0,0,0,0,0,12.8067,0,Full,5.28624,4.01916,6.06212,0.555472,4.2,0
2014-02-03 00:25:35,916,444659203100,0,0,0,0,0,12.1959,0,Full,5.27809,4.01834,6.06212,0.665987,4.2,0
2014-02-03 00:26:40,459,444659267643,0,0,0,0,0,12.1959,0,Full,5.27562,4.01769,6.06212,0.774976,4.2,0
2014-02-03 00:27:45,865,444659333049,0,0,0,0,0,12.8067,0,Full,5.25024,4.01725,6.06212,0.885428,4.2,0
2014-02-03 00:28:50,470,444659397654,0,0,0,0,0,12.1959,0,Full,5.2267,4.01684,6.06212,0.994533,4.2,0
2014-02-03 00:29:55,919,444659463103,0,0,0,0,0,12.8067,0,Full,5.23531,4.01656,6.06212,1.10506,4.2,0
2014-02-03 00:31:01,15,444659528199,0,0,0,0,0,12.1959,0,Full,5.24393,4.01631,6.06212,1.21496,4.2,0
2014-02-03 00:32:06,0,444659593184,0,0,0,0,0,12.1959,0,Full,5.32778,4.01606,6.06212,1.32472,4.2,0
2014-02-03 00:33:11,73,444659658257,0,0,0,0,0,12.1959,0,Full,5.25993,4.01591,6.06212,1.4346,4.2,0
2014-02-03 00:34:16,136,444659723320,0,0,0,0,0,12.1959,0,Full,5.30163,4.01566,6.06212,1.54449,4.2,0
2014-02-03 00:35:21,228,444659788412,0,0,0,0,0,12.1959,0,Full,5.25178,4.0155,6.06212,1.6544,4.2,0
2014-02-03 00:36:26,189,444659853373,0,0,0,0,0,1697.96,0,Full,5.26824,4.01547,6.06212,1.76412,4.2,0
2014-02-03 00:37:31,692,444659918876,0,0,0,0,0,11.5853,0,Full,5.26224,4.01516,6.06212,1.87403,4.2,0
2014-02-03 00:38:36,164,444659983348,0,0,0,0,0,12.1959,0,Full,5.29086,4.01509,6.06212,1.98362,4.2,0
2014-02-03 00:39:41,713,444660048897,0,0,0,0,0,11.5853,0,Full,5.27393,4.01497,6.33768,2.09482,4.2,0
2014-02-03 00:40:46,234,444660113418,0,0,0,0,0,12.1959,0,Full,5.24532,4.01487,6.33768,2.20925,4.2,0
2014-02-03 00:41:51,715,444660178899,0,0,0,0,0,12.8067,0,Full,5.21424,4.01481,6.61323,2.32853,4.2,0
2014-02-03 00:42:56,367,444660243551,0,0,0,0,0,12.1959,0,Full,5.17008,4.01469,6.61323,2.44802,4.2,0
2014-02-03 00:44:01,902,444660309086,0,0,0,0,0,12.8067,0,Full,5.10546,4.01456,6.88878,2.57301,4.2,0
2014-02-03 00:45:06,382,444660373566,0,0,0,0,0,12.8067,0,Full,5.10177,4.01447,7.16433,2.70021,4.2,0
2014-02-03 00:46:11,898,444660439082,0,0,0,0,0,12.8067,0,Full,5.127,4.01441,7.16433,2.831,4.2,0
2014-02-03 00:47:16,429,444660503613,0,0,0,0,0,12.8067,0,Full,5.17762,4.01431,7.16433,2.95984,4.2,0
2014-02-03 00:48:21,837,444660569021,0,0,0,0,0,13.4183,0,Full,5.23762,4.01422,7.16433,3.09043,4.2,0
2014-02-03 00:49:26,995,444660634179,0,0,0,0,0,13.4183,0,Full,5.14746,4.01419,7.16433,3.22051,4.2,0
2014-02-03 00:50:31,900,444660699084,0,0,0,0,0,12.8067,0,Full,5.20208,4.01409,7.16433,3.35009,4.2,0
2014-02-03 00:51:36,948,444660764132,0,0,0,0,0,12.8067,0,Full,5.12239,4.01403,7.16433,3.47996,4.2,0
2014-02-03 00:52:41,971,444660829155,0,0,0,0,0,13.4183,0,Full,5.15316,4.01403,7.16433,3.60978,4.2,0
2014-02-03 00:53:47,69,444660894253,0,0,0,0,0,12.8067,0,Full,5.13408,4.01394,7.16433,3.73974,4.2,0
2014-02-03 00:54:52,7,444660959191,0,0,0,0,0,13.4183,0,Full,5.22701,4.01384,7.16433,3.86942,4.2,0
