'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-01-09 00:00:38,316,442497705500,0,0,2,0,0,17.7107,0,Fixed,4.20234,3.87934,939.354,154.319,4.2,0
2014-01-09 00:01:38,881,442497766065,0,0,2,0,0,17.7107,0,Fixed,4.20081,3.86828,1013.75,170.692,4.2,0
2014-01-09 00:02:39,304,442497826488,0,0,2,0,0,17.7107,0,Fixed,4.19958,3.87103,942.385,187.002,4.2,0
2014-01-09 00:03:39,628,442497886812,0,0,2,0,0,17.7107,0,Fixed,4.20081,3.86822,942.66,203.343,4.2,0
2014-01-09 00:04:40,100,442497947284,0,0,2,0,0,17.7107,0,Fixed,4.20096,3.86488,946.518,219.724,4.2,0
2014-01-09 00:05:40,533,442498007717,0,0,2,0,0,18.3259,0,Fixed,4.20311,3.86128,945.967,236.103,4.2,0
2014-01-09 00:06:40,990,442498068174,0,0,2,0,0,17.7107,0,Fixed,4.20311,3.85531,948.723,252.555,4.2,0
2014-01-09 00:07:41,378,442498128562,0,0,2,0,0,18.3259,0,Fixed,4.20173,3.85291,944.314,268.976,4.2,0
2014-01-09 00:08:41,913,442498189097,0,0,2,0,0,18.3259,0,Fixed,4.19973,3.84959,948.447,285.437,4.2,0
2014-01-09 00:09:42,337,442498249521,0,0,2,0,0,18.3259,0,Fixed,4.1985,3.84584,950.1,301.931,4.2,0
2014-01-09 00:10:42,661,442498309845,0,0,2,0,0,17.7107,0,Fixed,4.18911,3.82481,1244.94,318.377,4.2,0
2014-01-09 00:11:43,67,442498370251,0,0,2,0,0,18.3259,0,Fixed,4.20065,3.836,952.58,334.894,4.2,0
2014-01-09 00:12:43,639,442498430823,0,0,2,0,0,18.3259,0,Fixed,4.19865,3.83325,950.376,351.471,4.2,0
2014-01-09 00:13:43,971,442498491155,0,0,2,0,0,18.3259,0,Fixed,4.19942,3.82941,954.234,367.995,4.2,0
2014-01-09 00:14:44,387,442498551571,0,0,2,0,0,18.3259,0,Fixed,4.19819,3.82563,954.234,384.574,4.2,0
2014-01-09 00:15:44,994,442498612178,0,0,2,0,0,17.7107,0,Fixed,4.20034,3.81953,960.296,401.217,4.2,0
2014-01-09 00:16:45,382,442498672566,0,0,2,0,0,17.7107,0,Fixed,4.20019,3.81713,952.856,417.821,4.2,0
2014-01-09 00:17:45,750,442498732934,0,0,2,0,0,17.7107,0,Fixed,4.19742,3.81409,957.54,434.442,4.2,0
2014-01-09 00:18:46,179,442498793363,0,0,2,0,0,17.7107,0,Fixed,4.2045,3.81056,961.398,451.091,4.2,0
2014-01-09 00:19:46,701,442498853885,0,0,2,0,0,18.3259,0,Fixed,4.19558,3.78916,1261.47,467.799,4.2,0
2014-01-09 00:20:47,176,442498914360,0,0,2,0,0,17.7107,0,Fixed,4.19911,3.80228,964.153,484.522,4.2,0
