'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-01-19 11:18:03,155,443402350339,7.75,2.11608,1.12426,0.0128173,93.1855,4.96095,7.00157,2.95531,6.39122,479.853,145.508,40.0714,9.768,2.95401,2.94098,2.9724,2.98827
2014-01-19 11:19:03,409,443402410593,11.75,0.134887,1.1322,0.225829,93.8515,4.96095,8.83262,2.95409,7.61192,481.318,146.851,40.0159,9.23076,2.95319,2.94017,2.96996,2.98827
2014-01-19 11:20:04,738,443402471922,12.25,0.0036621,1.12365,0.012207,93.4075,4.9585,10.6637,2.95287,8.22227,473.992,147.339,39.8494,9.57264,2.95238,2.93935,2.96996,2.98705
2014-01-19 11:21:05,71,443402532255,13.625,1.40136,1.13281,1.82922,95.128,4.95606,11.8844,2.95165,8.83262,483.516,148.437,39.7384,9.49938,2.95156,2.93854,2.96874,2.98583
2014-01-19 11:22:06,644,443402593828,15,0.0036621,1.13952,2.12097,96.2935,4.95606,13.7154,2.95165,9.44298,490.354,149.292,39.7939,9.60927,2.95156,2.93854,2.96874,2.98705
2014-01-19 11:23:07,304,443402654488,16.5,2.12219,1.14074,2.12219,96.0715,4.95606,14.9361,2.95043,10.0533,488.644,148.315,39.9604,9.57264,2.95075,2.93773,2.96752,2.98583
2014-01-19 09:46:18,585,443396845769,17.375,0.00305175,1.12793,0.0140381,93.9625,4.95606,15.5465,2.94921,10.6637,476.678,149.536,39.8494,9.29181,2.95075,2.93773,2.9663,2.98583
2014-01-19 09:47:18,769,443396905953,18.5,0.0036621,1.1261,0.0115967,93.907,4.95606,16.7672,2.94921,11.274,484.493,149.17,39.9604,9.51159,2.94994,2.93691,2.9663,2.98583
2014-01-19 09:48:19,304,443396966488,19.25,2.07336,1.12793,0.0115967,94.2955,4.95362,17.3776,2.94921,11.8844,481.807,150.757,39.6829,9.07203,2.95075,2.93691,2.9663,2.98583
2014-01-19 09:49:20,365,443397027549,20,0.0036621,1.13586,1.93542,96.4045,4.95606,17.9879,2.94921,12.4947,486.202,149.414,39.6829,9.30402,2.94994,2.93691,2.9663,2.98583
2014-01-19 09:50:20,758,443397087942,20.625,1.22558,1.13281,0.0115967,92.8525,4.95606,18.5983,2.94799,13.1051,486.691,151.245,39.7939,9.2796,2.94994,2.93691,2.9663,2.98461
2014-01-19 09:51:21,119,443397148303,21.375,2.12463,1.12915,0.0115967,94.129,4.95606,19.2086,2.94799,13.7154,470.818,150.269,39.6829,9.1575,2.94994,2.93691,2.9663,2.98583
2014-01-19 09:52:21,481,443397208665,21.875,0.0036621,1.13464,0.0103759,93.6295,4.95606,19.819,2.94799,13.7154,487.912,150.635,39.9049,9.0354,2.94912,2.9361,2.9663,2.98461
2014-01-19 09:53:22,547,443397269731,22.5,0.0036621,1.11816,0.0115967,94.5175,4.95606,20.4293,2.94799,14.3258,491.33,150.391,39.7384,9.19413,2.94912,2.93691,2.9663,2.98583
2014-01-19 11:24:08,137,443402715321,17.375,0.0036621,0.886228,1.35742,95.461,4.95606,15.5465,2.95043,10.6637,473.26,148.315,39.7939,9.63369,2.95075,2.93773,2.96752,2.98583
2014-01-19 11:25:08,370,443402775554,18.125,0.00305175,1.10473,1.95373,96.9595,4.95606,16.1568,2.94921,10.6637,483.272,149.048,40.0159,9.35286,2.95075,2.93773,2.96752,2.98583
2014-01-19 11:26:08,826,443402836010,19,0.00427245,1.13159,0.0128173,93.574,4.95606,17.3776,2.94921,11.274,479.12,150.024,39.4054,9.35286,2.94994,2.93691,2.9663,2.98461
2014-01-19 11:27:09,145,443402896329,21,0.0036621,1.14196,0.0115967,93.574,4.9585,17.9879,2.94921,11.8844,473.26,149.536,40.2379,9.19413,2.95075,2.93691,2.9663,2.98583
2014-01-19 11:28:09,423,443402956607,20.375,1.83044,1.1206,0.012207,94.906,4.95606,18.5983,2.94921,11.8844,489.133,149.536,39.5164,9.58485,2.94994,2.93691,2.9663,2.98461
2014-01-19 11:29:10,683,443403017867,20.625,2.11608,1.12732,0.0103759,94.018,4.95606,18.5983,2.94921,12.4947,463.736,149.658,39.6274,9.09645,2.94994,2.93691,2.9663,2.98583
2014-01-19 19:18:07,809,443431154993,14.875,2.10876,1.12732,0.0115967,94.129,4.96339,13.7154,2.95409,11.8844,472.771,147.827,39.9604,9.47496,2.95401,2.94098,2.97118,2.98827
2014-01-19 19:19:08,172,443431215356,16.5,2.12646,1.14196,0.012207,93.907,4.96339,15.5465,2.95165,12.4947,470.085,149.658,40.0159,9.32844,2.95238,2.93935,2.96996,2.98827
2014-01-19 19:20:08,431,443431275615,18.375,0.00305175,1.14319,0.0115967,93.574,4.96095,16.7672,2.95165,13.1051,486.691,148.804,39.7384,9.45054,2.95238,2.93854,2.96874,2.98705
2014-01-19 19:21:08,791,443431335975,19.75,2.12585,1.14258,0.0115967,93.574,4.9585,17.9879,2.94921,13.1051,465.934,149.414,39.4054,9.51159,2.95075,2.93773,2.96752,2.98583
2014-01-19 19:22:08,996,443431396180,20.5,0.455321,1.1322,0.0115967,95.017,4.9585,18.5983,2.94921,13.1051,493.284,151.489,39.6829,9.23076,2.95075,2.93773,2.96752,2.98583
2014-01-19 19:23:09,620,443431456804,21,0.00305175,1.12976,0.0115967,94.2955,4.9585,19.819,2.94921,13.1051,474.236,149.536,40.0159,9.20634,2.95075,2.93773,2.9663,2.98583
2014-01-19 19:24:10,261,443431517445,22,0.0036621,1.13098,0.0439452,93.9625,4.95606,19.819,2.94921,12.4947,503.052,150.146,39.7384,9.4017,2.95075,2.93691,2.9663,2.98583
2014-01-19 19:25:10,530,443431577714,22.75,0.267944,1.13403,1.1615,96.0715,4.9585,20.4293,2.94921,12.4947,467.155,150.635,39.9604,9.5238,2.94994,2.93691,2.9663,2.98583
2014-01-19 19:26:10,837,443431638021,22.125,0.455321,1.1322,0.0115967,94.018,4.95606,20.4293,2.94921,12.4947,476.678,152.222,39.9604,9.07203,2.94994,2.93691,2.9663,2.98583
2014-01-19 19:27:11,83,443431698267,22.125,0.649412,1.12976,0.012207,93.9625,4.95606,20.4293,2.94921,11.8844,470.818,151.001,40.2934,9.25518,2.94994,2.93691,2.9663,2.98461
2014-01-19 19:28:11,368,443431758552,22.25,2.12341,1.12732,0.0115967,91.576,4.95606,20.4293,2.94921,11.8844,457.387,150.757,39.8494,9.26739,2.94994,2.93691,2.9663,2.98461
2014-01-19 19:29:11,612,443431818796,23.625,1.74682,1.14135,0.15686,93.0745,4.95606,20.4293,2.94921,11.274,461.294,151.245,39.9604,9.35286,2.94994,2.93691,2.9663,2.98461
2014-01-19 19:30:12,811,443431879995,22.625,1.81457,1.12854,0.833738,94.7395,4.95606,20.4293,2.94921,11.274,462.271,150.024,40.0714,9.32844,2.94994,2.93691,2.9663,2.98583
2014-01-19 19:31:13,82,443431940266,21.5,0.0024414,1.13708,2.12158,96.349,4.95606,19.819,2.94921,10.6637,497.435,151.489,39.7939,9.25518,2.94994,2.9361,2.9663,2.98461
2014-01-19 19:32:13,463,443432000647,21.75,0.0036621,1.13098,0.903928,94.462,4.95606,19.819,2.94921,10.6637,482.539,150.024,39.6829,9.25518,2.94912,2.9361,2.9663,2.98461
2014-01-19 19:33:14,863,443432062047,21.125,0.0311278,1.03759,0.0115967,92.908,4.95606,19.819,2.94921,10.6637,480.83,150.391,39.7384,9.07203,2.94994,2.93691,2.9663,2.98583
2014-01-19 20:56:56,903,443437084087,14,0.910032,1.1322,1.30249,95.794,4.96339,13.1051,2.95409,11.274,481.562,148.437,40.0714,9.59706,2.95401,2.94017,2.97118,2.98827
2014-01-19 20:57:57,202,443437144386,15.875,1.38916,1.13525,2.00805,96.7375,4.96095,14.9361,2.95287,11.8844,468.864,149.292,40.0714,9.30402,2.95319,2.94017,2.96996,2.98827
2014-01-19 20:58:57,400,443437204584,17.5,0.00305175,1.12732,0.0115967,93.352,4.96095,16.1568,2.95165,11.8844,484.004,148.682,39.8494,9.63369,2.95238,2.93854,2.96874,2.98705
2014-01-19 20:59:57,696,443437264880,18.75,0.0036621,1.12793,0.012207,93.796,4.96095,17.3776,2.95043,11.8844,479.12,149.048,39.8494,9.60927,2.95156,2.93854,2.96874,2.98705
2014-01-19 21:00:58,220,443437325404,19.25,0.0036621,1.11938,0.012207,93.9625,4.9585,17.9879,2.95043,11.8844,475.702,150.513,39.9604,9.01098,2.95075,2.93773,2.96874,2.98705
2014-01-19 21:01:58,589,443437385773,20.375,2.07336,1.13586,2.06298,97.5146,4.9585,18.5983,2.94921,11.8844,483.028,150.635,39.9049,9.30402,2.95075,2.93773,2.96752,2.98583
2014-01-19 21:02:58,980,443437446164,20.625,1.71691,1.13769,2.1228,96.6265,4.95606,19.2086,2.94921,11.8844,480.586,150.757,39.9604,9.34065,2.95075,2.93773,2.96752,2.98583
2014-01-19 21:03:59,259,443437506443,21.25,2.1228,1.12793,0.0115967,94.462,4.95606,19.2086,2.94921,11.8844,485.714,149.78,39.8494,9.2796,2.94994,2.93691,2.9663,2.98583
2014-01-19 21:04:59,541,443437566725,21.625,0.0073242,1.12671,0.0109863,94.0735,4.95606,19.819,2.94921,11.274,471.55,150.635,39.8494,9.18192,2.94994,2.93691,2.9663,2.98583
2014-01-19 21:06:00,160,443437627344,21.625,2.0288,1.13403,2.00439,96.127,4.95606,19.819,2.94921,11.274,485.47,150.513,39.6829,9.12087,2.94994,2.93691,2.9663,2.98583
2014-01-19 21:07:00,533,443437687717,21.375,0.0036621,1.12182,0.0128173,93.4075,4.95606,19.819,2.94921,11.274,480.586,150.635,40.1269,9.30402,2.94994,2.93691,2.9663,2.98583
2014-01-19 21:08:00,941,443437748125,21.625,2.0996,1.13342,2.07336,96.127,4.95606,19.819,2.94921,10.6637,473.748,151.611,39.6274,8.98656,2.94994,2.93691,2.9663,2.98461
2014-01-19 21:09:01,197,443437808381,21.375,0.0036621,1.12854,0.0115967,93.463,4.95606,19.819,2.94921,10.6637,483.028,150.513,39.8494,9.41391,2.94994,2.9361,2.9663,2.98461
2014-01-19 21:10:01,600,443437868784,21.125,1.88476,1.13403,1.92993,96.238,4.95606,19.2086,2.94921,10.0533,481.318,150.635,39.8494,9.35286,2.94994,2.93691,2.9663,2.98583
2014-01-19 21:11:02,847,443437930031,21,0.886839,1.12915,0.554198,94.7395,4.95606,19.2086,2.94921,10.0533,485.714,150.513,39.7939,9.41391,2.94994,2.93691,2.9663,2.98461
2014-01-19 21:12:03,283,443437990467,20.875,2.11425,1.13464,2.11364,96.127,4.95606,19.2086,2.94921,9.44298,484.981,151.123,39.6829,8.98656,2.94994,2.9361,2.9663,2.98461
2014-01-19 09:40:15,22,443396482206,7.125,0.0036621,1.12549,0.012207,92.6305,4.9585,6.39122,2.95531,6.39122,484.004,145.508,40.0159,9.37728,2.95482,2.9418,2.9724,2.98827
2014-01-19 09:41:15,276,443396542460,9.625,2.12097,1.13891,2.11975,95.9605,4.9585,8.22227,2.95409,7.61192,486.202,145.508,40.0159,9.79242,2.95319,2.94017,2.96996,2.98827
2014-01-19 09:42:16,514,443396603698,11.625,0.691527,1.12854,0.012207,93.4075,4.95606,10.0533,2.95287,8.22227,480.097,147.339,39.8494,9.68253,2.95238,2.93935,2.96996,2.98705
2014-01-19 09:43:16,841,443396664025,13.5,0.0036621,1.14746,0.012207,94.462,4.9585,11.8844,2.95165,9.44298,479.365,147.583,39.8494,9.41391,2.95156,2.93854,2.96874,2.98583
2014-01-19 09:44:17,137,443396724321,15,0.00305175,1.12976,0.0115967,93.2965,4.95606,13.1051,2.95043,10.0533,477.167,148.926,40.1824,9.09645,2.95156,2.93854,2.96874,2.98583
2014-01-19 09:45:17,437,443396784621,16,2.12158,1.13647,0.0115967,92.9635,4.95606,14.3258,2.95043,10.6637,481.807,147.827,39.9049,9.30402,2.95075,2.93773,2.96752,2.98583
