'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector Data[0],'StateVector Data[1],'StateVector Data[2],'StateVector Data[3],'StateVector Data[4],'StateVector Data[5],'StateVector Data[6],'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length
2014-01-03 10:18:06,582,442016353766,0,0,0,3,1,Passive,1,Passive,0.0579312,0.0525262,-0.0618909,0.319031,-0.741354,0.159597,0.568456,7,6,6,4,2,0,0,0,0,41877,130.186,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0142373,0.013721,0.0140042,0.0660679,0.0539503,0.0477875,0.0439958,7
2014-01-03 10:19:06,886,442016414070,0,0,0,3,1,Passive,1,Passive,0.0494968,0.061853,-0.0610433,-0.231408,0.736368,-0.113093,-0.625638,7,6,6,4,3,0,0,0,0,41907,130.108,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0141535,0.0136173,0.0141898,0.0681289,0.0522351,0.0460942,0.0444586,7
2014-01-03 10:20:07,151,442016474335,0,0,0,3,1,Passive,1,Passive,0.0417505,0.0706604,-0.0583149,0.139849,-0.736341,0.0935999,0.65535,7,6,6,4,1,0,0,0,0,41937,128.644,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0139221,0.0134494,0.0144998,0.0691562,0.0487642,0.0443941,0.0451854,7
2014-01-03 10:21:07,458,442016534642,0,0,0,3,1,Passive,1,Passive,0.0342542,0.079618,-0.0530869,-0.0554215,0.745986,-0.0925865,-0.657162,7,6,6,3,4,0,0,0,0,41967,126.088,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0136035,0.0133351,0.0148438,0.0682389,0.0443689,0.0427628,0.0460739,7
2014-01-03 10:22:08,349,442016595533,0,0,0,3,1,Passive,1,Passive,0.0292552,0.0861029,-0.0432997,0.00243121,-0.707152,0.113375,0.697909,7,6,3,6,4,0,0,0,0,41998,122.648,1,1,0,0,0,0,6,1,1,0,0,4,0,0.0134487,0.0131813,0.0149466,0.0658684,0.0436171,0.0423325,0.0437429,7
2014-01-03 10:23:08,494,442016655678,0,0,0,3,1,Passive,1,Passive,0.0271792,0.0928379,-0.0283189,0.105944,0.726139,-0.15853,-0.660581,7,3,3,6,4,0,0,0,0,42028,118.846,1,1,0,0,0,0,6,1,1,0,0,4,0,0.0133432,0.0131425,0.0151398,0.0643415,0.0394085,0.0436049,0.0458918,7
2014-01-03 10:24:08,967,442016716151,0,0,0,3,1,Passive,1,Passive,0.030848,0.0955546,-0.0164621,-0.164127,-0.763464,0.22504,0.582702,7,4,3,6,4,0,0,0,0,42058,114.8,1,0,1,0,0,0,6,1,1,0,0,4,0,0.0134258,0.0131827,0.0150648,0.0599688,0.0345566,0.0440927,0.0473443,7
2014-01-03 10:25:09,196,442016776380,0,0,0,3,1,Passive,1,Passive,0.0345754,0.0985461,-0.00778026,0.182632,0.796209,-0.277349,-0.505742,7,4,3,4,6,0,0,0,0,42088,110.652,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0136921,0.0132754,0.0147345,0.0556544,0.0313668,0.0460331,0.0492448,7
2014-01-03 10:26:09,441,442016836625,0,0,0,3,1,Passive,1,Passive,0.0401294,0.100211,0.000408076,-0.170571,-0.839308,0.314201,0.409567,7,4,4,3,1,0,0,0,0,42118,106.494,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0140011,0.0134142,0.0141905,0.0509569,0.028341,0.048888,0.0511789,7
2014-01-03 10:27:10,324,442016897508,0,0,0,3,1,Passive,1,Passive,0.0510505,0.0946229,0.00822369,0.192756,0.82432,-0.366939,-0.385613,7,4,4,1,2,0,0,0,0,42149,102.242,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0139431,0.0135139,0.0139948,0.0482628,0.0291091,0.0491143,0.0510013,7
2014-01-03 10:28:10,456,442016957640,0,0,0,3,1,Passive,1,Passive,0.0591855,0.0890467,0.0129852,-0.159133,-0.878759,0.362872,0.266053,7,4,4,5,1,0,0,0,0,42179,98.2052,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0139257,0.0136631,0.0136735,0.0455768,0.0268566,0.0532238,0.0530827,7
2014-01-03 10:29:10,825,442017018009,0,0,0,3,1,Passive,1,Passive,0.0703536,0.0789796,0.0195211,0.151345,0.921924,-0.32446,-0.147909,7,4,5,4,1,0,0,0,0,42209,94.2651,0,1,0,0,0,0,6,1,1,0,0,4,0,0.0135841,0.0137747,0.0136936,0.0436114,0.0241406,0.0516839,0.0519093,7
2014-01-03 10:30:11,15,442017078199,0,0,0,3,1,Passive,1,Passive,0.0798105,0.0661679,0.0214891,-0.128566,-0.956201,0.260622,0.0350211,7,4,5,1,4,0,0,0,0,42237,90.4383,1,0,1,0,0,0,6,1,1,0,0,4,0,0.0132455,0.01379,0.0140344,0.0452182,0.0221825,0.0518463,0.050792,7
2014-01-03 10:31:12,308,442017139492,0,0,0,3,1,Passive,1,Passive,0.0893028,0.0506728,0.0193143,0.136824,0.956102,-0.259058,0.00607416,7,5,5,1,4,0,0,0,0,42268,86.6194,1,0,1,0,0,0,6,1,1,0,0,4,0,0.0130002,0.0137729,0.0141188,0.0472244,0.0219606,0.0514394,0.0499413,7
2014-01-03 10:32:12,617,442017199801,0,0,0,3,1,Passive,1,Passive,0.09515,0.0362999,0.0162332,-0.121109,-0.976239,0.161567,-0.078655,7,5,5,6,4,0,0,0,0,42297,83.071,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0128602,0.0138859,0.0144314,0.0508771,0.0208455,0.0510145,0.048641,7
2014-01-03 10:33:13,6,442017260190,0,0,0,3,1,Passive,1,Passive,0.0996998,0.0241325,0.0100469,0.109998,0.985422,-0.0488897,0.120222,7,5,5,6,4,0,0,0,0,42327,79.6803,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0127543,0.0140313,0.0143984,0.0536245,0.0208711,0.0498983,0.0471624,7
2014-01-03 10:34:13,458,442017320642,0,0,0,3,1,Passive,1,Passive,0.0998254,0.0140973,0.00355589,-0.112723,-0.981107,-0.0861971,-0.131499,7,6,6,5,4,0,0,0,0,42356,76.4688,1,1,0,0,0,0,6,1,1,0,0,4,0,0.012823,0.0143194,0.0142473,0.0548989,0.0224471,0.0483054,0.0463135,7
