'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-02-01 18:20:15,12,444550882196,0,0,0,0,0,12.1959,0,Fixed,5.23716,4.08963,-467.61,40.4929,4.2,0
2014-02-01 18:21:15,129,444550942313,0,0,0,0,0,12.8067,0,Full,5.28716,4.00069,-14.3287,0,4.2,0
2014-02-01 18:22:15,225,444551002409,0,0,0,0,0,12.8067,0,Full,5.16393,3.9935,-14.3287,0,4.2,0
2014-02-01 18:23:15,358,444551062542,0,0,0,0,0,12.8067,0,Full,5.26224,3.9895,-14.3287,0,4.2,0
2014-02-01 18:24:15,455,444551122639,0,0,0,0,0,12.8067,0,Full,5.14823,3.98713,-14.0531,0,4.2,0
2014-02-01 18:25:15,554,444551182738,0,0,0,0,0,12.1959,0,Full,5.39609,3.98547,-14.0531,0,4.2,0
2014-02-01 18:26:15,648,444551242832,0,0,0,0,0,12.1959,0,Full,5.38194,3.98438,-14.0531,0,4.2,0
2014-02-01 18:27:15,742,444551302926,0,0,0,0,0,12.8067,0,Full,5.25101,3.98372,-14.0531,0,4.2,0
2014-02-01 18:28:15,839,444551363023,0,0,0,0,0,12.8067,0,Full,5.3664,3.98309,-14.0531,0,4.2,0
2014-02-01 18:29:15,970,444551423154,0,0,0,0,0,12.1959,0,Full,5.36471,3.98266,-14.0531,0,4.2,0
2014-02-01 18:30:16,65,444551483249,0,0,0,0,0,12.1959,0,Full,5.36024,3.98244,-14.0531,0,4.2,0
2014-02-01 18:31:16,161,444551543345,0,0,0,0,0,12.1959,0,Full,5.3547,3.98209,-14.0531,0,4.2,0
2014-02-01 18:32:16,256,444551603440,0,0,0,0,0,12.1959,0,Full,5.19654,3.98188,-14.0531,0,4.2,0
2014-02-01 18:33:20,231,444551667415,0,0,0,0,0,1697.96,0,Full,5.3504,3.98175,-14.0531,0,4.2,0
2014-02-01 18:34:25,212,444551732396,0,0,0,0,0,12.1959,0,Full,5.31132,3.98147,-14.0531,0,4.2,0
2014-02-01 18:35:30,284,444551797468,0,0,0,0,0,11.5853,0,Full,5.32209,3.98128,-14.0531,0,4.2,0
