'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Count File,'Reset Reason File,'Comm Err Count File,'Scrub Index File,'SEU Count File,'Init Pointer File,'Ping Pointer File,'ADC Raw1 File,'ADC Raw2 File,'ADC Raw3 File,'ADC Raw4 File,'PWM Setting File,'PWM Period File,'PWM Controller Pointer File,'PWM Controller Cycle File,'PWM DCycle1 File,'PWM DCycle2 File,'PWM DCycle3 File,'PWM DCycle4 File,'Converted Temp1 File(°C),'Converted Temp2 File(°C),'Converted Temp3 File(°C),'Converted Temp4 File(°C),'Controller P Gain File,'Controller I Gain File,'Controller D Gain File,'Controller I Max File,'Controller Max DT File,'Controller SetPoint File,'Controller I State File
2014-01-18 00:00:22,576,443275289760,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15487e+032,0,0,0,,,,,,,
2014-01-18 00:01:22,986,443275350170,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14784e+032,0,0,0,,,,,,,
2014-01-18 00:02:23,462,443275410646,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14442e+032,-1.76614e-021,0.00195926,-1.89387e-025,,,,,,,
2014-01-18 00:03:23,888,443275471072,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15066e+032,-1.13033e-019,1.82449e-012,-4.05815e-025,,,,,,,
2014-01-18 00:04:24,371,443275531555,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-1.77777e-015,1.66153e+035,6.38551e-024,,,,,,,
2014-01-18 00:05:24,821,443275592005,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-1.77777e-015,1.03846e+034,3.31306e-024,,,,,,,
2014-01-18 00:06:25,233,443275652417,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-7.11107e-015,4.15384e+034,4.68874e-024,,,,,,,
2014-01-18 00:07:25,646,443275712830,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14576e+032,9.90595e+027,-7.0783e-024,-1.53514e-008,,,,,,,
2014-01-18 00:08:26,48,443275773232,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1461e+032,3.96238e+028,-8.97204e+006,-1.24451e+021,,,,,,,
2014-01-18 00:09:26,451,443275833635,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14452e+032,-1.13033e-019,2.10374e+006,-5.2547e-024,,,,,,,
2014-01-18 00:10:26,887,443275894071,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14531e+032,9.90595e+027,-4.52946e-022,-6.35609e-008,,,,,,,
2014-01-18 00:11:27,316,443275954500,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14427e+032,-1.76614e-021,9.89477e-032,-3.96465e-024,,,,,,,
2014-01-18 00:12:27,728,443276014912,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15509e+032,0,0,0,,,,,,,
2014-01-18 00:13:28,180,443276075364,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,2.75506e-040,,,,,,,
2014-01-18 00:14:28,617,443276135801,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14739e+032,-2.82582e-020,7.29861e-012,-2.60101e-023,,,,,,,
2014-01-18 00:15:29,50,443276196234,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14819e+032,0,0,0,,,,,,,
2014-01-18 00:16:29,437,443276256621,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14694e+032,-7.06475e-021,8216.75,-2.43788e-023,,,,,,,
2014-01-18 00:17:29,867,443276317051,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14457e+032,3.96238e+028,-7.07608e-024,-4.89638e-009,,,,,,,
2014-01-18 00:18:30,309,443276377493,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14867e+032,0,0,0,,,,,,,
2014-01-18 00:19:30,723,443276437907,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14818e+032,-133.449,8.0249,-4.84143e-023,,,,,,,
2014-01-18 00:20:31,182,443276498366,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15165e+032,-1.13036e-019,0.501556,-8.29103e-023,,,,,,,
2014-01-18 00:21:31,613,443276558797,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14678e+032,0,0,0,,,,,,,
2014-01-18 00:22:32,52,443276619236,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15458e+032,0,0,0,,,,,,,
2014-01-18 00:23:32,503,443276679687,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15556e+032,6.89917e-024,0.00783706,-1.51597e-022,,,,,,,
2014-01-18 00:24:32,965,443276740149,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15284e+032,546625,2.98933e-008,-1.49471e-022,,,,,,,
2014-01-18 00:25:33,453,443276800637,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-1.77777e-015,4.15384e+034,4.6329e-024,,,,,,,
2014-01-18 00:26:33,883,443276861067,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1519e+032,3.80376e+016,-2.12158,2.59879e+035,,,,,,,
2014-01-18 00:27:34,335,443276921519,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1463e+032,0,6.9648e-037,2.02325e-040,,,,,,,
2014-01-18 00:28:34,759,443276981943,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14678e+032,-1.77385e+038,0.0078361,-1.25929e-022,,,,,,,
2014-01-18 00:29:35,226,443277042410,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-1.06423e+037,6.64614e+035,1.10809e-024,,,,,,,
2014-01-18 00:30:35,684,443277102868,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14595e+032,1.00396e-034,2.91953e-011,-3.80652e-022,,,,,,,
2014-01-18 00:31:36,174,443277163358,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14622e+032,0,0,0,,,,,,,
2014-01-18 00:32:36,623,443277223807,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15462e+032,4.09464e+028,-2.54522e+021,-1.84781e+024,,,,,,,
2014-01-18 00:33:37,223,443277284407,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14432e+032,2.75967e-023,0.000122447,-4.18624e-022,,,,,,,
2014-01-18 00:34:37,699,443277344883,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15054e+032,0,0,0,,,,,,,
2014-01-18 00:35:38,70,443277405254,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,9.01435e+015,4.15384e+034,1.91927e-024,,,,,,,
2014-01-18 00:36:39,229,443277466413,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15536e+032,3.9625e+028,-7.17685e-024,-13.8513,,,,,,,
2014-01-18 00:37:39,683,443277526867,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,524704,9.90352e+027,9.79021e-025,,,,,,,
2014-01-18 00:38:40,123,443277587307,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14814e+032,0,0,0,,,,,,,
2014-01-18 00:39:40,622,443277647806,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1489e+032,0,0,0,,,,,,,
2014-01-18 00:40:41,226,443277708410,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15477e+032,3.96238e+028,-2.33525e+009,-3.13742e+024,,,,,,,
