'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState 1,'ACS SubState 2,'ACS SubState 3,'ACS SubState 4,'ACS SubState 5,'ACS SubState 6,'ACS SubState 7,'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C)
2014-02-23 00:00:11,902,446385679086,23389,162,23255,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,1.222,2500,1.762,2500,0.004,2500,0,0,0,2739,65526,787,12.5304
2014-02-23 00:01:17,80,446385744264,23422,162,23287,40,40,100,41,100,40,100,0,0x00222020,0x03FF1FFF,1.494,2500,0.018,2500,0.002,2500,0.624,2500,0.212,2500,0.004,2500,-2.34733,-2.45488,2.42235,0,0,0,154.068
2014-02-23 00:02:21,903,446385809087,23454,162,23320,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,2.33,2500,0.01,2500,0.006,2500,-2.06078,-2.45668,1.89139,770,61019,595,11.8986
2014-02-23 00:03:27,102,446385874286,23487,162,23352,40,40,100,41,100,40,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.202,2500,2.234,2500,0.006,2500,0,3.1981,0,0,0,0,154.068
2014-02-23 00:04:32,0,446385939184,23519,162,23385,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,1.614,2500,0.018,2500,0.002,2500,1.564,2500,0.33,2500,0.004,2500,3.41292,2.38411,0,1788,63602,64455,11.3719
2014-02-23 00:05:37,687,446386004871,23552,162,23418,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.114,2500,0.002,2500,0.968,2500,0.56,2500,0.004,2500,2.18768,0,1.94558,64956,60997,738,11.4772
2014-02-23 00:06:42,16,446386069200,23584,162,23450,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.216,2500,0.016,2500,0.004,2500,0.004,2500,1.726,2500,0.004,2500,0,2.09733,2.30802,2859,678,861,11.4772
2014-02-23 00:07:47,788,446386134972,23617,162,23483,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.118,2500,0.016,2500,0.004,2500,1.68,2500,0.01,2500,0.004,2500,2.3568,0,2.26984,285,63614,64068,11.5826
2014-02-23 00:08:52,212,446386199396,23649,164,23513,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.846,2500,0.004,2500,0.004,2500,1.332,2500,0.004,2500,0,-3.00263,2.2347,64279,62208,1188,11.8986
2014-02-23 00:09:57,738,446386264922,23682,164,23546,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.998,2500,0.016,2500,0.004,2500,0.004,2500,0.258,2500,0.006,2500,2.4284,-2.13848,-2.1272,3168,1439,256,12.1092
2014-02-23 00:11:02,231,446386329415,23714,164,23578,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,2.11,2500,0.01,2500,0.004,2500,-3.29954,-2.90416,0,64084,64678,64158,12.3198
