'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-02-13 07:37:58,602,445549145786,1.75,2.10876,1.13159,2.10937,94.6285,4.9463,0.898048,2.95165,-0.322656,458.608,143.921,39.9049,9.13308,2.94994,2.93773,2.96874,2.98461
2014-02-13 07:39:03,765,445549210949,4.5,0.431517,1.12793,0.834959,94.129,4.95118,3.33946,2.95165,2.7291,475.213,144.653,39.7939,9.05982,2.95075,2.93773,2.96874,2.98461
2014-02-13 07:40:09,390,445549276574,7.125,0.00305175,1.11816,0.0109863,92.464,4.95118,5.17051,2.95165,3.33946,452.991,145.386,39.6829,9.19413,2.94994,2.93773,2.96752,2.98461
2014-02-13 07:41:14,372,445549341556,8.75,2.11425,1.14196,2.11425,95.239,4.95118,7.00157,2.95043,3.94981,483.76,145.386,39.6274,9.51159,2.94994,2.93691,2.96752,2.98461
2014-02-13 07:42:40,900,445549428084,10.625,0.00427245,1.13281,1.05163,94.018,4.95362,8.83262,2.95043,5.17051,485.958,145.752,39.9604,9.30402,2.94994,2.93691,2.9663,2.98461
2014-02-13 07:43:45,223,445549492407,12.125,0.0036621,1.12121,0.0115967,92.5195,4.95118,10.6637,2.95043,5.17051,479.853,146.24,39.5719,9.62148,2.94912,2.93691,2.9663,2.98461
2014-02-13 07:44:45,361,445549552545,13,2.04589,1.13342,2.06665,95.9605,4.95118,11.274,2.95043,5.78086,467.643,146.851,39.6829,9.58485,2.94912,2.9361,2.9663,2.98461
2014-02-13 07:45:47,267,445549614451,13.75,1.90551,1.13159,1.40381,95.017,4.95118,12.4947,2.95043,6.39122,463.98,147.827,40.0714,9.32844,2.94912,2.9361,2.9663,2.98339
2014-02-13 07:46:47,382,445549674566,14.375,2.11669,1.10229,0.274658,93.463,4.95118,13.1051,2.94921,7.00157,461.05,147.827,39.7939,9.5238,2.94912,2.9361,2.9663,2.98461
2014-02-13 07:47:50,189,445549737373,15,0.280151,1.11999,0.0115967,92.575,4.95362,13.7154,2.94921,7.00157,463.492,148.56,39.4609,9.10866,2.94912,2.9361,2.9663,2.98461
2014-02-13 07:49:04,986,445549812170,16,0.0036621,1.06262,1.07361,94.906,4.95118,14.3258,2.94921,7.61192,466.178,146.851,39.6829,9.53601,2.94912,2.9361,2.9663,2.98461
2014-02-13 07:50:05,143,445549872327,16.5,0.0036621,1.11206,0.131225,93.7405,4.95362,14.9361,2.94921,8.22227,475.457,149.414,39.7384,9.08424,2.94994,2.93691,2.9663,2.98461
2014-02-13 07:51:11,899,445549939083,17,0.20874,1.13037,0.164184,93.685,4.95362,15.5465,2.94921,8.22227,457.387,148.804,39.7939,9.25518,2.94912,2.9361,2.9663,2.98461
2014-02-13 07:52:12,80,445549999264,17.5,0.00305175,1.1261,0.0115967,93.352,4.95362,15.5465,2.94921,8.83262,491.086,150.635,39.8494,8.94993,2.94912,2.9361,2.9663,2.98461
2014-02-13 07:53:12,257,445550059441,18,0.00427245,1.12121,0.0115967,93.0745,4.95362,16.1568,2.94921,8.83262,461.294,148.437,39.6274,9.48717,2.94994,2.93691,2.9663,2.98461
