'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Count File,'Reset Reason File,'Comm Err Count File,'Scrub Index File,'SEU Count File,'Init Pointer File,'Ping Pointer File,'ADC Raw1 File,'ADC Raw2 File,'ADC Raw3 File,'ADC Raw4 File,'PWM Setting File,'PWM Period File,'PWM Controller Pointer File,'PWM Controller Cycle File,'PWM DCycle1 File,'PWM DCycle2 File,'PWM DCycle3 File,'PWM DCycle4 File,'Converted Temp1 File(°C),'Converted Temp2 File(°C),'Converted Temp3 File(°C),'Converted Temp4 File(°C),'Controller P Gain File,'Controller I Gain File,'Controller D Gain File,'Controller I Max File,'Controller Max DT File,'Controller SetPoint File,'Controller I State File
2014-02-13 00:00:35,265,445521702449,,,,,,,,2.06411e-042,2.07672e-042,2.07672e-042,2.06832e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:01:40,177,445521767361,,,,,,,,2.07112e-042,2.08233e-042,2.08513e-042,2.07392e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:02:45,323,445521832507,,,,,,,,2.07813e-042,2.08934e-042,2.09074e-042,2.08093e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:03:50,273,445521897457,,,,,,,,2.08513e-042,2.09634e-042,2.09634e-042,2.08793e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:04:55,323,445521962507,,,,,,,,2.09214e-042,2.10195e-042,2.10475e-042,2.09354e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:06:00,295,445522027479,,,,,,,,2.09915e-042,2.11036e-042,2.11036e-042,2.10195e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:07:05,343,445522092527,,,,,,,,2.10475e-042,2.11876e-042,2.11876e-042,2.10895e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:08:10,300,445522157484,,,,,,,,2.11456e-042,2.12717e-042,2.12717e-042,2.11596e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:09:15,342,445522222526,,,,,,,,2.12157e-042,2.13418e-042,2.13558e-042,2.12437e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
2014-02-13 00:10:20,402,445522287586,,,,,,,,2.12997e-042,2.14259e-042,2.14259e-042,2.13278e-042,,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,
