'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'TMS470 Video ADC Temperature(°C),'TMS470 Heater Voltage(V),'TMS470 +6V(V),'MAX1231 Temperature(°C),'MAX1231 H1H (+6V)(V),'MAX1231 HRH (+1.5V)(V),'MAX1231 vh+fdh (+8V)(V),'MAX1231 RDL (+11V)(V),'MAX1231 RR (+1.5V)(V),'MAX1231 +15V(V),'MAX1231 +Sub (+10V)(V),'MAX1231 +18V(V),'MAX1231 +5VA(V),'MAX1231 H1L (-4V)(V),'MAX1231 ESD (+8V)(V),'MAX1231 -FDL (-9V)(V),'MAX1231 HRL (-3.5V)(V),'MAX1231 OGL (-2.5V)(V),'MAX1231 -18V(V),'MAX1231 -5VA(V),'GPIO GIO Dir A,'GPIO GIO DIn A,'GPIO GIO DOut A,'GPIO HET Dir A,'GPIO HET DIn A,'GPIO HET DOut A,'FPGA Status[0],'FPGA Status[1],'IOBC Exception[0],'IOBC Exception[1],'IOBC Exception[2],'IOBC Exception[3]
2014-02-13 00:00:35,163,445521702347,16.8395,0,2.25362,17.375,0.0185976,0.009999,0.040975,0,0,0,0,5.25902,2.16588,-3.17072,-9.05404,-13.9425,-2.67306,-3.37355,-16.2996,-4.9183,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:01:40,75,445521767259,17.042,0,2.25362,17.75,0.0185976,0.009999,0.040975,0,0,0,0,5.2656,2.16588,-3.17224,-9.05404,-13.9494,-2.67444,-3.37355,-16.2996,-4.9207,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:02:45,223,445521832407,17.3458,0,2.25362,18.25,0.0185976,0.009999,0.040975,0,0,0,0,5.25902,2.16588,-3.17224,-9.05404,-13.9494,-2.67444,-3.37355,-16.3076,-4.9207,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:03:50,202,445521897386,17.6496,0,2.25362,18.625,0.0185976,0.009999,0.040975,0,0,0,0,5.2656,2.16889,-3.17376,-9.05865,-13.9563,-2.67444,-3.37355,-16.3076,-4.9207,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:04:55,222,445521962406,17.9535,0,2.25362,18.875,0.0185976,0.009999,0.040975,0,0,0,0,5.2656,2.16889,-3.17376,-9.05865,-13.9494,-2.67582,-3.37535,-16.3076,-4.92309,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:06:00,176,445522027360,18.2574,0,2.25362,19,0.0185976,0.009999,0.0447,0,0,0,0,5.2656,2.16889,-3.17376,-9.05865,-13.9494,-2.67444,-3.37355,-16.3076,-4.92309,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:07:05,243,445522092427,18.5614,0,2.25362,19.5,0.0185976,0.009999,0.040975,0,0,0,0,5.2656,2.16889,-3.17376,-9.06326,-13.9563,-2.67582,-3.37355,-16.3156,-4.92309,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:08:10,199,445522157383,18.7642,0,2.26164,19.75,0.0185976,0.009999,0.040975,0,0,0,0,5.2656,2.16889,-3.17376,-9.06326,-13.9563,-2.67582,-3.37355,-16.3156,-4.92549,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:09:15,241,445522222425,18.9669,0,2.26164,19.875,0.0185976,0.009999,0.040975,0,0,0,0,5.27218,2.17189,-3.17528,-9.06326,-13.9563,-2.67582,-3.37355,-16.3156,-4.92549,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:10:20,301,445522287485,19.1698,0,2.26164,20.25,0.0185976,0.009999,0.040975,0,0,0,0,5.27218,2.17189,-3.17528,-9.06326,-13.9633,-2.6772,-3.37355,-16.3236,-4.92549,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:11:25,333,445522352517,19.2712,0,2.26164,20.5,0.0185976,0.009999,0.040975,0,0,0,0,5.2656,2.17189,-3.17528,-9.06787,-13.9563,-2.67582,-3.37355,-16.3236,-4.92549,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:12:30,316,445522417500,19.3727,0,2.26164,20.75,0.0185976,0.009999,0.0447,0,0,0,0,5.27218,2.17189,-3.17528,-9.06787,-13.9633,-2.6772,-3.37535,-16.3236,-4.92549,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:13:35,400,445522482584,19.5757,0,2.26164,20.625,0.0185976,0.009999,0.0447,0,0,0,0,5.27218,2.17189,-3.17528,-9.06787,-13.9633,-2.6772,-3.37535,-16.3236,-4.92789,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:14:40,433,445522547617,19.6772,0,2.26164,20.75,0.0185976,0.009999,0.0447,0,0,0,0,5.2656,2.17189,-3.1768,-9.06787,-13.9633,-2.6772,-3.37355,-16.3236,-4.92789,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:15:45,395,445522612579,19.8803,0,2.26164,21.25,0.0185976,0.009999,0.040975,0,0,0,0,5.27218,2.17189,-3.1768,-9.06787,-13.9633,-2.6772,-3.37355,-16.3236,-4.92549,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:16:50,526,445522677710,19.8803,0,2.25362,21.375,0.0185976,0.009999,0.040975,0,0,0,0,5.25244,2.16588,-3.16768,-9.04021,-13.9216,-2.66892,-3.36452,-16.2756,-4.9135,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:17:55,471,445522742655,19.9819,0,2.25362,21.25,0.0185976,0.009999,0.040975,0,0,0,0,5.25244,2.16588,-3.16616,-9.04021,-13.9216,-2.66892,-3.36452,-16.2756,-4.9135,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:19:00,585,445522807769,19.7787,0,2.26164,21.25,0.0185976,0.009999,0.0447,0,0,0,0,5.25244,2.16588,-3.16768,-9.04021,-13.9216,-2.66892,-3.36452,-16.2756,-4.9135,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:20:05,507,445522872691,19.5757,0,2.25362,21.25,0.0185976,0.009999,0.040975,0,0,0,0,5.25244,2.16588,-3.16768,-9.04021,-13.9216,-2.66892,-3.36452,-16.2756,-4.9135,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:21:10,604,445522937788,19.1698,0,2.25362,21,0.0185976,0.009999,0.040975,0,0,0,0,5.25244,2.16588,-3.16616,-9.04021,-13.9216,-2.66892,-3.36452,-16.2756,-4.9111,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:22:15,533,445523002717,18.8655,0,2.25362,20.75,0.0185976,0.009999,0.040975,0,0,0,0,5.25244,2.16588,-3.16616,-9.04021,-13.9216,-2.66892,-3.36452,-16.2756,-4.9111,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:23:20,578,445523067762,18.2574,0,2.25362,20.5,0.0185976,0.009999,0.040975,0,0,0,0,5.25244,2.16288,-3.16464,-9.0356,-13.9216,-2.66754,-3.36452,-16.2676,-4.90871,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:24:25,685,445523132869,17.8522,0,2.25362,20,0.0185976,0.009999,0.040975,0,0,0,0,5.25244,2.16288,-3.16464,-9.0356,-13.9147,-2.66754,-3.36452,-16.2676,-4.90871,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:25:30,664,445523197848,17.4471,0,2.25362,19.625,0.0185976,0.009999,0.040975,0,0,0,0,5.24585,2.16288,-3.16464,-9.03099,-13.9147,-2.66754,-3.36452,-16.2597,-4.90631,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:26:35,749,445523262933,16.9407,0,2.2456,19.125,0.0185976,0.009999,0.040975,0,0,0,0,5.24585,2.15988,-3.16312,-9.03099,-13.9078,-2.66616,-3.36452,-16.2597,-4.90631,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:27:40,764,445523327948,16.4344,0,2.2456,18.75,0.0185976,0.009999,0.040975,0,0,0,0,5.24585,2.15988,-3.16312,-9.02638,-13.9078,-2.66616,-3.36272,-16.2597,-4.90391,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:28:45,871,445523393055,16.0292,0,2.2456,18.25,0.0185976,0.009999,0.040975,0,0,0,0,5.24585,2.15687,-3.1616,-9.02638,-13.9078,-2.66616,-3.36452,-16.2597,-4.90151,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:29:50,809,445523457993,15.5226,0,2.2456,17.875,0.0185976,0.0093324,0.040975,0,0,0,0,5.24585,2.15687,-3.1616,-9.02177,-13.9008,-2.66478,-3.36272,-16.2517,-4.90151,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:30:55,867,445523523051,15.0156,0,2.23758,17.375,0.0185976,0.0093324,0.040975,0,0,0,0,5.23927,2.15387,-3.16008,-9.01716,-13.9008,-2.6634,-3.36272,-16.2437,-4.89911,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:32:00,858,445523588042,14.5082,0,2.23758,16.625,0.0165312,0.009999,0.040975,0,0,0,0,5.23927,2.15387,-3.16008,-9.01716,-13.8939,-2.6634,-3.36272,-16.2437,-4.89911,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:33:05,943,445523653127,14.0003,0,2.23758,16.5,0.0165312,0.009999,0.040975,0,0,0,0,5.23927,2.15387,-3.15856,-9.01255,-13.8939,-2.6634,-3.36272,-16.2357,-4.89672,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:34:10,941,445523718125,13.4917,0,2.23758,15.75,0.0165312,0.0093324,0.040975,0,0,0,0,5.23927,2.15086,-3.15704,-9.01255,-13.8869,-2.66202,-3.36272,-16.2357,-4.89432,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:35:16,11,445523783195,12.9825,0,2.23758,15.25,0.0165312,0.0093324,0.040975,0,0,0,0,5.23269,2.15086,-3.15704,-9.00794,-13.8869,-2.66202,-3.36272,-16.2357,-4.89432,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:36:21,7,445523848191,12.5744,0,2.23758,14.625,0.0165312,0.0093324,0.03725,0,0,0,0,5.23269,2.14786,-3.15552,-9.00333,-13.8869,-2.66064,-3.36272,-16.2277,-4.89192,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:37:25,972,445523913156,12.0636,0,2.23758,14.125,0.0165312,0.0093324,0.03725,0,0,0,0,5.23269,2.14786,-3.15552,-8.99872,-13.88,-2.66064,-3.36272,-16.2197,-4.88952,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-13 00:38:31,81,445523978265,11.6541,0,2.22956,13.625,0.0165312,0.0093324,0.040975,0,0,0,0,5.22611,2.14486,-3.154,-8.99872,-13.88,-2.65926,-3.36272,-16.2197,-4.88952,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
