'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-15 07:46:00,896,443044028080,108202,335,107931,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,1.464,2500,0.564,2500,0.196,2500,0.198,2500,2.86,2500,0,0,0,1247,62463,64693,10.3178,0,0,0,0
2014-01-15 07:47:01,122,443044088306,108233,335,107961,40,40,100,40,40,40,100,0,0,0,0,139296,0x03FF1FFF,0.068,2500,2.262,2500,0,2500,0.21,2500,0.334,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-15 07:48:01,374,443044148558,108263,335,107991,40,40,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.356,2500,1.892,2500,0.014,2500,0.302,2500,2.106,2500,0.016,2500,0,0,0,853,63849,1364,10.3178,0,0,0,0
2014-01-15 07:49:02,446,443044209630,108293,335,108022,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.548,2500,0.018,2500,0.038,2500,1.652,2500,3.226,2500,0.23,2500,0,0,0,28,3104,1188,10.9503,0,0,0,0
2014-01-15 07:50:02,732,443044269916,108323,335,108052,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,2.024,2500,0.018,2500,0.004,2500,2.416,2500,0.098,2500,0.058,2500,0,0,0,63880,3528,255,10.5287,0,0,0,0
2014-01-15 07:51:04,670,443044331854,108354,335,108083,100,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.964,2500,0.016,2500,0.016,2500,2.316,2500,0.01,2500,1.24,2500,0,0,0,63080,826,208,10.6341,0,0,0,0
2014-01-15 07:52:04,953,443044392137,108384,335,108113,100,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.756,2500,0.072,2500,0.412,2500,0.034,2500,0.296,2500,3.468,2500,0,0,0,64382,62419,440,10.8449,0,0,0,0
2014-01-15 07:53:05,75,443044452259,108415,335,108143,40,40,100,40,40,40,100,0,0,0,0,466976,0x03FF1FFF,0.002,2500,0.016,2500,0.348,2500,0,2500,0,2500,1.394,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-15 07:54:05,272,443044512456,108445,335,108173,40,40,100,41,40,40,100,0,0,0,0,466976,0x03FF1FFF,0.628,2500,0.016,2500,0.816,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-15 07:55:05,372,443044572556,108475,335,108203,40,40,100,41,100,100,100,0,0,0,0,466976,0x03FF1FFF,1.504,2500,0.016,2500,0.032,2500,0.004,2500,1.09,2500,0.004,2500,0,0,0,1155,3072,65428,11.4772,0,0,0,0
