'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-01-01 21:04:54,316,441882361500,13.125,0.0781248,1.13159,0.0115967,93.463,4.96339,12.4947,2.95409,10.0533,488.644,147.949,40.0159,9.87789,2.95401,2.94098,2.97118,2.98827
2014-01-01 21:05:54,728,441882421912,15,0.955808,1.1383,2.08068,96.5155,4.96095,13.7154,2.95287,11.274,477.899,148.682,40.1824,9.47496,2.95238,2.93935,2.96996,2.98827
2014-01-01 21:06:55,43,441882482227,16.625,2.12463,1.14074,0.012207,93.574,4.96095,15.5465,2.95165,11.274,489.133,149.414,39.9604,9.37728,2.95238,2.93854,2.96874,2.98705
2014-01-01 21:07:55,497,441882542681,17.875,0.50598,1.12732,0.0115967,93.9625,4.9585,16.7672,2.95043,11.8844,482.295,149.048,39.9049,9.62148,2.95156,2.93854,2.96874,2.98705
2014-01-01 21:08:55,936,441882603120,19,1.19445,0.716551,0.012207,93.685,4.9585,17.3776,2.95043,11.8844,492.307,149.536,40.1269,9.34065,2.95075,2.93773,2.96752,2.98705
2014-01-01 21:09:56,348,441882663532,19.75,2.12402,1.14319,2.1228,96.46,4.9585,17.9879,2.95043,11.274,480.097,151.123,40.2379,9.20634,2.95075,2.93773,2.96752,2.98583
2014-01-01 21:10:56,876,441882724060,20.25,0.0048828,1.14319,0.0109863,93.7405,4.95606,18.5983,2.94921,11.274,472.039,150.391,39.5719,9.48717,2.94994,2.93691,2.9663,2.98583
2014-01-01 21:11:57,246,441882784430,20.375,0.658568,1.13769,2.12219,96.7375,4.95606,18.5983,2.94921,11.274,483.76,149.292,39.6829,9.30402,2.94994,2.93691,2.9663,2.98583
2014-01-01 21:12:57,801,441882844985,20.875,0.00305175,1.12671,0.0115967,94.018,4.95606,19.2086,2.94921,10.6637,481.074,151.123,39.7939,8.9133,2.94994,2.93691,2.9663,2.98583
2014-01-01 21:13:58,234,441882905418,20.875,0.0036621,1.12121,0.0115967,93.2965,4.95606,19.2086,2.94921,10.6637,471.306,151.855,39.6829,8.97435,2.94994,2.93691,2.9663,2.98583
2014-01-01 21:14:58,581,441882965765,20.875,0.592039,1.13525,1.99645,97.126,4.95606,19.2086,2.94921,10.6637,479.12,149.902,40.6264,9.2796,2.94994,2.93691,2.9663,2.98583
2014-01-01 21:15:59,31,441883026215,20.875,0.0036621,1.11572,0.0115967,93.1855,4.95606,19.2086,2.94921,10.0533,458.852,150.757,39.6274,9.07203,2.94994,2.93691,2.9663,2.98583
2014-01-01 21:16:59,573,441883086757,20.625,0.0250243,1.10779,0.0115967,92.8525,4.95606,18.5983,2.94921,9.44298,482.051,149.292,39.6829,9.32844,2.94994,2.93691,2.9663,2.98583
2014-01-01 19:26:11,804,441876438988,13.25,0.00305175,1.13098,0.0115967,93.019,4.96339,11.8844,2.95409,10.0533,477.899,147.095,39.7939,9.53601,2.95401,2.94098,2.97118,2.98827
2014-01-01 19:27:12,273,441876499457,15.125,0.073242,1.03759,0.0292968,94.0735,4.96095,13.7154,2.95287,11.274,468.62,147.705,39.9604,9.54822,2.95319,2.93935,2.96996,2.98827
2014-01-01 19:28:12,750,441876559934,16.75,2.12463,1.10107,0.0109863,94.2955,4.96095,15.5465,2.95165,11.274,481.318,149.536,39.6829,9.29181,2.95238,2.93854,2.96874,2.98705
2014-01-01 19:29:13,192,441876620376,18,1.45568,1.13769,1.76757,96.682,4.96095,16.1568,2.95043,11.274,481.562,149.17,39.9604,9.5238,2.95156,2.93773,2.96874,2.98705
2014-01-01 19:30:13,566,441876680750,18.875,2.12402,1.13769,2.12219,97.8476,4.9585,17.3776,2.95043,11.274,485.714,149.17,39.8494,9.24297,2.95075,2.93773,2.96874,2.98583
