'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-01-01 21:04:54,250,441882361434,0,0,0,0,0,16.4818,0,Fixed,4.20404,3.78134,1721.64,201.98,4.2,0
2014-01-01 21:05:54,687,441882421871,0,0,0,0,0,17.0962,0,Fixed,4.19681,3.76181,1733.49,231.542,4.2,0
2014-01-01 21:06:55,2,441882482186,0,0,0,0,0,17.7107,0,Fixed,4.19896,3.749,1744.24,261.245,4.2,0
2014-01-01 21:07:55,455,441882542639,0,0,0,0,0,17.0962,0,Fixed,4.1885,3.72259,2052.58,291.182,4.2,0
2014-01-01 21:08:55,894,441882603078,0,0,0,0,0,17.0962,0,Fixed,4.20296,3.73134,1755.54,321.205,4.2,0
2014-01-01 21:09:56,307,441882663491,0,0,0,0,0,17.0962,0,Fixed,4.19942,3.72422,1759.39,351.295,4.2,0
2014-01-01 21:10:56,835,441882724019,0,0,0,0,0,17.7107,0,Fixed,4.19834,3.69863,2074.62,381.541,4.2,0
2014-01-01 21:11:57,203,441882784387,0,0,0,0,0,17.7107,0,Fixed,4.20142,3.71034,1766.56,411.746,4.2,0
2014-01-01 21:12:57,755,441882844939,0,0,0,0,0,17.0962,0,Fixed,4.1985,3.70503,1769.59,442.101,4.2,0
2014-01-01 21:13:58,192,441882905376,0,0,0,0,0,17.7107,0,Fixed,4.20265,3.69913,1777.58,472.475,4.2,0
2014-01-01 21:14:58,540,441882965724,0,0,0,0,0,18.3259,0,Fixed,4.19865,3.69366,1779.51,502.843,4.2,0
2014-01-01 21:15:58,976,441883026160,0,0,0,0,0,17.7107,0,Fixed,4.20373,3.68181,1848.4,533.338,4.2,0
2014-01-01 21:16:59,532,441883086716,0,0,0,0,0,18.3259,0,Fixed,4.20127,3.68138,1785.3,563.901,4.2,0
2014-01-01 21:17:59,946,441883147130,0,0,0,0,0,18.3259,0,Fixed,4.19881,3.79134,624.123,591.061,4.2,0
2014-01-01 21:19:00,442,441883207626,0,0,0,0,0,18.3259,0,Fixed,4.19973,3.80819,621.643,602.014,4.2,0
2014-01-01 21:20:00,783,441883267967,0,0,0,0,0,18.3259,0,Fixed,4.19373,3.98225,-959.469,597.176,4.2,0
2014-01-01 21:21:01,335,441883328519,0,0,0,0,0,18.3259,0,Fixed,4.17157,4.01681,-1106.34,573.43,4.2,0
2014-01-01 21:22:01,636,441883388820,0,0,0,0,0,18.3259,0,Fixed,4.17988,4.04241,-1133.34,549.611,4.2,0
2014-01-01 21:23:02,5,441883449189,0,0,0,0,0,18.3259,0,Fixed,4.18434,4.05894,-1165.03,526.957,4.2,0
2014-01-01 21:24:02,424,441883509608,0,0,0,0,0,18.3259,0,Fixed,4.17388,4.07569,-1158.14,504.282,4.2,0
2014-01-01 21:25:02,898,441883570082,0,0,0,0,0,17.7107,0,Fixed,5.06192,4.11303,-1552.18,482.849,4.2,0
2014-01-01 21:26:03,435,441883630619,0,0,0,0,0,17.7107,0,Fixed,5.109,4.10963,-1407.52,461.515,4.2,0
2014-01-01 21:27:03,743,441883690927,0,0,0,0,0,17.7107,0,Fixed,5.08669,4.11459,-1416.88,440.632,4.2,0
2014-01-01 21:28:04,274,441883751458,0,0,0,0,0,17.7107,0,Fixed,4.24881,4.09034,-1032.77,420.088,4.2,0
2014-01-01 21:29:04,612,441883811796,0,0,0,0,0,17.7107,0,Fixed,5.169,4.1065,-1292.89,400.54,4.2,0
2014-01-01 21:30:05,63,441883872247,0,0,0,0,0,17.0962,0,Fixed,4.43682,4.10756,-1223.72,381.793,4.2,0
2014-01-01 21:31:05,513,441883932697,0,0,0,0,0,17.7107,0,Fixed,5.10269,4.11306,-1122.6,363.694,4.2,0
2014-01-01 21:32:05,964,441883993148,0,0,0,0,0,17.7107,0,Fixed,4.98838,4.10006,-967.736,346.236,4.2,0
2014-01-01 21:33:06,449,441884053633,0,0,0,0,0,17.0962,0,Fixed,5.111,4.11334,-1110.47,329.328,4.2,0
2014-01-01 21:34:06,882,441884114066,0,0,0,0,0,17.0962,0,Fixed,4.96238,4.10628,-949.549,313.085,4.2,0
2014-01-01 21:35:07,359,441884174543,0,0,0,0,0,17.0962,0,Fixed,5.09885,4.11172,-1068.59,297.282,4.2,0
2014-01-01 21:36:07,756,441884234940,0,0,0,0,0,17.7107,0,Fixed,5.09331,4.10175,-730.211,282.095,4.2,0
2014-01-01 21:37:08,114,441884295298,0,0,0,0,0,17.0962,0,Fixed,5.07238,4.114,-984.544,267.425,4.2,0
2014-01-01 21:38:08,603,441884355787,0,0,0,0,0,17.0962,0,Fixed,5.06746,4.10191,-718.086,253.235,4.2,0
2014-01-01 21:39:09,80,441884416264,0,0,0,0,0,17.7107,0,Fixed,5.12208,4.11572,-912.074,239.508,4.2,0
2014-01-01 21:40:09,466,441884476650,0,0,0,0,0,17.0962,0,Fixed,5.18377,4.101,-547.245,226.269,4.2,0
2014-01-01 21:41:09,958,441884537142,0,0,0,0,0,17.0962,0,Fixed,5.28655,4.09588,-647.545,213.425,4.2,0
