'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-01-11 10:37:50,799,442708737983,6.875,1.13159,1.13708,0.0115967,92.908,4.96095,5.78086,2.95531,4.56016,468.376,145.752,39.7939,9.62148,2.95482,2.9418,2.9724,2.98827
2014-01-11 10:38:55,869,442708803053,9.25,0,1.13037,0.255126,94.2955,4.9585,8.22227,2.95409,5.78086,480.097,147.461,39.8494,9.24297,2.95319,2.94017,2.97118,2.98827
2014-01-11 10:40:00,943,442708868127,11.125,0.00305175,1.13464,0.999753,95.017,4.95606,10.0533,2.95287,6.39122,478.876,147.583,39.7384,9.5238,2.95238,2.93935,2.96996,2.98705
2014-01-11 10:41:05,853,442708933037,12.75,0.0036621,1.04919,0.962522,95.0725,4.95606,11.274,2.95165,7.00157,481.562,147.705,39.7384,9.60927,2.95156,2.93854,2.96874,2.98705
2014-01-11 18:44:23,576,442737930760,12.375,0.0036621,1.13281,0.0115967,93.13,4.9585,11.274,2.95165,8.22227,465.689,145.996,39.6274,9.63369,2.95156,2.93854,2.96874,2.98583
2014-01-11 18:45:28,488,442737995672,14.375,0.0036621,1.12854,0.739744,94.018,4.9585,13.1051,2.95165,8.83262,477.655,147.095,40.1269,9.60927,2.95156,2.93854,2.96874,2.98583
2014-01-11 18:46:33,600,442738060784,15.75,2.12036,1.13647,2.11791,95.905,4.95606,13.7154,2.95043,8.83262,481.562,149.17,40.0159,9.08424,2.95075,2.93773,2.96874,2.98583
2014-01-11 18:47:38,654,442738125838,16.625,0.0036621,1.13159,1.03027,95.2945,4.95606,14.9361,2.95043,8.83262,484.981,148.437,39.7939,9.57264,2.95075,2.93773,2.96752,2.98583
2014-01-11 18:48:43,612,442738190796,17.25,0.0036621,1.1322,0.450438,94.351,4.95606,15.5465,2.95043,8.83262,472.039,149.17,39.5719,9.26739,2.95075,2.93691,2.96752,2.98583
2014-01-11 18:49:48,643,442738255827,17.75,0.0036621,1.12915,0.0109863,93.019,4.95606,16.1568,2.95043,8.83262,478.144,149.78,39.7384,8.96214,2.94994,2.93691,2.9663,2.98583
