'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-01-11 10:18:20,620,442707567804,0,0,2,0,0,17.7107,0,Full,4.19711,3.90803,592.986,191.565,4.2,0
2014-01-11 10:19:25,677,442707632861,0,0,2,0,0,17.7107,0,Full,4.19727,3.90563,592.435,202.314,4.2,0
2014-01-11 10:20:30,605,442707697789,0,0,2,0,0,17.7107,0,Full,4.19881,3.90306,593.262,213.041,4.2,0
2014-01-11 10:21:35,606,442707762790,0,0,2,0,0,17.7107,0,Full,4.19696,3.90034,594.639,223.798,4.2,0
2014-01-11 10:22:40,705,442707827889,0,0,2,0,0,17.7107,0,Fixed,4.20111,3.89744,592.71,234.587,4.2,0
2014-01-11 10:23:45,776,442707892960,0,0,2,0,0,16.4818,0,Fixed,4.19958,3.8945,594.364,245.387,4.2,0
2014-01-11 10:24:50,748,442707957932,0,0,2,0,0,17.7107,0,Fixed,4.19788,3.89159,596.293,256.179,4.2,0
2014-01-11 10:25:55,705,442708022889,0,0,2,0,0,17.7107,0,Fixed,4.2005,3.88863,597.119,266.988,4.2,0
2014-01-11 10:27:00,633,442708087817,0,0,2,0,0,17.7107,0,Fixed,4.20081,3.88538,597.946,277.798,4.2,0
2014-01-11 10:28:05,694,442708152878,0,0,2,0,0,16.4818,0,Fixed,4.20234,3.88222,596.017,288.641,4.2,0
2014-01-11 10:29:10,739,442708217923,0,0,2,0,0,17.7107,0,Fixed,4.19604,3.87891,600.15,299.488,4.2,0
2014-01-11 10:30:15,734,442708282918,0,0,2,0,0,16.4818,0,Fixed,4.19834,3.87572,599.875,310.337,4.2,0
2014-01-11 10:31:20,626,442708347810,0,0,2,0,0,16.4818,0,Fixed,4.20034,3.8725,599.875,321.168,4.2,0
2014-01-11 10:32:25,648,442708412832,0,0,2,0,0,17.0962,0,Fixed,4.17819,4.08872,-1440.86,320.491,4.2,0
2014-01-11 10:33:30,707,442708477891,0,0,2,0,0,17.0962,0,Fixed,5.12454,4.09931,-1215.73,296.791,4.2,0
2014-01-11 10:34:35,812,442708542996,0,0,2,0,0,17.0962,0,Fixed,5.09285,4.10072,-1037.45,276.849,4.2,0
2014-01-11 10:35:40,715,442708607899,0,0,2,0,0,17.0962,0,Fixed,5.12131,4.11344,-1109.64,257.461,4.2,0
2014-01-11 10:36:45,764,442708672948,0,0,2,0,0,16.4818,0,Fixed,5.21516,4.10128,-851.729,239.977,4.2,0
2014-01-11 10:37:50,758,442708737942,0,0,2,0,0,17.0962,0,Fixed,4.2045,4.01484,-76.6032,229.358,4.2,0
2014-01-11 10:38:55,830,442708803014,0,0,2,0,0,15.2553,0,Fixed,4.19804,4.02125,-186.273,222.602,4.2,0
2014-01-11 10:40:00,904,442708868088,0,0,2,0,0,15.8684,0,Fixed,4.16296,4.05856,-511.147,212.578,4.2,0
2014-01-11 10:41:05,814,442708932998,0,0,2,0,0,16.4818,0,Fixed,4.17727,4.03572,-224.574,203.89,4.2,0
2014-01-11 18:44:23,533,442737930717,0,0,2,0,0,16.4818,0,Fixed,4.1985,3.73006,1739.55,301.468,4.2,0
2014-01-11 18:45:28,444,442737995628,0,0,2,0,0,16.4818,0,Fixed,4.19758,3.71797,1748.92,333.034,4.2,0
2014-01-11 18:46:33,558,442738060742,0,0,2,0,0,16.4818,0,Fixed,4.19988,3.70847,1754.99,364.835,4.2,0
2014-01-11 18:47:38,613,442738125797,0,0,2,0,0,16.4818,0,Fixed,4.19634,3.7005,1766.83,396.731,4.2,0
2014-01-11 18:48:43,556,442738190740,0,0,2,0,0,16.4818,0,Fixed,4.19696,3.69347,1767.39,428.653,4.2,0
2014-01-11 18:49:48,599,442738255783,0,0,2,0,0,16.4818,0,Fixed,4.20188,3.68681,1770.69,460.664,4.2,0
2014-01-11 18:50:53,594,442738320778,0,0,2,0,0,17.0962,0,Fixed,4.18773,4.02847,-1391.81,455.312,4.2,0
2014-01-11 18:51:58,742,442738385926,0,0,2,0,0,17.0962,0,Fixed,4.22773,4.06266,-1325.68,432.077,4.2,0
2014-01-11 18:53:03,674,442738450858,0,0,2,0,0,16.4818,0,Fixed,4.2305,4.09569,-1533.17,411.493,4.2,0
2014-01-11 18:54:08,668,442738515852,0,0,2,0,0,16.4818,0,Fixed,4.8633,4.10044,-1340.56,388.672,4.2,0
2014-01-11 18:55:13,736,442738580920,0,0,2,0,0,16.4818,0,Fixed,5.09177,4.1045,-1380.51,368.715,4.2,0
2014-01-11 18:56:18,801,442738645985,0,0,2,0,0,17.0962,0,Fixed,4.95607,4.10097,-1120.39,347.908,4.2,0
2014-01-11 18:57:23,774,442738710958,0,0,2,0,0,16.4818,0,Fixed,5.08146,4.11122,-1129.76,329.178,4.2,0
2014-01-11 18:58:28,644,442738775828,0,0,2,0,0,16.4818,0,Fixed,4.92469,4.10406,-1064.18,309.991,4.2,0
2014-01-11 18:59:33,651,442738840835,0,0,2,0,0,16.4818,0,Fixed,5.22962,4.09959,-1044.89,292.101,4.2,0
2014-01-11 19:00:38,795,442738905979,0,0,2,0,0,16.4818,0,Fixed,4.99053,4.10319,-968.562,274.119,4.2,0
2014-01-11 19:01:43,827,442738971011,0,0,2,0,0,16.4818,0,Fixed,5.19224,4.111,-1097.8,257.03,4.2,0
2014-01-11 19:02:48,765,442739035949,0,0,2,0,0,16.4818,0,Fixed,5.02592,4.10078,-770.992,240.354,4.2,0
2014-01-11 19:03:53,742,442739100926,0,0,2,0,0,16.4818,0,Fixed,5.23978,4.10184,-603.457,224.423,4.2,0
2014-01-11 19:04:58,782,442739165966,0,0,2,0,0,16.4818,0,Fixed,4.98838,4.10809,-776.228,209.037,4.2,0
2014-01-11 19:06:03,879,442739231063,0,0,2,0,0,15.8684,0,Fixed,5.28978,4.09534,-501.503,194.269,4.2,0
2014-01-11 19:07:08,950,442739296134,0,0,2,0,0,15.8684,0,Fixed,5.04808,4.10844,-670.691,180.039,4.2,0
2014-01-11 19:08:13,888,442739361072,0,0,2,0,0,15.8684,0,Fixed,5.24362,4.11734,-922.27,166.323,4.2,0
2014-01-11 19:09:18,878,442739426062,0,0,2,0,0,15.8684,0,Fixed,5.13808,4.10166,-510.872,153.02,4.2,0
2014-01-11 19:10:25,876,442739493060,0,0,2,0,0,15.8684,0,Fixed,5.19639,4.12122,-848.422,140.177,4.2,0
2014-01-11 19:11:29,54,442739556238,0,0,2,0,0,15.8684,0,Fixed,5.15808,4.112,-609.519,128.01,4.2,0
2014-01-11 19:12:34,19,442739621203,0,0,2,0,0,15.8684,0,Fixed,5.2147,4.10522,-440.882,116.214,4.2,0
2014-01-11 19:13:38,947,442739686131,0,0,2,0,0,15.8684,0,Fixed,5.15746,4.11663,-688.878,105.004,4.2,0
2014-01-11 19:14:43,984,442739751168,0,0,2,0,0,15.8684,0,Fixed,5.17839,4.11094,-575.075,94.1732,4.2,0
2014-01-11 19:15:49,16,442739816200,0,0,2,0,0,16.4818,0,Fixed,5.20824,4.11122,-743.713,83.7514,4.2,0
2014-01-11 19:16:53,988,442739881172,0,0,2,0,0,15.8684,0,Fixed,5.14962,4.10763,-657.189,73.7134,4.2,0
2014-01-11 19:17:58,975,442739946159,0,0,2,0,0,15.8684,0,Fixed,5.20685,4.09975,-343.888,64.0172,4.2,0
2014-01-11 19:19:04,29,442740011213,0,0,2,0,0,15.8684,0,Fixed,5.08469,4.10841,-599.324,54.6633,4.2,0
