'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector (wx),'StateVector (wx),'StateVector (wy),'StateVector (wy),'StateVector (wz),'StateVector (wz),'StateVector (q1),'StateVector (q2),'StateVector (q3),'StateVector (qs),'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length,'QS Data[0],'QS Data[1],'QS Data[2],'QS Data[3],'Estimate Code,'Estimate UseSTR,'Estimate STR Status
2014-02-27 00:00:23,228,446731290412,0,0,0,3,1,Passive,1,Passive,0.00216118,0.123826,0.00208641,0.119543,0.010574,0.605847,-0.145387,0.289343,-0.896115,-0.303514,7,0,4,3,5,0,0,0,0,134388,106.981,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0235441,0.0248879,0.0220879,1.05892,0.429477,0.348048,1.04775,7,0,0,0,0,0,0,0
2014-02-27 00:01:28,279,446731355463,0,0,0,3,1,Passive,1,Passive,0.00178821,0.102457,0.00203835,0.116789,0.0100561,0.576174,-0.00829214,0.253294,-0.967061,-0.0238142,7,0,4,3,1,0,0,0,0,134420,97.9602,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0144779,0.0265878,0.0294383,0.882281,0.158856,0.0345182,1.39326,7,0,0,0,0,0,0,0
2014-02-27 00:02:33,792,446731420976,0,0,0,3,1,Passive,1,Passive,0.00303976,0.174165,0.00393931,0.225706,0.0107805,0.617679,0.190972,0.1511,-0.936948,0.250654,7,0,4,3,1,0,0,0,0,134453,88.1004,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0229201,0.0152273,0.0269814,0.253227,0.518841,0.325454,1.00609,7,0,0,0,0,0,0,0
2014-02-27 00:03:39,19,446731486203,0,0,0,3,1,Passive,1,Passive,0.00550214,0.31525,0.00496224,0.284315,0.0115767,0.663298,0.410988,-0.0501259,-0.763455,0.495694,7,0,4,3,1,0,0,0,0,134486,78.0462,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0207296,0.0259697,0.018105,0.288735,0.689788,0.526495,0.623326,7,0,0,0,0,0,0,0
2014-02-27 00:04:44,132,446731551316,0,0,0,3,1,Passive,1,Passive,0.00638661,0.365926,0.00419273,0.240226,0.00963492,0.55204,0.555985,-0.270575,-0.485225,0.618244,7,0,4,3,1,0,0,0,0,134518,68.4942,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0155131,0.033725,0.0133853,0.749126,0.685984,0.662414,0.133963,7,0,0,0,0,0,0,0
2014-02-27 00:05:49,168,446731616352,0,0,0,3,1,Passive,1,Passive,0.00638692,0.365944,0.00310677,0.178005,0.00942663,0.540106,0.593984,-0.470071,-0.155305,0.634111,7,0,4,3,1,0,0,0,0,134551,59.2113,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0290958,0.0185967,0.0153521,0.85791,0.339674,0.527587,0.436656,7,0,0,0,0,0,0,0
2014-02-27 00:06:54,203,446731681387,0,0,0,3,1,Passive,1,Passive,0.00565761,0.324157,0.0023607,0.135258,0.00860994,0.493313,0.552666,-0.580355,0.163711,0.57528,7,0,4,3,6,0,0,0,0,134583,51.0603,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0321123,0.0191955,0.0135195,0.884111,0.0703869,0.429653,1.04338,7,0,0,0,0,0,0,0
2014-02-27 00:07:59,788,446731746972,0,0,0,3,1,Passive,1,Passive,0.00615358,0.352574,0.00123479,0.070748,0.00759943,0.435415,0.493328,-0.626901,0.45145,0.399769,7,0,4,3,1,0,0,0,0,134616,43.7983,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0204889,0.0285928,0.0198809,0.395845,0.420839,0.149527,1.27594,7,0,0,0,0,0,0,0
2014-02-27 00:09:05,9,446731812193,0,0,0,3,1,Passive,1,Passive,0.00663456,0.380132,0.00194769,0.111594,0.00786394,0.45057,0.374155,-0.600895,0.679441,0.193115,7,0,4,3,1,0,0,0,0,134649,37.9632,0,0,0,0,0,0,6,1,0,0,0,4,0,0.014024,0.0226186,0.0324042,0.244422,0.717635,0.127126,1.41102,7,0,0,0,0,0,0,0
2014-02-27 00:10:10,164,446731877348,0,0,0,3,1,Passive,1,Passive,0.00797293,0.456815,0.00376797,0.215889,0.00793977,0.454916,0.190843,-0.468226,0.862745,0.00381427,7,0,4,3,1,0,0,0,0,134681,33.9144,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0185786,0.0144741,0.0306937,0.712374,0.675462,0.228807,0.803586,7,0,0,0,0,0,0,0
