'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-02-02 18:51:23,839,444639151023,17151,48,17110,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,96,61100,65489,13.5829,0,0,0,0
2014-02-02 18:52:29,1,444639216185,17184,48,17142,40,40,100,41,40,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-02-02 18:53:47,305,444639294489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.068,0,0,0,0
2014-02-02 18:54:56,754,444639363938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.068,0,0,0,0
2014-02-02 18:56:00,896,444639428080,17243,93,17157,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-02-02 18:57:04,498,444639491682,17259,108,17158,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-02-02 18:58:09,611,444639556795,17289,112,17184,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,1653,61360,153,10.0015,0,0,0,0
2014-02-02 18:59:15,670,444639622854,17320,114,17213,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0,2500,0,2500,0,2500,0,2500,0,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-02-02 19:00:20,290,444639687474,17353,114,17246,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.57,2500,3.15,2500,0.006,2500,0.01,2500,0.674,2500,0,0,0,64770,290,64004,8.94648,0,0,0,0
2014-02-02 19:01:25,722,444639752906,17386,114,17278,40,41,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.024,2500,2.626,2500,0.006,2500,0.01,2500,2.256,2500,0,0,0,64441,1725,64091,8.4187,0,0,0,0
2014-02-02 19:02:30,801,444639817985,17418,114,17311,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.442,2500,0.018,2500,1.54,2500,0.004,2500,0.01,2500,3.046,2500,0,0,0,64186,2451,64215,7.89074,0,0,0,0
2014-02-02 19:03:35,818,444639883002,17451,114,17344,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.826,2500,0.018,2500,0.16,2500,0.006,2500,0.01,2500,3.378,2500,0,0,0,63937,2922,64368,7.46823,0,0,0,0
2014-02-02 19:04:41,91,444639948275,17484,114,17376,40,40,100,41,40,100,0,0,0,0,0,131104,0x007F1FFF,0.314,2500,0.018,2500,0.004,2500,0.392,2500,0.01,2500,2.684,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-02-02 19:05:46,7,444640013191,17516,114,17409,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.018,2500,0.002,2500,1.01,2500,0.01,2500,1.502,2500,0,0,0,63568,3450,64653,6.41144,0,0,0,0
