'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector Data[0],'StateVector Data[1],'StateVector Data[2],'StateVector Data[3],'StateVector Data[4],'StateVector Data[5],'StateVector Data[6],'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length
2014-01-07 19:56:04,432,442396631616,0,0,0,3,1,Passive,1,Passive,-0.00909318,-0.0855844,-0.0811013,0.117218,0.576437,0.450504,-0.671585,7,0,3,1,2,0,0,0,0,230715,100.703,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0168358,0.0152329,0.0135939,0.0850781,0.0847104,0.047151,0.0615067,7
2014-01-07 19:57:04,893,442396692077,0,0,0,3,1,Passive,1,Passive,0.0111049,-0.0849917,-0.0774308,-0.116704,-0.613197,-0.608659,0.4898,7,0,4,3,2,0,0,0,0,230745,97.8679,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0147291,0.0171582,0.0135916,0.0607725,0.096451,0.0535685,0.065934,7
2014-01-07 19:58:06,439,442396753623,0,0,0,3,1,Passive,1,Passive,0.0296112,-0.0861299,-0.0758937,0.165921,0.731967,0.642598,-0.154153,7,0,4,3,2,0,0,0,0,230776,94.7153,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0157624,0.0166641,0.013563,0.0475502,0.0934811,0.0737596,0.0737389,7
2014-01-07 19:59:07,115,442396814299,0,0,0,3,1,Passive,1,Passive,0.0441617,-0.07476,-0.0780764,-0.19348,-0.78415,-0.587775,-0.0468435,7,0,4,3,1,0,0,0,0,230806,91.5148,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0179506,0.0149697,0.0139489,0.0606596,0.0818047,0.0924538,0.0736711,7
2014-01-07 20:00:08,428,442396875612,0,0,0,3,1,Passive,1,Passive,0.0580262,-0.0624103,-0.0848153,0.323809,0.754925,0.540993,0.180452,7,0,4,3,1,0,0,0,0,230837,88.1113,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0180381,0.0135636,0.0151845,0.0776216,0.0825652,0.0797286,0.0704916,7
2014-01-07 20:01:09,151,442396936335,0,0,0,3,1,Passive,1,Passive,0.0671302,-0.0435217,-0.0929288,-0.43624,-0.727579,-0.503946,-0.162363,7,0,4,3,2,0,0,0,0,230867,84.7734,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0169456,0.0136371,0.0162322,0.0791084,0.0894264,0.0668196,0.068431,7
2014-01-07 19:56:04,432,442396631616,0,0,0,3,1,Passive,1,Passive,-0.00909318,-0.0855844,-0.0811013,0.117218,0.576437,0.450504,-0.671585,7,0,3,1,2,0,0,0,0,230715,100.703,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0168358,0.0152329,0.0135939,0.0850781,0.0847104,0.047151,0.0615067,7
2014-01-07 19:57:04,893,442396692077,0,0,0,3,1,Passive,1,Passive,0.0111049,-0.0849917,-0.0774308,-0.116704,-0.613197,-0.608659,0.4898,7,0,4,3,2,0,0,0,0,230745,97.8679,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0147291,0.0171582,0.0135916,0.0607725,0.096451,0.0535685,0.065934,7
2014-01-07 19:58:06,439,442396753623,0,0,0,3,1,Passive,1,Passive,0.0296112,-0.0861299,-0.0758937,0.165921,0.731967,0.642598,-0.154153,7,0,4,3,2,0,0,0,0,230776,94.7153,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0157624,0.0166641,0.013563,0.0475502,0.0934811,0.0737596,0.0737389,7
2014-01-07 19:59:07,115,442396814299,0,0,0,3,1,Passive,1,Passive,0.0441617,-0.07476,-0.0780764,-0.19348,-0.78415,-0.587775,-0.0468435,7,0,4,3,1,0,0,0,0,230806,91.5148,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0179506,0.0149697,0.0139489,0.0606596,0.0818047,0.0924538,0.0736711,7
2014-01-07 20:00:08,428,442396875612,0,0,0,3,1,Passive,1,Passive,0.0580262,-0.0624103,-0.0848153,0.323809,0.754925,0.540993,0.180452,7,0,4,3,1,0,0,0,0,230837,88.1113,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0180381,0.0135636,0.0151845,0.0776216,0.0825652,0.0797286,0.0704916,7
2014-01-07 20:01:09,151,442396936335,0,0,0,3,1,Passive,1,Passive,0.0671302,-0.0435217,-0.0929288,-0.43624,-0.727579,-0.503946,-0.162363,7,0,4,3,2,0,0,0,0,230867,84.7734,0,0,0,0,0,0,6,1,1,0,0,4,0,0.0169456,0.0136371,0.0162322,0.0791084,0.0894264,0.0668196,0.068431,7
2014-01-07 08:42:27,127,442356214311,0,0,0,3,1,Passive,1,Passive,0.0832809,-0.050705,-0.0540113,-0.619646,-0.663641,-0.0881503,-0.409695,7,5,5,4,2,0,0,0,0,210620,69.5619,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0143013,0.013151,0.0141774,0.0370749,0.037832,0.044178,0.059329,7
2014-01-07 08:43:27,415,442356274599,0,0,0,3,1,Passive,1,Passive,0.0814965,-0.0430002,-0.0632341,0.526907,0.726328,-0.125958,0.423027,7,5,5,2,4,0,0,0,0,210650,73.3473,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0140493,0.0135969,0.0139121,0.039032,0.0363198,0.0441928,0.0573684,7
2014-01-07 08:44:28,555,442356335739,0,0,0,3,1,Passive,1,Passive,0.0775669,-0.0331173,-0.0721637,-0.336821,-0.744682,0.418474,-0.39608,7,5,5,2,6,0,0,0,0,210681,77.6488,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0133026,0.0143293,0.0135892,0.0430885,0.0373895,0.0422493,0.0540106,7
2014-01-07 08:45:28,725,442356395909,0,0,0,3,1,Passive,1,Passive,0.0720508,-0.0196672,-0.0797766,0.120432,0.737478,-0.563538,0.352204,7,5,5,2,6,0,0,0,0,210711,82.1586,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0130565,0.014485,0.0135736,0.0465991,0.0394734,0.0407261,0.0510566,7
2014-01-07 08:46:29,59,442356456243,0,0,0,3,1,Passive,1,Passive,0.0632064,-0.0036327,-0.0876978,0.13452,-0.696566,0.651644,-0.26844,7,5,5,2,6,0,0,0,0,210741,86.9907,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0133286,0.0141339,0.0135154,0.0473337,0.0428935,0.0394029,0.0477676,7
2014-01-07 08:47:29,247,442356516431,0,0,0,3,1,Passive,1,Passive,0.0510656,0.0155226,-0.0931669,-0.411074,0.587001,-0.685187,0.130254,7,5,5,2,4,0,0,0,0,210771,92.0675,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0140249,0.0133602,0.0135226,0.0447912,0.0488666,0.0394814,0.0451472,7
2014-01-07 08:48:30,484,442356577668,0,0,0,3,1,Passive,1,Passive,0.035461,0.0339948,-0.097411,0.658217,-0.296043,0.682659,0.114396,7,5,5,4,2,0,0,0,0,210802,97.4671,1,1,0,0,0,0,6,1,1,0,0,4,0,0.0144843,0.0127903,0.0135569,0.0374681,0.0572982,0.0401015,0.0425055,7
