'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Count File,'Reset Reason File,'Comm Err Count File,'Scrub Index File,'SEU Count File,'Init Pointer File,'Ping Pointer File,'ADC Raw1 File,'ADC Raw2 File,'ADC Raw3 File,'ADC Raw4 File,'PWM Setting File,'PWM Period File,'PWM Controller Pointer File,'PWM Controller Cycle File,'PWM DCycle1 File,'PWM DCycle2 File,'PWM DCycle3 File,'PWM DCycle4 File,'Converted Temp1 File(°C),'Converted Temp2 File(°C),'Converted Temp3 File(°C),'Converted Temp4 File(°C),'Controller P Gain File,'Controller I Gain File,'Controller D Gain File,'Controller I Max File,'Controller Max DT File,'Controller SetPoint File,'Controller I State File
2014-01-25 08:40:38,969,443911306153,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15442e+032,9.93799e+027,-1.10472e-025,-2.10144e-010,,,,,,,
2014-01-25 08:41:43,996,443911371180,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15452e+032,0,0,0,,,,,,,
2014-01-25 08:42:49,2,443911436186,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15185e+032,9.50941e+015,-0.530396,-2.69329e-034,,,,,,,
2014-01-25 08:43:54,18,443911501202,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14635e+032,3.80376e+016,-2.12164,4.81731e+037,,,,,,,
2014-01-25 08:44:54,435,443911561619,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14407e+032,2.70659e+033,3.77329e-037,-2.09674e-022,,,,,,,
2014-01-25 08:45:54,850,443911622034,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15417e+032,9.95853e+027,-2.52223e+021,5.00018e+012,,,,,,,
2014-01-25 08:46:55,305,443911682489,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14595e+032,0,0,0,,,,,,,
2014-01-25 08:47:55,779,443911742963,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15457e+032,0,0,0,,,,,,,
2014-01-25 08:48:56,164,443911803348,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15533e+032,0,0,0,,,,,,,
2014-01-25 08:49:56,603,443911863787,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15303e+032,4.55122e-013,2.59615e+033,1.58161e-024,,,,,,,
2014-01-25 08:50:57,55,443911924239,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14923e+032,0,0,0,,,,,,,
2014-01-25 08:51:57,496,443911984680,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,9.33125e-042,1.66153e+035,1.09201e-024,,,,,,,
2014-01-25 08:52:57,901,443912045085,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-1.51236e+023,1.66153e+035,3.90982e-024,,,,,,,
2014-01-25 08:53:58,329,443912105513,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,1.7361e-018,9.22337e+018,1.47225e-024,,,,,,,
2014-01-25 08:54:58,724,443912165908,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14595e+032,0,0,0,,,,,,,
2014-01-25 08:55:59,168,443912226352,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14417e+032,4.01584e-034,2.35874e-038,-9.85831e-023,,,,,,,
2014-01-25 08:56:59,649,443912286833,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14417e+032,4.01584e-034,2.35831e-038,-4.02039e-023,,,,,,,
2014-01-25 08:58:00,135,443912347319,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14412e+032,4.01584e-034,2.35852e-038,-8.7379e-024,,,,,,,
2014-01-25 08:59:00,565,443912407749,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,4.25691e+037,2.65846e+036,4.26889e-024,,,,,,,
2014-01-25 09:00:01,4,443912468188,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,3.4387e+010,1.03846e+034,1.52877e-024,,,,,,,
2014-01-25 09:01:01,458,443912528642,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1545e+032,0,0,0,,,,,,,
2014-01-25 09:02:01,856,443912589040,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,1.13781e-013,6.49037e+032,1.28401e-024,,,,,,,
2014-01-25 09:03:02,321,443912649505,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15434e+032,0,0,0,,,,,,,
2014-01-25 09:04:02,734,443912709918,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,4.59177e-040,4.59177e-040,4.59177e-040,,,,,,,
2014-01-25 09:05:03,202,443912770386,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14407e+032,4.01584e-034,2.35859e-038,-2.47952e-024,,,,,,,
2014-01-25 09:06:03,613,443912830797,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,5.76918e+017,1.03846e+034,5.87291e-025,,,,,,,
2014-01-25 09:07:04,40,443912891224,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,2.30767e+018,2.65846e+036,1.12715e-024,,,,,,,
