'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'AcsCycleCount,'AcsCycleTimeoutCount,'AcsCycleOasysCount,'AcsTlmTimeMax,'AcsTlmLast,'AcsTlmAve,'AcsOasysTimeMax,'AcsOasysLast,'AcsOasysAve,'AcsCycleTimeMax,'AcsCycleLast,'AcsCycleAve
2014-02-20 00:00:39,936,446126507120,8048,50,8013,1717,580,460,1211,400,350,3119,974,976
2014-02-20 00:01:44,227,446126571411,8080,50,8045,1717,453,460,1211,437,350,3119,1126,976
2014-02-20 00:02:50,54,446126637238,8113,50,8078,1717,618,460,1211,436,350,3119,1230,977
2014-02-20 00:03:54,453,446126701637,8145,50,8110,1717,454,460,1211,438,351,3119,1012,977
2014-02-20 00:05:00,19,446126767203,8178,50,8143,1717,462,460,1211,440,351,3119,1186,978
2014-02-20 00:06:04,562,446126831746,8210,50,8175,1717,453,460,1211,436,351,3119,1013,978
2014-02-20 00:07:10,26,446126897210,8243,50,8208,1717,461,460,1211,448,352,3119,1195,978
2014-02-20 00:08:14,510,446126961694,8275,50,8240,1717,452,460,1211,433,352,3119,1054,979
2014-02-20 00:09:20,95,446127027279,8308,50,8273,1717,461,460,1211,453,352,3119,1199,979
2014-02-20 00:10:24,606,446127091790,8340,50,8305,1717,453,460,1211,436,353,3119,1011,979
2014-02-20 00:11:30,134,446127157318,8373,50,8338,1717,493,460,1211,434,353,3119,1063,980
2014-02-20 00:12:34,587,446127221771,8405,50,8370,1717,452,460,1211,433,353,3119,1052,980
2014-02-20 00:13:40,216,446127287400,8438,50,8403,1717,452,460,1211,434,354,3119,1130,980
2014-02-20 00:14:46,67,446127353251,8471,50,8436,1717,638,460,1211,436,354,3119,1241,981
2014-02-20 00:15:50,428,446127417612,8503,50,8468,1717,454,460,1211,438,354,3119,1015,981
2014-02-20 00:16:56,23,446127483207,8536,50,8501,1717,456,460,1211,432,354,3119,1012,981
2014-02-20 00:18:00,511,446127547695,8568,50,8533,1717,451,460,1211,432,355,3119,1009,982
2014-02-20 00:19:06,62,446127613246,8601,50,8566,1717,461,460,1211,450,355,3119,1080,982
2014-02-20 00:20:10,475,446127677659,8633,50,8598,1717,453,460,1211,432,355,3119,1012,982
2014-02-20 00:21:16,129,446127743313,8666,50,8631,1717,495,460,1211,437,356,3119,1062,983
2014-02-20 00:22:20,557,446127807741,8698,50,8663,1717,454,461,1211,436,356,3119,1012,983
2014-02-20 00:23:26,141,446127873325,8731,50,8696,1717,454,461,1211,440,356,3119,1071,983
2014-02-20 00:24:30,585,446127937769,8763,50,8728,1717,456,461,1211,434,356,3119,1018,984
2014-02-20 00:25:36,154,446128003338,8796,50,8761,1717,472,461,1211,363,357,3119,1038,984
2014-02-20 00:26:57,71,446128084255,8831,55,8791,1717,454,460,1211,435,357,3600,3600,985
2014-02-20 00:31:55,885,446128383069,16,0,16,553,553,463,434,431,256,1056,1056,791
2014-02-20 00:33:00,337,446128447521,48,0,48,1347,636,479,440,436,361,1625,1193,950
2014-02-20 00:34:05,793,446128512977,81,0,81,1347,542,470,440,336,364,1625,956,961
2014-02-20 00:35:10,363,446128577547,113,0,113,1347,453,466,440,395,365,1625,972,960
2014-02-20 00:36:15,878,446128643062,146,0,146,1347,564,464,440,397,366,1625,972,959
2014-02-20 00:37:20,379,446128707563,178,0,178,1347,478,463,440,345,363,1625,946,955
2014-02-20 00:38:25,845,446128773029,211,0,211,1347,577,462,440,278,360,1625,1024,952
2014-02-20 00:39:30,378,446128837562,243,0,243,1347,453,461,440,396,359,1625,975,950
2014-02-20 00:40:35,894,446128903078,276,0,276,1347,529,461,440,401,360,1625,1024,951
2014-02-20 00:41:40,378,446128967562,308,0,308,1347,453,460,440,402,362,1625,978,953
2014-02-20 00:42:46,60,446129033244,341,0,341,1347,467,459,440,399,366,1625,994,957
2014-02-20 00:43:50,592,446129097776,373,0,373,1347,453,459,440,331,366,1625,917,957
2014-02-20 00:44:56,94,446129163278,406,0,406,1347,453,458,440,332,364,1625,1007,956
2014-02-20 00:46:01,900,446129229084,439,0,439,1347,538,458,440,331,362,1625,1040,954
2014-02-20 00:47:06,175,446129293359,471,0,471,1347,452,458,440,331,360,1625,917,952
2014-02-20 00:48:11,882,446129359066,504,0,504,1347,462,457,440,336,358,1625,917,951
2014-02-20 00:49:16,488,446129423672,536,0,536,1347,455,457,440,331,357,1625,918,950
2014-02-20 00:50:21,985,446129489169,569,0,569,1347,467,457,440,333,355,1625,942,948
2014-02-20 00:51:26,618,446129553802,601,0,601,1347,453,457,440,338,354,1625,911,947
2014-02-20 00:52:32,81,446129619265,634,0,634,1347,452,457,440,332,353,1625,1001,946
2014-02-20 00:53:37,902,446129685086,667,0,667,1347,557,457,440,331,352,1625,957,945
2014-02-20 00:54:42,167,446129749351,699,0,699,1347,454,456,440,266,351,1625,848,944
2014-02-20 00:55:47,859,446129815043,732,0,732,1347,598,456,440,267,350,1625,1038,943
2014-02-20 00:56:52,356,446129879540,764,0,764,1347,452,456,440,332,349,1625,915,942
2014-02-20 00:57:57,910,446129945094,797,0,797,1347,458,456,440,339,348,1625,1081,942
2014-02-20 00:59:02,475,446130009659,829,0,829,1347,452,456,440,266,347,1625,846,941
2014-02-20 01:00:07,891,446130075075,862,0,862,1347,460,456,440,348,347,1625,915,940
2014-02-20 01:01:12,516,446130139700,894,0,894,1347,454,456,440,338,346,1625,915,940
2014-02-20 01:02:17,977,446130205161,927,0,927,1347,465,456,440,332,346,1625,937,939
2014-02-20 01:03:22,591,446130269775,959,0,959,1347,453,456,440,332,345,1625,916,939
2014-02-20 01:04:27,995,446130335179,992,0,992,1347,467,456,440,332,345,1625,938,938
2014-02-20 01:05:32,582,446130399766,1024,0,1024,1347,453,455,440,339,344,1625,912,937
2014-02-20 01:06:38,155,446130465339,1057,0,1057,1347,454,455,440,331,344,1625,1016,937
2014-02-20 01:07:43,926,446130531110,1090,0,1090,1347,599,455,440,399,344,1625,975,937
2014-02-20 01:08:48,95,446130595279,1122,0,1122,1347,453,455,440,332,344,1625,958,937
2014-02-20 01:09:53,910,446130661094,1155,0,1155,1347,536,455,440,332,344,1625,1039,937
2014-02-20 01:10:58,168,446130725352,1187,0,1187,1347,453,455,440,333,343,1625,917,936
2014-02-20 01:12:03,905,446130791089,1220,0,1220,1347,459,455,440,333,343,1625,1082,936
2014-02-20 01:13:08,494,446130855678,1252,0,1252,1347,454,455,440,332,342,1625,916,936
2014-02-20 01:14:13,989,446130921173,1285,0,1285,1347,467,455,440,337,342,1625,932,936
2014-02-20 01:15:18,557,446130985741,1317,0,1317,1347,453,455,440,332,342,1625,959,935
