'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector Data[0],'StateVector Data[1],'StateVector Data[2],'StateVector Data[3],'StateVector Data[4],'StateVector Data[5],'StateVector Data[6],'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length
2014-01-12 00:00:11,872,442756879056,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:01:12,159,442756939343,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:02:12,779,442756999963,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:03:13,199,442757060383,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:04:13,541,442757120725,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:05:13,995,442757181179,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:06:14,543,442757241727,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:07:14,830,442757302014,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:08:15,250,442757362434,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2014-01-12 00:09:15,687,442757422871,0,0,0,3,0,Safe,0,Safe,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7
