'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'HKC Temperature(°C),'Reset Count,'Last Reset Reason
2014-01-20 09:01:08,368,443480535552,14.854,0,0x00008000
2014-01-20 09:02:08,833,443480596017,14.7768,0,0x00008000
2014-01-20 09:03:09,22,443480656206,15.0855,0,0x00008000
2014-01-20 09:04:09,452,443480716636,15.1625,0,0x00008000
2014-01-20 10:17:32,19,443485119203,23.2346,0,0x00008000
2014-01-20 10:18:32,281,443485179465,22.7766,0,0x00008000
2014-01-20 10:19:32,653,443485239837,22.1671,0,0x00008000
2014-01-20 10:20:33,28,443485300212,21.7108,0,0x00008000
2014-01-20 10:21:33,295,443485360479,21.0273,0,0x00008000
2014-01-20 10:22:33,518,443485420702,20.7237,0,0x00008000
2014-01-20 10:23:33,841,443485481025,20.1169,0,0x00008000
2014-01-20 10:24:34,117,443485541301,19.5101,0,0x00008000
2014-01-20 10:25:34,320,443485601504,19.055,0,0x00008000
2014-01-20 10:26:34,570,443485661754,18.5996,0,0x00008000
2014-01-20 10:27:34,847,443485722031,17.9917,0,0x00008000
2014-01-20 10:28:35,75,443485782259,17.6114,0,0x00008000
2014-01-20 10:29:35,435,443485842619,17.3067,0,0x00008000
2014-01-20 10:30:35,753,443485902937,17.0018,0,0x00008000
2014-01-20 10:31:35,961,443485963145,16.6964,0,0x00008000
2014-01-20 10:32:36,215,443486023399,16.2376,0,0x00008000
2014-01-20 10:33:37,46,443486084230,15.8544,0,0x00008000
2014-01-20 10:34:37,157,443486144341,15.7009,0,0x00008000
2014-01-20 10:35:37,293,443486204477,15.5473,0,0x00008000
2014-01-20 10:36:37,476,443486264660,15.3935,0,0x00008000
2014-01-20 10:37:38,388,443486325572,15.4704,0,0x00008000
2014-01-20 10:38:40,805,443486387989,15.2395,0,0x00008000
2014-01-20 10:39:41,925,443486449109,15.3935,0,0x00008000
2014-01-20 10:40:42,162,443486509346,15.4704,0,0x00008000
2014-01-20 10:41:42,536,443486569720,15.3165,0,0x00008000
2014-01-20 10:42:42,815,443486629999,15.6241,0,0x00008000
2014-01-20 10:43:43,76,443486690260,15.6241,0,0x00008000
2014-01-20 10:44:43,280,443486750464,15.8544,0,0x00008000
2014-01-20 10:45:43,708,443486810892,16.0078,0,0x00008000
2014-01-20 10:46:43,968,443486871152,15.9311,0,0x00008000
2014-01-20 10:47:44,218,443486931402,16.161,0,0x00008000
2014-01-20 10:48:44,654,443486991838,16.3906,0,0x00008000
2014-01-20 10:49:44,953,443487052137,16.4671,0,0x00008000
2014-01-20 10:50:45,200,443487112384,16.4671,0,0x00008000
2014-01-20 10:51:45,435,443487172619,16.9255,0,0x00008000
2014-01-20 10:52:45,791,443487232975,17.078,0,0x00008000
2014-01-20 10:53:46,149,443487293333,17.3067,0,0x00008000
2014-01-20 10:54:46,481,443487353665,17.2305,0,0x00008000
2014-01-20 10:55:46,765,443487413949,17.6114,0,0x00008000
2014-01-20 10:56:47,53,443487474237,17.7636,0,0x00008000
