'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-02 00:00:10,515,441892877699,70162,356,69806,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.014,2500,0.006,2500,0.992,2500,0.01,2500,0.004,2500,0,0,0,65113,1230,64729,24.276,0,0,0,0
2014-01-02 00:01:10,873,441892938057,70193,356,69836,40,40,100,41,40,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.014,2500,0.006,2500,1.088,2500,0.01,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-02 00:02:11,194,441892998378,70223,356,69867,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.006,2500,0.094,2500,0.01,2500,0.95,2500,0,0,0,64801,63801,65119,24.5894,0,0,0,0
2014-01-02 00:03:11,650,441893058834,70253,356,69897,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.014,2500,0.006,2500,0.004,2500,0.01,2500,1.12,2500,0,0,0,32,63090,65429,24.6938,0,0,0,0
2014-01-02 00:04:12,299,441893119483,70283,356,69927,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.014,2500,1.13,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,952,63708,97,24.9027,0,0,0,0
2014-01-02 00:05:12,581,441893179765,70313,356,69957,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.014,2500,0.852,2500,0.004,2500,0.298,2500,0.004,2500,0,0,0,1398,65465,38,25.0071,0,0,0,0
2014-01-02 00:06:13,66,441893240250,70344,356,69987,40,40,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.014,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,1219,1362,65377,24.9027,0,0,0,0
2014-01-02 00:07:13,481,441893300665,70374,356,70018,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,423,1972,65064,25.0071,0,0,0,0
2014-01-02 00:08:13,727,441893360911,70404,356,70048,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,65054,945,64891,24.7983,0,0,0,0
2014-01-02 00:09:14,508,441893421692,70434,356,70078,100,100,100,100,100,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,64679,64551,65093,24.6938,0,0,0,0
2014-01-02 00:10:14,859,441893482043,70465,356,70108,40,40,100,41,40,100,0,0,0,0,0,131104,0x007F1FFF,0.002,2500,0.014,2500,0.006,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,0,0,0,154.068,0,0,0,0
