'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'AcsCycleCount,'AcsCycleTimeoutCount,'AcsCycleOasysCount,'AcsTlmTimeMax,'AcsTlmLast,'AcsTlmAve,'AcsOasysTimeMax,'AcsOasysLast,'AcsOasysAve,'AcsCycleTimeMax,'AcsCycleLast,'AcsCycleAve
2014-02-04 00:00:47,986,444744115170,69045,626,68453,1896,454,461,1806,284,271,7032,814,825
2014-02-04 00:01:52,569,444744179753,69077,626,68485,1896,452,461,1806,267,271,7032,795,825
2014-02-04 00:02:57,971,444744245155,69110,626,68518,1896,467,461,1806,273,271,7032,815,825
2014-02-04 00:04:02,616,444744309800,69142,626,68550,1896,452,461,1806,334,272,7032,867,825
2014-02-04 00:05:08,27,444744375211,69175,626,68583,1896,527,461,1806,328,272,7032,934,825
2014-02-04 00:06:13,753,444744440937,69208,626,68616,1896,504,461,1806,332,272,7032,917,825
2014-02-04 00:07:18,188,444744505372,69240,626,68648,1896,453,461,1806,330,272,7032,863,825
2014-02-04 00:08:23,830,444744571014,69273,626,68681,1896,495,461,1806,334,272,7032,905,825
2014-02-04 00:09:28,280,444744635464,69305,626,68713,1896,452,461,1806,264,272,7032,792,825
2014-02-04 00:10:33,872,444744701056,69338,626,68746,1896,454,461,1806,333,272,7032,867,825
2014-02-04 00:11:38,350,444744765534,69370,626,68778,1896,500,461,1806,330,272,7032,910,825
2014-02-04 00:12:43,905,444744831089,69403,626,68811,1896,619,461,1806,347,272,7032,1038,825
2014-02-04 00:13:48,427,444744895611,69435,626,68843,1896,453,461,1806,338,272,7032,864,825
2014-02-04 00:14:54,10,444744961194,69468,626,68876,1896,453,461,1806,394,272,7032,928,825
2014-02-04 00:15:58,475,444745025659,69500,626,68908,1896,453,461,1806,333,272,7032,865,825
2014-02-04 00:17:03,889,444745091073,69533,626,68941,1896,465,461,1806,346,272,7032,883,826
2014-02-04 00:18:08,636,444745155820,69565,626,68973,1896,454,461,1806,394,272,7032,946,826
2014-02-04 00:19:14,176,444745221360,69598,626,69006,1896,454,461,1806,393,272,7032,928,826
2014-02-04 00:20:19,893,444745287077,69631,626,69039,1896,583,461,1806,394,272,7032,1058,826
2014-02-04 00:21:24,324,444745351508,69663,626,69071,1896,452,461,1806,397,272,7032,923,826
2014-02-04 00:22:29,485,444745416669,69696,626,69103,1896,453,461,1806,154,272,7032,680,826
2014-02-04 00:23:34,337,444745481521,69728,627,69135,1896,489,461,1806,155,272,7032,717,826
2014-02-04 00:24:39,481,444745546665,69761,627,69167,1896,453,461,1806,155,272,7032,679,826
2014-02-04 00:25:44,410,444745611594,69793,628,69199,1896,453,461,1806,154,272,7032,680,826
2014-02-04 00:26:49,694,444745676878,69826,628,69232,1896,462,461,1806,156,272,7032,691,825
2014-02-04 00:27:54,458,444745741642,69858,628,69264,1896,452,461,1806,154,272,7032,679,825
2014-02-04 00:28:59,753,444745806937,69891,628,69297,1896,512,461,1806,160,272,7032,745,825
2014-02-04 00:30:04,498,444745871682,69923,628,69329,1896,453,461,1806,154,272,7032,679,825
2014-02-04 00:31:09,837,444745937021,69956,628,69362,1896,452,461,1806,155,272,7032,679,825
2014-02-04 00:32:14,615,444746001799,69988,628,69394,1896,452,461,1806,157,272,7032,681,825
2014-02-04 00:33:19,895,444746067079,70021,628,69427,1896,502,461,1806,155,271,7032,729,825
2014-02-04 00:34:24,581,444746131765,70053,628,69459,1896,453,461,1806,156,271,7032,681,825
2014-02-04 00:35:29,935,444746197119,70086,628,69492,1896,452,461,1806,156,271,7032,681,825
2014-02-04 00:36:34,993,444746262177,70119,628,69524,1896,452,461,1806,157,271,7032,683,825
2014-02-04 00:37:39,956,444746327140,70151,628,69557,1896,453,461,1806,155,271,7032,679,825
2014-02-04 00:38:45,219,444746392403,70184,628,69589,1896,453,461,1806,155,271,7032,678,825
2014-02-04 00:39:50,44,444746457228,70216,628,69622,1896,452,461,1806,156,271,7032,680,825
2014-02-04 00:40:55,238,444746522422,70249,628,69654,1896,453,461,1806,155,271,7032,679,825
2014-02-04 00:42:00,40,444746587224,70281,628,69687,1896,500,461,1806,154,271,7032,726,825
2014-02-04 00:43:05,228,444746652412,70314,628,69719,1896,452,461,1806,155,271,7032,679,825
2014-02-04 00:44:10,196,444746717380,70345,629,69750,1896,453,461,1806,155,271,7032,680,825
2014-02-04 00:45:15,613,444746782797,70378,629,69783,1896,488,461,1806,155,271,7032,715,824
2014-02-04 00:46:20,260,444746847444,70410,629,69815,1896,452,461,1806,156,271,7032,681,824
2014-02-04 00:47:25,662,444746912846,70443,629,69848,1896,590,461,1806,157,271,7032,819,824
2014-02-04 00:48:30,321,444746977505,70475,629,69880,1896,452,461,1806,156,271,7032,681,824
2014-02-04 00:49:35,675,444747042859,70508,629,69913,1896,453,461,1806,155,271,7032,680,824
2014-02-04 00:50:40,355,444747107539,70540,629,69945,1896,453,461,1806,155,271,7032,680,824
2014-02-04 00:51:45,732,444747172916,70573,629,69978,1896,497,461,1806,155,271,7032,725,824
2014-02-04 00:52:50,388,444747237572,70605,629,70010,1896,452,461,1806,157,270,7032,681,824
2014-02-04 00:53:55,928,444747303112,70638,629,70043,1896,456,461,1806,394,270,7032,932,824
2014-02-04 00:55:00,474,444747367658,70670,629,70075,1896,451,461,1806,400,270,7032,923,824
2014-02-04 00:56:05,952,444747433136,70703,629,70108,1896,461,461,1806,356,271,7032,900,824
2014-02-04 00:57:10,523,444747497707,70735,629,70140,1896,452,461,1806,397,271,7032,925,824
2014-02-04 00:58:15,954,444747563138,70768,629,70173,1896,463,461,1806,413,271,7032,948,824
2014-02-04 00:59:20,559,444747627743,70800,629,70205,1896,452,461,1806,332,271,7032,864,824
