'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-02-04 07:41:42,654,444771769838,3.75,0.0036621,1.1261,1.27136,94.129,4.94386,2.7291,2.95409,0.898048,474.236,143.066,39.9604,9.6459,2.95238,2.93935,2.97118,2.98583
2014-02-04 07:42:48,430,444771835614,6.125,2.11303,1.1322,2.10632,95.8495,4.95118,4.56016,2.95043,4.56016,467.399,144.653,40.0159,9.49938,2.94994,2.93691,2.96752,2.98461
2014-02-04 07:43:48,631,444771895815,8.375,0.00305175,1.11206,0.0103759,92.02,4.95118,7.00157,2.95043,6.39122,475.213,145.874,39.9049,9.19413,2.94994,2.93691,2.9663,2.98461
2014-02-04 07:44:49,692,444771956876,10.75,0.00305175,1.13281,1.19629,93.463,4.95118,9.44298,2.94921,7.61192,471.55,146.24,40.0714,9.13308,2.94994,2.93691,2.9663,2.98461
2014-02-04 07:45:50,297,444772017481,12.5,2.11852,1.13708,2.11852,97.126,4.95362,10.6637,2.94921,8.22227,477.411,147.339,40.2379,9.25518,2.94912,2.9361,2.9663,2.98461
2014-02-04 07:46:50,448,444772077632,13.625,0.170288,1.12854,0.570677,94.4065,4.95362,12.4947,2.94921,8.83262,481.318,147.583,39.9049,9.57264,2.94912,2.93691,2.9663,2.98461
2014-02-04 07:47:50,640,444772137824,15.5,0.0036621,1.12854,0.0115967,93.5185,4.95118,13.7154,2.94921,9.44298,462.759,148.071,39.7939,9.41391,2.94994,2.93691,2.9663,2.98461
2014-02-04 07:48:55,891,444772203075,16.375,0.00305175,1.13586,1.63757,95.7385,4.95118,14.9361,2.94921,10.0533,478.388,149.536,39.7939,9.38949,2.94912,2.93691,2.9663,2.98461
2014-02-04 07:50:04,371,444772271555,17.25,0.667113,1.13159,0.0109863,93.241,4.95118,15.5465,2.94921,10.0533,479.12,149.292,39.9049,9.12087,2.94912,2.9361,2.9663,2.98461
2014-02-04 07:51:06,137,444772333321,17.875,0.00305175,1.11633,0.0115967,93.352,4.95362,16.1568,2.94799,10.6637,486.446,148.56,39.5719,9.43833,2.94912,2.9361,2.96508,2.98461
