'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-02-04 00:00:47,755,444744114939,0,0,0,0,0,14.0301,0,Full,5.2047,3.9945,7.16433,189.02,4.2,0
2014-02-04 00:01:52,397,444744179581,0,0,0,0,0,13.4183,0,Full,5.18531,3.99447,7.16433,189.149,4.2,0
2014-02-04 00:02:57,793,444744244977,0,0,0,0,0,14.0301,0,Full,5.17762,3.9945,7.16433,189.279,4.2,0
2014-02-04 00:04:02,445,444744309629,0,0,0,0,0,14.0301,0,Full,5.18608,3.99447,7.16433,189.408,4.2,0
2014-02-04 00:05:07,854,444744375038,0,0,0,0,0,14.0301,0,Full,5.16823,3.99447,7.16433,189.539,4.2,0
2014-02-04 00:06:13,84,444744440268,0,0,0,0,0,14.0301,0,Full,5.12685,3.99453,7.16433,189.669,4.2,0
2014-02-04 00:07:17,981,444744505165,0,0,0,0,0,14.0301,0,Full,5.18562,3.9945,7.16433,189.799,4.2,0
2014-02-04 00:08:23,85,444744570269,0,0,0,0,0,14.0301,0,Full,5.09608,3.99456,7.16433,189.929,4.2,0
2014-02-04 00:09:28,107,444744635291,0,0,0,0,0,14.0301,0,Full,5.16808,3.99453,7.16433,190.059,4.2,0
2014-02-04 00:10:33,693,444744700877,0,0,0,0,0,14.6425,0,Full,5.15546,3.99456,7.16433,190.189,4.2,0
2014-02-04 00:11:38,177,444744765361,0,0,0,0,0,14.6425,0,Full,5.107,3.99459,7.16433,190.318,4.2,0
2014-02-04 00:12:43,244,444744830428,0,0,0,0,0,14.6425,0,Full,5.03407,3.99456,7.16433,190.448,4.2,0
2014-02-04 00:13:48,254,444744895438,0,0,0,0,0,14.6425,0,Full,5.03038,3.99456,7.16433,190.578,4.2,0
2014-02-04 00:14:53,838,444744961022,0,0,0,0,0,14.6425,0,Full,5.10515,3.99459,7.16433,190.709,4.2,0
2014-02-04 00:15:58,302,444745025486,0,0,0,0,0,14.6425,0,Full,5.15116,3.99459,7.16433,190.838,4.2,0
2014-02-04 00:17:03,716,444745090900,0,0,0,0,0,14.6425,0,Full,5.13639,3.99463,7.16433,190.968,4.2,0
2014-02-04 00:18:08,463,444745155647,0,0,0,0,0,14.6425,0,Full,5.05346,3.99459,7.16433,191.098,4.2,0
2014-02-04 00:19:14,2,444745221186,0,0,0,0,0,14.6425,0,Full,4.92099,3.99463,7.43988,191.23,4.2,0
2014-02-04 00:20:19,208,444745286392,0,0,0,0,0,14.0301,0,Full,4.86576,3.99466,7.43988,191.365,4.2,0
2014-02-04 00:21:24,153,444745351337,0,0,0,0,0,14.6425,0,Full,5.08731,3.99472,7.43988,191.5,4.2,0
2014-02-04 00:22:29,247,444745416431,0,0,0,0,0,14.6425,0,Full,4.20219,3.95291,362.074,196.271,4.2,0
2014-02-04 00:23:34,163,444745481347,0,0,0,0,0,14.6425,0,Full,4.19711,3.95481,306.137,202.306,4.2,0
2014-02-04 00:24:39,245,444745546429,0,0,0,0,0,14.6425,0,Full,4.20511,3.94525,368.687,208.371,4.2,0
2014-02-04 00:25:44,237,444745611421,0,0,0,0,0,15.2553,0,Full,4.20188,3.95028,306.688,214.409,4.2,0
2014-02-04 00:26:49,523,444745676707,0,0,0,0,0,14.6425,0,Full,4.20942,3.9445,323.497,220.476,4.2,0
2014-02-04 00:27:54,286,444745741470,0,0,0,0,0,14.6425,0,Full,4.19927,3.94709,307.515,226.519,4.2,0
2014-02-04 00:28:59,582,444745806766,0,0,0,0,0,14.6425,0,Full,4.19911,3.94413,306.964,232.591,4.2,0
2014-02-04 00:30:04,319,444745871503,0,0,0,0,0,15.2553,0,Full,4.20188,3.94444,308.342,238.629,4.2,0
2014-02-04 00:31:09,665,444745936849,0,0,0,0,0,14.6425,0,Full,4.20265,3.94275,305.035,244.72,4.2,0
2014-02-04 00:32:14,436,444746001620,0,0,0,0,0,15.8684,0,Full,4.19958,3.942,306.413,250.746,4.2,0
2014-02-04 00:33:19,679,444746066863,0,0,0,0,0,15.2553,0,Full,4.19988,3.94009,305.862,256.826,4.2,0
2014-02-04 00:34:24,409,444746131593,0,0,0,0,0,14.6425,0,Full,4.19511,3.93956,307.515,262.845,4.2,0
2014-02-04 00:35:29,761,444746196945,0,0,0,0,0,14.6425,0,Full,4.19819,3.9375,306.964,268.935,4.2,0
2014-02-04 00:36:34,728,444746261912,0,0,0,0,0,15.2553,0,Full,4.1965,3.93706,306.413,274.98,4.2,0
2014-02-04 00:37:39,784,444746326968,0,0,0,0,0,15.2553,0,Full,4.19696,3.93506,306.413,281.041,4.2,0
2014-02-04 00:38:44,815,444746391999,0,0,0,0,0,14.6425,0,Full,4.20004,3.93431,308.066,287.09,4.2,0
2014-02-04 00:39:49,866,444746457050,0,0,0,0,0,15.2553,0,Full,4.19973,3.932,306.137,293.157,4.2,0
2014-02-04 00:40:55,5,444746522189,0,0,0,0,0,15.2553,0,Full,4.18896,3.91353,585.822,299.224,4.2,0
2014-02-04 00:41:59,862,444746587046,0,0,0,0,0,14.6425,0,Full,4.20404,3.92916,306.137,305.276,4.2,0
2014-02-04 00:43:04,982,444746652166,0,0,0,0,0,15.2553,0,Full,4.18711,3.91066,584.995,311.345,4.2,0
2014-02-04 00:44:09,975,444746717159,0,0,0,0,0,14.6425,0,Full,4.20019,3.92531,306.688,317.472,4.2,0
2014-02-04 00:45:15,91,444746782275,0,0,0,0,0,15.2553,0,Full,4.21188,3.91159,463.753,323.546,4.2,0
2014-02-04 00:46:20,86,444746847270,0,0,0,0,0,15.2553,0,Full,4.19911,3.92263,305.586,329.604,4.2,0
2014-02-04 00:47:25,220,444746912404,0,0,0,0,0,14.6425,0,Full,4.20404,3.91206,386.047,335.69,4.2,0
2014-02-04 00:48:30,148,444746977332,0,0,0,0,0,15.2553,0,Full,4.20034,3.91909,302.555,341.741,4.2,0
2014-02-04 00:49:35,235,444747042419,0,0,0,0,0,15.2553,0,Fixed,4.2105,3.90644,407.816,347.837,4.2,0
2014-02-04 00:50:40,182,444747107366,0,0,0,0,0,14.6425,0,Fixed,4.2025,3.9155,304.484,353.898,4.2,0
2014-02-04 00:51:45,250,444747172434,0,0,0,0,0,14.6425,0,Fixed,4.20188,3.90634,371.718,360.002,4.2,0
2014-02-04 00:52:50,213,444747237397,0,0,0,0,0,14.0301,0,Fixed,4.2025,3.91178,307.515,366.082,4.2,0
2014-02-04 00:53:55,755,444747302939,0,0,0,0,0,14.0301,0,Fixed,4.20434,4.05469,-1031.11,370.339,4.2,0
2014-02-04 00:55:00,302,444747367486,0,0,0,0,0,14.6425,0,Fixed,5.21347,4.11656,-1099.17,348.224,4.2,0
2014-02-04 00:56:05,779,444747432963,0,0,0,0,0,14.0301,0,Fixed,5.32301,4.11422,-1292.33,329.033,4.2,0
2014-02-04 00:57:10,349,444747497533,0,0,0,0,0,13.4183,0,Fixed,5.21762,4.12531,-1186.8,311.453,4.2,0
2014-02-04 00:58:15,783,444747562967,0,0,0,0,0,14.6425,0,Fixed,5.21901,4.12031,-650.852,294.98,4.2,0
2014-02-04 00:59:20,381,444747627565,0,0,0,0,0,14.0301,0,Fixed,5.19931,4.12138,-1071.62,279.454,4.2,0
2014-02-04 01:00:25,830,444747693014,0,0,0,0,0,14.6425,0,Fixed,5.2687,4.09559,-761.348,264.427,4.2,0
2014-02-04 01:01:30,416,444747757600,0,0,0,0,0,14.0301,0,Fixed,5.23839,4.11456,-1055.64,250.147,4.2,0
2014-02-04 01:02:35,865,444747823049,0,0,0,0,0,14.0301,0,Fixed,5.25624,4.09566,-636.523,236.122,4.2,0
2014-02-04 01:03:40,468,444747887652,0,0,0,0,0,14.6425,0,Fixed,5.16423,4.12497,-865.506,222.834,4.2,0
2014-02-04 01:04:45,888,444747953072,0,0,0,0,0,13.4183,0,Fixed,5.23101,4.11375,-910.145,209.978,4.2,0
2014-02-04 01:05:51,26,444748018210,0,0,0,0,0,14.0301,0,Fixed,5.10469,4.10444,-289.604,197.72,4.2,0
2014-02-04 01:06:55,958,444748083142,0,0,0,0,0,14.0301,0,Fixed,5.15039,4.12669,-908.217,185.977,4.2,0
2014-02-04 01:08:01,106,444748148290,0,0,0,0,0,14.0301,0,Fixed,5.18808,4.09872,-727.455,174.702,4.2,0
2014-02-04 01:09:06,3,444748213187,0,0,0,0,0,14.0301,0,Fixed,5.10085,4.12313,-761.072,164.04,4.2,0
2014-02-04 01:10:11,165,444748278349,0,0,0,0,0,13.4183,0,Fixed,5.17193,4.10481,-632.665,153.908,4.2,0
2014-02-04 01:11:16,111,444748343295,0,0,0,0,0,13.4183,0,Fixed,5.15716,4.10969,-350.501,144.108,4.2,0
2014-02-04 01:12:21,139,444748408323,0,0,0,0,0,14.0301,0,Full,5.26716,4.03278,5.78657,0.0682033,4.2,0
2014-02-04 01:13:26,164,444748473348,0,0,0,0,0,13.4183,0,Full,5.3364,4.02516,6.06212,0.176486,4.2,0
2014-02-04 01:14:31,234,444748538418,0,0,0,0,0,13.4183,0,Full,5.3207,4.02141,6.06212,0.286371,4.2,0
2014-02-04 01:15:36,229,444748603413,0,0,0,0,0,13.4183,0,Full,5.32363,4.01909,6.06212,0.396143,4.2,0
2014-02-04 01:16:41,646,444748668830,0,0,0,0,0,13.4183,0,Full,5.28993,4.01766,6.06212,0.506041,4.2,0
2014-02-04 01:17:46,350,444748733534,0,0,0,0,0,12.8067,0,Full,5.24993,4.01669,6.06212,0.615899,4.2,0
2014-02-04 01:18:51,678,444748798862,0,0,0,0,0,12.8067,0,Full,5.18716,4.01609,6.06212,0.725846,4.2,0
2014-02-04 01:19:56,447,444748863631,0,0,0,0,0,12.8067,0,Full,5.13408,4.01559,6.06212,0.835618,4.2,0
2014-02-04 01:21:01,922,444748929106,0,0,0,0,0,12.8067,0,Full,5.07746,4.01509,6.06212,0.946197,4.2,0
2014-02-04 01:22:06,450,444748993634,0,0,0,0,0,12.8067,0,Full,5.04515,4.01487,6.06212,1.05518,4.2,0
2014-02-04 01:23:11,847,444749059031,0,0,0,0,0,12.8067,0,Full,5.02423,4.01456,6.33768,1.16872,4.2,0
2014-02-04 01:24:17,17,444749124201,0,0,0,0,0,12.8067,0,Full,4.91422,4.01434,6.33768,1.28383,4.2,0
2014-02-04 01:25:22,22,444749189206,0,0,0,0,0,12.1959,0,Full,4.99515,4.01419,6.33768,1.39861,4.2,0
2014-02-04 01:26:27,202,444749254386,0,0,0,0,0,12.8067,0,Full,4.97515,4.014,6.33768,1.51368,4.2,0
2014-02-04 01:27:32,102,444749319286,0,0,0,0,0,12.8067,0,Full,5.0133,4.01388,6.61323,1.63251,4.2,0
2014-02-04 01:28:37,151,444749384335,0,0,0,0,0,12.1959,0,Full,5.00592,4.01375,6.61323,1.75235,4.2,0
2014-02-04 01:29:42,133,444749449317,0,0,0,0,0,12.8067,0,Full,5.02207,4.01359,6.61323,1.87208,4.2,0
2014-02-04 01:30:47,247,444749514431,0,0,0,0,0,12.8067,0,Full,5.00792,4.01347,6.61323,1.99205,4.2,0
2014-02-04 01:31:52,302,444749579486,0,0,0,0,0,12.1959,0,Full,5.0033,4.01334,6.61323,2.1119,4.2,0
2014-02-04 01:32:57,783,444749644967,0,0,0,0,0,12.1959,0,Full,5.11116,4.01325,6.61323,2.23188,4.2,0
2014-02-04 01:34:02,376,444749709560,0,0,0,0,0,13.4183,0,Full,5.22547,4.01319,6.61323,2.35153,4.2,0
2014-02-04 01:35:07,822,444749775006,0,0,0,0,0,12.1959,0,Full,5.2887,4.01306,6.61323,2.47208,4.2,0
2014-02-04 01:36:12,957,444749840141,0,0,0,0,0,12.1959,0,Full,5.29763,4.01297,6.61323,2.59203,4.2,0
2014-02-04 01:37:17,993,444749905177,0,0,0,0,0,12.1959,0,Full,5.27562,4.01294,6.61323,2.7119,4.2,0
2014-02-04 01:38:23,81,444749970265,0,0,0,0,0,12.8067,0,Full,5.23039,4.01284,6.61323,2.83179,4.2,0
2014-02-04 01:39:28,82,444750035266,0,0,0,0,0,12.8067,0,Full,5.31901,4.01281,6.61323,2.95156,4.2,0
2014-02-04 01:40:33,210,444750100394,0,0,0,0,0,12.1959,0,Full,5.29116,4.01269,6.61323,3.07144,4.2,0
