'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'SStates Loadshed,'SStates Loadshed Latch,'SStates Test Mode,'SStates Magnetometer,'SStates PXFSS,'SStates NXFSS,'SStates PYFSS,'SStates NYFSS,'SStates PZFSS,'SStates NZFSS,'SStates XWheel,'SStates YWheel,'SStates ZWheel,'SStates RateGyro,'SStates MTX,'SStates MTY,'SStates MTZ,'SStates GPS Supply,'SStates 5V Supply,'SStates Spare,'SStates Instrument,'SStates GPS,'SStates BCDR0State,'SStates BCDR1State,'+X Panel Current(mA),'+Y Panel Current(mA),'+Z Panel Current(mA),'-X Panel Current(mA),'-Y Panel Current(mA),'-Z Panel Current(mA),'+X Panel Temperature(°C),'+Y Panel Temperature(°C),'+Z Panel Temperature(°C),'-X Panel Temperature(°C),'-Y Panel Temperature(°C),'-Z Panel Temperature(°C),'Bus Voltage(V),'Main Switch Current(A),'5V Rail Voltage(V),'3V Rail Voltage(V),'3V Rail Current(mA),'ADC0 Temperture(°C),'ADC1 Temperture(°C),'ADC2 Temperture(°C),'BCDR0 Battery Voltage(V),'BCDR1 Battery Voltage(V),'HKC Current(mA),'ADCC Current(mA),'Magnetometer Voltage(V),'Rate Sensor Voltage(V),'Rate Sensor Current(mA),'Sun Sensor Voltage(V),'Sun Sensor Current(mA),'Mag. Torquer X Current(mA),'Mag. Torquer Y Current(mA),'Mag. Torquer Z Current(mA),'Wheel Sum Current(mA),'Wheel X Voltage(V),'Wheel Y Voltage(V),'Wheel Z Voltage(V),'ST Switch Voltage(V),'ST Switch Current(mA),'ST Voltage(V),'ST Current(mA),'Instrument Voltage(V),'Instrument Current(mA),'UHF Rx Current(mA),'UHF Rx Temperature(°C),'UHF Rx SSI(V),'S-Band Tx Voltage(V),'S-Band Tx Current(A)
2014-01-14 18:12:19,91,442995206275,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,3.9125,1.565,6.26,2.3475,-2.00593,0.897963,1.91157,2.55888,1.30379,0.491531,4.12817,1.77815,4.9656,2.97494,9.4401,13.625,12.875,13.875,3.70706,3.99653,114.502,129.882,4.95097,4.81277,2.0535,7.57634,162.435,1.55702,1.86842,0.934212,43.1314,4.11556,4.11066,4.12292,0.374468,0.244,1.18717,0.313,4.1209,175.781,23.1414,11.1066,0.973508,4.10935,0.985512
2014-01-14 18:13:19,265,442995266449,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,3.9125,1.565,6.26,2.3475,-2.4606,0.491531,1.42543,2.11395,0.897963,0.16589,4.12084,1.78629,4.9656,2.97494,9.4401,13,12.625,13.375,3.70023,3.99516,114.502,130.208,4.94883,4.81277,2.0535,7.54777,162.435,1.55702,1.86842,0.934212,43.9452,4.10821,4.10576,4.11802,0.376915,0.488,1.18717,0.313,4.11355,175.781,23.1154,10.8314,1.11084,4.10201,0.987139
2014-01-14 18:14:19,682,442995326866,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,3.9125,1.565,6.26,2.3475,-3.00005,0.0844057,0.938571,1.66858,0.491531,-0.20104,4.14466,1.51774,5.14706,2.97494,8.05664,12.75,12,13.25,3.70843,3.99516,112.711,130.208,5.01721,4.98413,2.0535,6.29404,1.13932,1.55702,1.80614,0.934212,45.5728,4.14988,4.14498,4.15724,0.376915,0.244,1.18717,0.313,4.1454,174.967,23.1414,10.5557,0.946042,4.13138,0.981443
2014-01-14 18:15:20,429,442995387613,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,33.6475,2.3475,3.9125,13.3025,6.26,22.6925,-3.50022,-0.28267,0.532204,1.30379,0.0844057,-0.56865,4.15016,1.5157,5.01509,2.97707,8.13802,12.375,11.375,12.625,3.71116,3.99516,113.2,129.557,5.04712,4.83235,2.1645,1.43465,1.05794,1.55702,1.86842,0.934212,43.1314,4.13763,4.13517,4.14743,0.376915,0.244,1.19388,0.313,4.1454,174.967,23.0635,10.2793,0.607909,4.13383,0.979815
2014-01-14 18:16:21,122,442995448306,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,661.995,772.327,3.9125,1.565,7.0425,636.955,-2.87535,0.57287,1.54703,1.74959,-0.28267,-0.119443,5.07547,0.724282,4.96743,2.97494,9.35872,11.75,11.125,12.25,4.10166,3.99653,99.0395,110.026,4.95097,4.85438,2.0535,7.56999,163.411,1.49474,1.86842,0.871931,42.3176,4.9024,4.8975,4.91711,0.376915,0.244,1.19388,0,4.8706,154.622,23.0635,10.3715,0.514525,0,0.0211588
2014-01-14 18:17:21,456,442995508640,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,774.675,658.865,816.93,2.3475,7.0425,2.3475,-1.92343,1.14153,2.27579,2.55888,-0.405179,0.979174,4.99668,0.616453,4.97293,2.97707,8.78906,11.75,10.75,12,4.13989,3.99653,97.1677,110.921,4.9531,4.85683,2.0535,8.18575,83.903,1.49474,1.86842,0.871931,43.1314,4.97839,4.97594,4.98819,0.376915,0.244,1.19388,0,5.00535,152.181,23.1154,10.1408,0.568236,0,0.0211588
2014-01-14 18:18:21,824,442995569008,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,50.8625,2.3475,892.05,931.175,7.0425,2.3475,-0.937004,1.58755,2.96308,3.0439,-0.28267,1.95205,4.29308,0.559487,5.08108,2.97494,7.97526,11.25,10.5,11.5,4.11395,3.99653,112.874,126.465,5.0749,4.96944,2.22,3.47236,1.13932,1.55702,1.80614,0.934212,43.9452,4.17684,4.17194,4.18665,0.376915,0.244,1.19388,0,4.1111,176.595,23.0375,9.9097,0.510863,0,0.0219726
2014-01-14 18:19:22,892,442995630076,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,3.9125,1208.96,228.49,487.498,0.0436519,1.79009,3.60944,3.52866,-0.0378795,2.63974,4.13367,0.545246,5.04992,2.97707,8.30078,11.125,10.125,11.375,4.1358,3.99653,109.944,129.72,5.07917,4.90334,2.109,0.850632,1.13932,1.49474,1.86842,0.871931,43.1314,4.19155,4.19155,4.20136,0.379362,0.244,1.19388,0,4.3071,169.27,23.0375,9.72447,0.487059,0,0.0211588
2014-01-14 18:20:23,294,442995690478,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,223.012,53.9925,3.9125,1.565,7.0425,1353.72,0.857349,1.79009,4.01331,4.21525,0.410164,3.0843,4.27109,0.779213,4.9656,2.97494,9.19596,10.75,10.125,10.875,4.10849,3.99653,114.746,125.895,4.94883,4.82011,2.0535,8.15401,137.207,1.49474,1.86842,0.871931,43.1314,4.11066,4.10576,4.12047,0.376915,0.244,1.20059,0,4.2042,176.595,23.0635,9.58534,0.489501,0,0.0219726
2014-01-14 18:21:23,492,442995750676,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1428.06,528.188,3.9125,1.565,7.0425,1.565,1.46597,1.79009,4.09408,4.86158,0.938571,3.89215,5.02233,0.52897,4.98026,2.97707,8.30078,10.625,9.75,11,4.15218,3.99653,96.1912,110.921,4.95951,4.86662,2.0535,8.21749,29.6224,1.49474,1.86842,0.871931,42.3176,5.03967,5.03476,5.05192,0.379362,0.244,1.20059,0,5.1205,149.739,23.1154,9.44603,0.489501,0,0.020345
2014-01-14 18:22:23,864,442995811048,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,794.237,2.3475,567.313,316.13,7.0425,1.565,2.27579,2.07348,4.0537,5.1849,1.38489,4.78077,5.15243,0.492349,5.07558,2.97707,8.30078,10.5,9.625,10.875,4.16857,3.99653,93.8311,108.805,5.04498,4.96454,1.665,3.59297,1.13932,1.49474,1.80614,0.871931,43.9452,5.17448,5.17203,5.18674,0.379362,0.244,1.20059,0,5.2381,148.925,22.9596,9.39955,0.490111,0,0.0211588
2014-01-14 18:23:24,699,442995871883,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,3.9125,1406.15,62.6,32.0825,3.16511,2.51845,4.09408,5.46793,1.74959,5.38705,4.27476,0.543211,5.1324,2.97494,8.30078,10,9.5,10.875,4.1276,3.99653,109.131,127.685,5.07276,4.98658,2.1645,0.88872,1.13932,1.49474,1.86842,0.871931,43.1314,4.27244,4.27244,4.28225,0.379362,0.244,1.20059,0,4.2924,169.27,23.0115,9.35305,0.484008,0,0.0219726
2014-01-14 18:24:25,30,442995932214,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2.3475,3.9125,1.565,283.265,1183.92,3.97292,3.0843,3.97292,5.99397,2.07348,5.67019,4.93072,0.457762,5.07008,2.97707,9.52148,9.875,9.375,10.625,4.14809,3.99653,97.656,112.63,5.06208,5.0135,2.6085,1.12994,1.13932,1.49474,1.80614,0.871931,42.3176,4.92446,4.92201,4.93427,0.379362,0.244,1.20059,0,4.9441,152.181,22.9077,9.35305,0.492552,0,0.0211588
2014-01-14 18:25:25,309,442995992493,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,26.605,1296.6,3.13,1.565,7.0425,347.43,4.65957,3.56905,3.60944,6.39906,2.59932,6.23697,4.88491,0.722247,4.96743,2.97707,9.60286,9.875,9.375,10.375,4.14945,3.99653,98.3884,113.037,4.94883,4.84704,2.109,8.14448,163.574,1.49474,1.80614,0.871931,43.1314,4.87789,4.87544,4.88769,0.379362,0.244,1.20059,0,4.9245,153.808,23.1154,9.35305,0.501097,0,0.0211588
2014-01-14 18:26:25,711,442996052895,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1334.16,455.415,142.415,2.3475,7.0425,2.3475,5.10406,4.49798,3.3267,6.39906,3.3267,7.00761,5.06264,0.492349,5.03342,2.97707,8.30078,9.75,9.25,10.25,4.15764,3.99653,95.1332,110.351,5.0343,4.92782,2.6085,7.17324,1.05794,1.49474,1.86842,0.871931,43.1314,5.08624,5.08134,5.0985,0.379362,0.244,1.20059,0,5.1744,147.298,23.1674,9.44603,0.474852,0,0.0211588
2014-01-14 18:27:26,824,442996114008,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1244.18,1.565,3.9125,55.5575,7.0425,561.053,5.67019,5.50838,3.40749,6.03446,4.21525,7.33269,5.05715,0.449624,5.05358,2.97707,8.13802,9.625,9.25,10.25,4.15764,3.99653,95.1332,110.351,5.03003,5.00616,2.664,0.847458,1.13932,1.49474,1.80614,0.871931,43.1314,5.08379,5.07889,5.09359,0.379362,0.244,1.20059,0,5.1646,148.925,23.0635,9.53892,0.481566,0,0.0211588
2014-01-14 18:28:27,48,442996174232,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,3.9125,1.565,224.577,1156.53,6.318,6.27748,3.97292,5.58927,5.02323,7.57678,4.95637,0.736489,5.04442,2.97707,9.60286,9.625,9,10.25,4.14945,3.99653,97.4932,112.223,4.95738,4.8911,2.331,4.57373,180.42,1.49474,1.86842,0.871931,43.1314,4.92936,4.92446,4.93917,0.38181,0.244,1.2073,0,4.88775,152.994,23.0895,9.63173,0.484618,0,0.0211588
2014-01-14 18:29:27,392,442996234576,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,99.3775,262.92,287.178,10.1725,885.007,2.3475,6.72347,6.76404,4.74037,5.14448,5.71065,8.18815,4.28941,0.79142,4.9656,2.97494,9.52148,9.75,9,10.125,4.13307,3.99653,110.189,125.813,4.94883,4.82011,2.109,8.14448,163.493,1.49474,1.80614,0.934212,43.9452,4.27734,4.27489,4.28715,0.379362,0.244,1.20059,0,4.1405,169.27,23.0635,9.7708,0.478514,0,0.0219726
2014-01-14 18:30:27,664,442996294848,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0.7825,342.735,1092.37,1.565,7.0425,2.3475,6.72347,7.29203,5.54882,4.90199,6.6829,8.55583,5.04249,0.48828,5.07741,2.97707,8.30078,9.625,9.125,10.125,4.15764,3.99789,95.3774,111.002,5.0514,4.97189,1.8315,6.33213,1.13932,1.49474,1.86842,0.934212,43.9452,5.05683,5.05437,5.06908,0.379362,0.244,1.20059,0,5.1254,149.739,23.1154,9.95596,0.485228,0,0.0211588
2014-01-14 18:31:28,839,442996356023,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1090.02,563.4,82.945,1.565,7.0425,1.565,6.72347,7.69892,6.64233,4.82118,7.61749,8.67855,5.07914,0.502521,5.03708,2.97707,8.30078,9.75,9.125,10.25,4.14809,3.99653,94.1567,109.537,5.02362,4.88621,2.22,0.84111,1.13932,1.49474,1.86842,0.871931,42.3176,5.08869,5.08379,5.10095,0.379362,0.244,1.20059,0.313,5.16215,148.925,23.1414,10.1408,0.494994,0,0.0211588
2014-01-14 18:32:29,165,442996416349,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,6.26,521.145,3.9125,1.565,6.26,780.935,7.00761,8.02495,7.6582,4.86158,8.22897,8.51494,5.11395,0.724282,4.96743,2.97707,9.52148,9.75,9.375,10.25,4.14945,3.99653,94.6449,108.886,4.95097,4.85683,2.0535,7.82391,180.99,1.49474,1.86842,0.871931,45.5728,5.1034,5.0985,5.1132,0.379362,0.244,1.20059,0,5.12295,149.739,23.0635,10.2793,0.48828,0,0.0211588
