'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-01-14 18:12:19,274,442995206458,20.375,0.00305175,1.11633,0.0115967,93.352,4.9585,18.5983,2.94921,11.274,490.354,150.146,39.9049,9.24297,2.94994,2.93691,2.96752,2.98583
2014-01-14 18:13:19,453,442995266637,20.25,0.00061035,1.12793,0.195922,94.24,4.95606,18.5983,2.94921,10.6637,495.238,149.658,39.8494,9.54822,2.94994,2.93691,2.9663,2.98583
2014-01-14 18:14:19,838,442995327022,20.75,0.448607,1.13708,2.11486,96.2935,4.95606,18.5983,2.94921,10.6637,473.992,150.757,39.9604,9.09645,2.94994,2.93691,2.9663,2.98583
2014-01-14 18:15:20,598,442995387782,20.625,0.524291,1.11938,0.012207,93.241,4.95606,19.2086,2.94921,10.6637,469.597,149.414,39.9604,9.45054,2.94994,2.93691,2.9663,2.98583
2014-01-14 19:42:03,837,443000591021,13.75,0.0036621,0.977781,0.8551,95.4055,4.96339,12.4947,2.95409,10.6637,486.935,147.461,39.9604,9.59706,2.95401,2.94017,2.97118,2.98827
2014-01-14 19:43:04,528,443000651712,15.875,0.15747,1.1322,0.305785,95.017,4.96095,14.3258,2.95165,11.8844,491.086,147.583,39.4609,9.57264,2.95238,2.93935,2.96996,2.98827
2014-01-14 19:44:04,753,443000711937,17.375,0.00427245,1.14319,2.12463,96.6265,4.96095,16.1568,2.95043,12.4947,496.703,149.658,39.9049,9.5238,2.95156,2.93935,2.96874,2.98705
2014-01-14 19:45:05,61,443000772245,18.75,0.00427245,1.12915,0.0109863,94.795,4.9585,17.3776,2.95043,12.4947,473.992,150.879,39.9049,9.19413,2.95156,2.93854,2.96874,2.98705
2014-01-14 19:46:05,454,443000832638,20,0.0036621,1.14135,2.12402,97.7921,4.9585,17.9879,2.95043,12.4947,502.808,150.391,40.0159,9.32844,2.95075,2.93773,2.96752,2.98583
2014-01-14 19:47:05,639,443000892823,20.75,0.99365,1.10046,1.90002,97.2371,4.9585,18.5983,2.94921,12.4947,480.83,150.024,39.6274,9.46275,2.95075,2.93773,2.96752,2.98583
2014-01-14 19:48:05,947,443000953131,20.625,2.10449,1.14441,0.0109863,91.687,4.9585,19.2086,2.94921,12.4947,460.561,150.391,39.7939,9.23076,2.95075,2.93773,2.9663,2.98583
2014-01-14 19:49:06,819,443001014003,21.5,0.564574,1.11694,0.249633,94.24,4.9585,19.819,2.94921,11.8844,471.062,149.78,39.7384,9.37728,2.94994,2.93691,2.9663,2.98583
2014-01-14 19:50:06,993,443001074177,21.5,0.0036621,1.13647,2.10815,98.4581,4.95606,19.819,2.94921,11.8844,503.052,151.489,39.8494,9.43833,2.94994,2.93691,2.9663,2.98583
2014-01-14 19:51:07,223,443001134407,21.875,0.797117,1.12426,0.012207,94.4065,4.95606,19.819,2.94921,11.8844,495.482,150.513,39.9604,9.41391,2.94994,2.93691,2.9663,2.98583
2014-01-14 19:52:07,350,443001194534,21.875,0.00305175,1.12365,0.0115967,93.6295,4.95606,19.819,2.94921,11.274,492.551,150.269,39.5164,9.4017,2.94994,2.93691,2.9663,2.98583
2014-01-14 19:53:07,777,443001254961,21.5,2.12036,1.13708,2.11669,96.349,4.95606,19.819,2.94921,11.274,485.714,150.146,39.4054,9.43833,2.94994,2.93691,2.9663,2.98583
2014-01-14 19:54:08,556,443001315740,21.625,0.00305175,1.12732,0.0115967,93.2965,4.95606,19.819,2.94921,10.6637,482.783,151.489,40.1269,8.85225,2.94994,2.93691,2.9663,2.98461
2014-01-14 19:55:09,101,443001376285,21.625,0.0036621,1.12915,0.0109863,93.7405,4.95606,19.819,2.94921,10.6637,481.318,150.146,40.1824,9.37728,2.94994,2.9361,2.9663,2.98583
2014-01-14 21:21:52,554,443006579738,14.5,1.97631,1.11084,0.0109863,93.463,4.96339,13.7154,2.95409,11.274,481.807,147.705,39.7384,9.60927,2.95319,2.94098,2.97118,2.98827
2014-01-14 21:22:52,819,443006640003,16.5,0.0891111,1.13159,0.012207,94.018,4.96095,14.9361,2.95165,12.4947,484.981,148.315,39.9604,9.67032,2.95238,2.93935,2.96996,2.98705
2014-01-14 21:23:53,130,443006700314,18.25,0.0036621,1.13281,0.012207,94.24,4.96095,16.7672,2.95165,12.4947,479.12,150.635,39.6274,9.56043,2.95156,2.93854,2.96874,2.98705
2014-01-14 21:24:53,600,443006760784,19.25,1.89086,1.1322,0.723875,95.6275,4.96095,17.3776,2.95043,12.4947,485.47,150.391,39.7939,9.31623,2.95156,2.93854,2.96874,2.98705
2014-01-14 21:25:53,971,443006821155,20.25,0.00427245,1.13891,0.0115967,93.9625,4.9585,18.5983,2.95043,12.4947,487.667,150.513,39.6829,9.42612,2.95075,2.93773,2.96874,2.98583
2014-01-14 21:26:54,982,443006882166,20.625,0.730589,0.747679,0.012207,93.4075,4.9585,19.2086,2.94921,12.4947,483.516,150.024,39.7939,9.10866,2.95075,2.93773,2.96752,2.98583
2014-01-14 21:27:55,170,443006942354,20.875,0.137939,1.12243,0.0134277,93.2965,4.9585,19.819,2.94921,12.4947,491.575,150.269,39.7384,9.19413,2.94994,2.93691,2.96752,2.98583
2014-01-14 21:28:55,392,443007002576,21.5,0.00427245,1.13769,0.0109863,93.13,4.95606,19.819,2.94921,11.8844,488.888,149.048,39.9049,9.45054,2.94994,2.93691,2.9663,2.98583
2014-01-14 21:29:55,674,443007062858,22.5,0.0036621,1.12426,0.0115967,93.574,4.95606,19.819,2.94921,11.8844,478.388,149.78,39.7939,9.18192,2.94994,2.93691,2.9663,2.98583
2014-01-14 21:30:56,475,443007123659,22.125,0.0036621,1.12426,0.0109863,93.9625,4.95606,19.819,2.94921,11.274,474.969,150.513,39.9049,9.35286,2.94994,2.93691,2.9663,2.98461
2014-01-14 21:31:56,903,443007184087,21.625,0.00427245,1.13403,0.0115967,93.6295,4.95606,19.819,2.94921,10.6637,466.91,150.635,39.7939,9.47496,2.94994,2.93691,2.9663,2.98583
2014-01-14 21:32:57,218,443007244402,21.625,0.00427245,1.12549,0.458983,92.131,4.95606,19.819,2.94921,10.6637,488.644,150.513,40.2379,9.51159,2.94994,2.93691,2.9663,2.98461
2014-01-14 21:33:57,512,443007304696,21.5,0.00427245,1.12121,0.0115967,93.352,4.95606,19.819,2.94921,10.6637,474.725,151.733,39.5164,9.09645,2.94994,2.93691,2.9663,2.98461
2014-01-14 21:34:57,729,443007364913,21.25,0.00305175,1.12426,0.571898,93.1855,4.95606,19.2086,2.94921,10.0533,488.4,149.78,39.6829,9.24297,2.94994,2.9361,2.9663,2.98461
2014-01-14 21:35:59,221,443007426405,20.875,2.04894,1.1383,2.11914,94.906,4.95606,19.2086,2.94921,10.0533,491.086,151.001,39.7384,9.24297,2.94912,2.9361,2.9663,2.98461
2014-01-14 21:36:59,599,443007486783,21.125,0.106811,1.13159,0.0305175,93.4075,4.95606,19.2086,2.94921,10.0533,484.981,149.902,39.6829,9.14529,2.94912,2.9361,2.9663,2.98461
2014-01-14 21:37:59,945,443007547129,20.625,0.00427245,1.11694,0.012207,92.908,4.95606,18.5983,2.94921,10.0533,462.271,150.757,40.1269,9.42612,2.94994,2.9361,2.9663,2.98461
2014-01-14 08:24:26,218,442959933402,6.25,1.20605,1.13281,1.93359,95.128,4.96095,5.78086,2.95531,4.56016,459.34,144.653,39.7384,9.80463,2.95482,2.94098,2.9724,2.98949
2014-01-14 08:25:27,527,442959994711,8.5,2.11547,1.12732,0.0115967,93.352,4.9585,7.61192,2.95409,6.39122,491.33,145.752,39.9049,9.69474,2.95319,2.94098,2.97118,2.98827
2014-01-14 08:26:27,872,442960055056,10.75,0.00793455,1.12182,0.113525,92.9635,4.9585,9.44298,2.95287,7.00157,491.33,147.583,40.0714,9.63369,2.95238,2.93935,2.96996,2.98705
2014-01-14 08:27:28,186,442960115370,12.375,0.761106,1.13281,0.114135,93.241,4.95606,11.274,2.95165,8.22227,479.853,146.973,40.0714,9.73137,2.95156,2.93854,2.96874,2.98583
2014-01-14 08:28:28,515,442960175699,13.875,0.0036621,1.13586,0.0109863,92.2975,4.9585,12.4947,2.95165,8.83262,465.934,146.973,39.8494,9.41391,2.95075,2.93854,2.96874,2.98583
2014-01-14 08:29:29,300,442960236484,14.875,0.0036621,1.12915,0.0115967,93.241,4.95606,13.7154,2.95043,8.83262,468.864,149.414,40.2379,9.56043,2.95075,2.93773,2.96874,2.98583
2014-01-14 08:30:29,772,442960296956,16,0.0024414,1.11999,1.20178,94.462,4.95362,14.3258,2.95043,9.44298,482.295,149.292,39.6829,9.13308,2.95075,2.93773,2.96752,2.98583
2014-01-14 08:31:30,131,442960357315,17.125,0.144043,1.13464,0.012207,92.908,4.95606,15.5465,2.94921,10.0533,491.33,148.926,39.6274,9.18192,2.94994,2.93691,2.9663,2.98461
2014-01-14 08:32:30,397,442960417581,17.625,0.724485,1.13281,1.43921,96.4045,4.95606,16.1568,2.94921,10.6637,482.295,149.536,40.0159,9.47496,2.94994,2.93691,2.9663,2.98583
2014-01-14 08:33:31,500,442960478684,18.5,1.81274,1.03821,0.0109863,93.352,4.95606,16.7672,2.94921,11.274,464.468,150.635,39.7939,9.4017,2.94994,2.93691,2.9663,2.98461
2014-01-14 08:34:31,786,442960538970,19.375,0.200805,1.11511,0.012207,93.352,4.95606,17.3776,2.94921,11.274,500.61,149.78,39.7939,9.30402,2.94994,2.93691,2.9663,2.98461
