'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-01-13 10:17:35,633,442880322817,0,0,2,0,0,17.7107,0,Full,4.1965,3.90972,888.377,94.7151,4.2,0
2014-01-13 10:18:35,994,442880383178,0,0,2,0,0,18.3259,0,Full,4.1985,3.92056,646.994,105.782,4.2,0
2014-01-13 10:19:36,341,442880443525,0,0,2,0,0,18.3259,0,Full,4.20065,3.92325,626.603,116.834,4.2,0
2014-01-13 10:20:36,835,442880504019,0,0,2,0,0,17.7107,0,Full,4.20019,3.92147,630.185,127.922,4.2,0
2014-01-13 10:21:37,109,442880564293,0,0,2,0,0,18.3259,0,Full,4.19819,3.91953,632.665,138.992,4.2,0
2014-01-13 10:22:37,519,442880624703,0,0,2,0,0,18.3259,0,Fixed,4.18696,3.90897,844.564,150.094,4.2,0
2014-01-13 10:23:37,726,442880684910,0,0,2,0,0,17.7107,0,Fixed,4.19865,3.89738,918.688,161.194,4.2,0
2014-01-13 10:24:38,61,442880745245,0,0,2,0,0,18.3259,1,Fixed,4.20173,3.90759,729.935,172.317,4.2,0
2014-01-13 10:25:38,895,442880806079,0,0,2,0,0,17.7107,0,Fixed,4.20281,3.91078,633.492,183.602,4.2,0
2014-01-13 10:26:39,285,442880866469,0,0,2,0,0,17.7107,0,Fixed,4.1985,3.90863,636.248,194.749,4.2,0
2014-01-13 10:27:39,408,442880926592,0,0,2,0,0,18.3259,0,Fixed,4.19896,3.90619,632.941,205.849,4.2,0
2014-01-13 10:28:39,728,442880986912,0,0,2,0,0,17.7107,0,Fixed,4.20065,3.89244,770.992,217.01,4.2,0
2014-01-13 10:29:40,83,442881047267,0,0,2,0,0,17.7107,0,Fixed,4.20604,3.89666,643.136,228.211,4.2,0
2014-01-13 10:30:40,300,442881107484,0,0,2,0,0,17.7107,0,Fixed,4.20358,3.89769,634.87,239.362,4.2,0
2014-01-13 10:31:40,851,442881168035,0,0,2,0,0,18.3259,0,Fixed,4.19927,3.89538,638.452,250.58,4.2,0
2014-01-13 10:32:41,191,442881228375,0,0,2,0,0,18.3259,0,Fixed,4.20142,3.89263,637.625,261.763,4.2,0
2014-01-13 10:33:41,407,442881288591,0,0,2,0,0,17.7107,0,Fixed,4.20019,3.88972,637.074,272.942,4.2,0
2014-01-13 10:34:41,794,442881348978,0,0,2,0,0,18.3259,0,Fixed,4.20419,3.88075,697.42,284.176,4.2,0
2014-01-13 10:35:42,132,442881409316,0,0,2,0,0,17.7107,0,Fixed,4.19881,3.88169,636.248,295.403,4.2,0
