'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-13 10:17:35,856,442880323040,26407,86,26382,40,41,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.014,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,65291,62006,205,24.6938,0,0,0,0
2014-01-13 10:18:36,696,442880383880,26437,86,26413,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.014,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,64025,2621,254,24.1716,0,0,0,0
2014-01-13 10:19:36,776,442880443960,26467,86,26443,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.014,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,65251,62613,65082,23.8581,0,0,0,0
2014-01-13 10:20:37,135,442880504319,26497,86,26473,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,65011,1400,1058,23.4401,0,0,0,0
2014-01-13 10:21:37,486,442880564670,26528,86,26503,30,100,30,31,100,100,100,0,0,0,0,139296,0x03FF1FFF,0,2500,0,2500,0,2500,0,2500,0,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-13 10:22:37,807,442880624991,26558,86,26533,40,40,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,1530,64915,690,22.7083,0,0,0,0
2014-01-13 10:23:37,909,442880685093,26588,86,26563,40,40,100,41,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,63943,1632,468,22.1853,0,0,0,0
2014-01-13 10:24:38,655,442880745839,26618,86,26594,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,1210,62909,86,21.8715,0,0,0,0
2014-01-13 10:25:39,126,442880806310,26648,86,26624,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,65217,3682,205,21.4529,0,0,0,0
2014-01-13 10:26:39,672,442880866856,26679,86,26654,40,40,100,41,40,40,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.006,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
