'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'SStates Loadshed,'SStates Loadshed Latch,'SStates Test Mode,'SStates Magnetometer,'SStates PXFSS,'SStates NXFSS,'SStates PYFSS,'SStates NYFSS,'SStates PZFSS,'SStates NZFSS,'SStates XWheel,'SStates YWheel,'SStates ZWheel,'SStates RateGyro,'SStates MTX,'SStates MTY,'SStates MTZ,'SStates GPS Supply,'SStates 5V Supply,'SStates Spare,'SStates Instrument,'SStates GPS,'SStates BCDR0State,'SStates BCDR1State,'+X Panel Current(mA),'+Y Panel Current(mA),'+Z Panel Current(mA),'-X Panel Current(mA),'-Y Panel Current(mA),'-Z Panel Current(mA),'+X Panel Temperature(°C),'+Y Panel Temperature(°C),'+Z Panel Temperature(°C),'-X Panel Temperature(°C),'-Y Panel Temperature(°C),'-Z Panel Temperature(°C),'Bus Voltage(V),'Main Switch Current(A),'5V Rail Voltage(V),'3V Rail Voltage(V),'3V Rail Current(mA),'ADC0 Temperture(°C),'ADC1 Temperture(°C),'ADC2 Temperture(°C),'BCDR0 Battery Voltage(V),'BCDR1 Battery Voltage(V),'HKC Current(mA),'ADCC Current(mA),'Magnetometer Voltage(V),'Rate Sensor Voltage(V),'Rate Sensor Current(mA),'Sun Sensor Voltage(V),'Sun Sensor Current(mA),'Mag. Torquer X Current(mA),'Mag. Torquer Y Current(mA),'Mag. Torquer Z Current(mA),'Wheel Sum Current(mA),'Wheel X Voltage(V),'Wheel Y Voltage(V),'Wheel Z Voltage(V),'ST Switch Voltage(V),'ST Switch Current(mA),'ST Voltage(V),'ST Current(mA),'Instrument Voltage(V),'Instrument Current(mA),'UHF Rx Current(mA),'UHF Rx Temperature(°C),'UHF Rx SSI(V),'S-Band Tx Voltage(V),'S-Band Tx Current(A)
2014-01-04 10:56:30,968,442105058152,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7825,35.995,7.0425,354.472,65.73,1366.24,7.00761,5.30619,3.81138,5.42749,1.42543,6.27748,4.18314,1.71508,4.9656,2.97494,9.19596,9.875,9.375,10.5,4.07572,3.99789,116.292,128.499,4.94883,4.81522,2.0535,7.49064,163.574,1.49474,1.86842,0.871931,13.0208,0,0.0220608,0,0.379362,0.244,1.20059,0.313,4.19685,169.27,23.0375,8.51246,1.15478,4.18278,0.948891
2014-01-04 10:57:31,343,442105118527,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7825,239.445,25.04,1.565,202.667,1352.94,7.49539,5.95348,3.85177,5.62973,1.79009,6.60177,4.19047,1.76188,4.96926,2.97494,9.11458,9.875,9.25,10.75,4.08391,3.99789,124.43,128.743,4.94883,4.81766,2.0535,8.18257,82.9264,1.49474,1.86842,0.871931,13.0208,0,0.0220608,0,0.38181,0.244,1.2073,0,4.1993,206.705,23.1934,8.69987,1.5979,4.18523,0.957843
2014-01-04 10:58:31,636,442105178820,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7825,827.102,7.0425,1.565,208.145,870.923,7.94339,6.43959,3.97292,5.75111,2.19488,7.04822,4.96553,1.25529,5.07741,2.97707,8.2194,9.875,9.125,10.5,4.14262,3.99789,101.644,112.304,5.11336,5.01595,2.331,4.41503,1.13932,1.49474,1.86842,0.934212,12.207,0,0.0196096,0,0.379362,0.244,1.20059,0,4.93675,148.925,21.635,8.98032,1.11755,4.92927,0.817055
2014-01-04 10:59:32,848,442105240032,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,32.865,1252.78,179.193,19.5625,348.212,451.503,8.31063,6.8858,4.17486,5.79158,2.72059,7.6582,4.11351,1.49129,5.1434,2.97707,8.30078,9.875,9.25,10.5,4.14535,3.99789,116.536,130.94,5.01293,4.98168,2.109,0.837936,1.13932,1.49474,1.80614,0.934212,13.0208,0,0.0196096,0,0.379362,0.244,1.2073,0,4.2091,170.898,23.0635,9.21344,1.14319,4.19501,0.941567
2014-01-04 11:00:33,135,442105300319,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,95.465,1336.51,256.66,68.0775,213.623,2.3475,8.59673,7.25138,4.49798,5.79158,3.40749,8.35148,4.18131,1.70288,4.9656,2.97494,9.35872,9.875,9.125,10.5,4.09757,3.99789,116.129,129.638,4.94883,4.81522,2.0535,8.14131,163.737,1.49474,1.86842,0.934212,13.0208,0,0.0196096,0,0.379362,0.244,1.2073,0,4.22135,168.457,22.9077,9.53892,0.985105,4.2097,0.95296
2014-01-04 11:01:33,353,442105360537,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,141.632,1193.31,778.587,140.068,9.39,2.3475,8.76041,7.6582,4.82118,5.71065,4.21525,8.92424,4.29125,1.59098,4.97293,2.97707,8.46354,9.875,9.125,10.5,4.14126,3.99789,117.838,126.302,4.95097,4.82746,2.0535,8.19844,57.373,1.49474,1.86842,0.871931,13.0208,0,0.0196096,0,0.379362,0.244,1.20059,0,4.1552,171.712,23.1674,9.81712,1.03027,4.14117,0.939125
2014-01-04 11:02:34,675,442105421859,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,248.052,749.635,824.755,3.13,6.26,2.3475,8.84231,8.18815,5.34662,5.67019,5.02323,9.37559,5.05165,1.21053,5.06458,2.97707,8.05664,9.75,9,10.5,4.15355,3.99789,100.097,110.595,5.11123,5.01106,2.7195,0.844284,1.13932,1.49474,1.86842,0.934212,12.207,0,0.0196096,0,0.379362,0.244,1.20059,0,5.0862,148.112,23.2453,10.187,1.10656,5.08101,0.793455
2014-01-04 11:03:34,997,442105482181,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,672.168,300.48,565.747,1.565,6.26,2.3475,8.84231,8.88327,5.99397,5.75111,5.83205,9.74582,5.15792,1.24308,5.05358,2.97707,9.76562,9.875,9.375,10.5,4.13307,3.99789,100.097,108.642,5.03216,5.01106,2.775,1.12042,1.13932,1.49474,1.86842,0.934212,12.207,0,0.0196096,0,0.379362,0.244,1.20059,0,5.01025,139.974,22.6479,10.5096,0.648192,5.00514,0.80729
2014-01-04 11:04:35,336,442105542520,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,881.877,2.3475,116.593,1.565,6.26,1.565,8.92424,9.78701,6.84521,5.95348,6.76404,10.1996,5.21656,0.567626,4.97293,2.97707,8.6263,9.875,9.25,10.625,4.1317,3.99789,94.4822,107.015,4.95524,4.86662,2.0535,8.18575,84.3913,1.49474,1.80614,0.871931,12.207,0,0.0196096,0,0.379362,0.244,1.20059,0,5.1744,144.856,23.1414,11.1982,0.595091,0,0.020345
2014-01-04 11:05:35,564,442105602748,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,768.415,2.3475,3.9125,1.565,6.26,2.3475,9.17028,10.6962,7.78038,6.27748,7.61749,10.4477,5.27886,0.4069,5.04808,2.97707,8.2194,10.25,9.5,10.875,4.14262,3.99789,92.3663,106.201,5.04071,4.99637,2.775,4.99588,1.13932,1.49474,1.86842,0.934212,12.207,0,0.0196096,0,0.379362,0.244,1.20059,0.313,5.2577,142.415,23.1154,11.4726,0.639036,0,0.0211588
