'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'AcsCycleCount,'AcsCycleTimeoutCount,'AcsCycleOasysCount,'AcsTlmTimeMax,'AcsTlmLast,'AcsTlmAve,'AcsOasysTimeMax,'AcsOasysLast,'AcsOasysAve,'AcsCycleTimeMax,'AcsCycleLast,'AcsCycleAve
2014-02-26 00:00:23,828,446644891012,92712,1449,91695,1876,561,472,10798,268,360,20229,1002,1038
2014-02-26 00:01:28,394,446644955578,92744,1449,91727,1876,455,472,10798,394,360,20229,973,1038
2014-02-26 00:02:33,880,446645021064,92777,1449,91760,1876,454,472,10798,334,360,20229,905,1038
2014-02-26 00:03:38,488,446645085672,92809,1449,91792,1876,455,472,10798,399,360,20229,1021,1038
2014-02-26 00:04:43,961,446645151145,92842,1449,91825,1876,459,472,10798,344,360,20229,930,1038
2014-02-26 00:05:48,542,446645215726,92874,1449,91857,1876,452,472,10798,280,360,20229,853,1038
2014-02-26 00:06:54,2,446645281186,92907,1449,91890,1876,474,472,10798,264,360,20229,911,1038
2014-02-26 00:07:59,828,446645347012,92940,1449,91923,1876,600,472,10798,284,360,20229,1007,1038
2014-02-26 00:09:04,182,446645411366,92972,1449,91955,1876,453,472,10798,262,360,20229,836,1038
2014-02-26 00:10:09,847,446645477031,93005,1449,91988,1876,616,472,10798,263,360,20229,1003,1038
2014-02-26 00:11:14,166,446645541350,93037,1449,92020,1876,454,472,10798,351,360,20229,930,1038
2014-02-26 00:12:19,889,446645607073,93070,1449,92053,1876,455,472,10798,278,360,20229,856,1038
2014-02-26 00:13:24,434,446645671618,93102,1449,92085,1876,452,472,10798,330,360,20229,908,1038
2014-02-26 00:14:29,982,446645737166,93135,1449,92118,1876,459,472,10798,350,360,20229,982,1038
2014-02-26 00:15:34,509,446645801693,93167,1449,92150,1876,454,472,10798,264,360,20229,839,1038
2014-02-26 00:16:39,984,446645867168,93200,1449,92183,1876,456,472,10798,332,360,20229,928,1038
2014-02-26 00:17:44,578,446645931762,93232,1449,92215,1876,453,472,10798,333,360,20229,917,1038
2014-02-26 00:18:50,149,446645997333,93265,1449,92248,1876,536,472,10798,332,360,20229,1059,1038
2014-02-26 00:19:54,653,446646061837,93297,1449,92280,1876,453,472,10798,262,360,20229,837,1038
2014-02-26 00:21:00,84,446646127268,93330,1449,92313,1876,455,472,10798,344,360,20229,1006,1038
2014-02-26 00:22:05,481,446646192665,93363,1449,92345,1876,453,472,10798,399,360,20229,974,1038
2014-02-26 00:23:10,417,446646257601,93395,1450,92377,1876,454,472,10798,343,360,20229,966,1038
2014-02-26 00:24:16,39,446646323223,93428,1450,92410,1876,461,472,10798,405,360,20229,1039,1038
2014-02-26 00:25:20,605,446646387789,93460,1450,92442,1876,455,472,10798,401,360,20229,976,1038
2014-02-26 00:26:26,95,446646453279,93493,1450,92475,1876,455,472,10798,401,360,20229,1005,1038
2014-02-26 00:27:31,869,446646519053,93526,1450,92508,1876,565,472,10798,333,360,20229,913,1038
2014-02-26 00:28:36,472,446646583656,93558,1450,92540,1876,453,472,10798,325,360,20229,900,1038
2014-02-26 00:29:42,27,446646649211,93591,1450,92573,1876,460,472,10798,402,360,20229,1033,1038
2014-02-26 00:30:46,585,446646713769,93623,1450,92605,1876,454,472,10798,400,360,20229,976,1038
2014-02-26 00:31:52,110,446646779294,93656,1450,92638,1876,454,472,10798,433,360,20229,1045,1038
2014-02-26 00:32:58,6,446646845190,93689,1450,92671,1876,457,472,10798,438,360,20229,1020,1038
2014-02-26 00:34:02,501,446646909685,93721,1450,92703,1876,453,472,10798,366,360,20229,988,1038
2014-02-26 00:35:08,80,446646975264,93754,1450,92736,1876,458,472,10798,454,360,20229,1085,1038
2014-02-26 00:36:12,639,446647039823,93786,1450,92768,1876,454,472,10798,432,360,20229,1011,1038
2014-02-26 00:37:18,193,446647105377,93819,1450,92801,1876,455,472,10798,434,360,20229,1095,1038
2014-02-26 00:38:24,3,446647171187,93852,1450,92834,1876,464,472,10798,437,360,20229,1011,1038
2014-02-26 00:39:28,503,446647235687,93884,1450,92866,1876,453,472,10798,433,360,20229,1057,1038
2014-02-26 00:40:34,87,446647301271,93917,1450,92899,1876,467,472,10798,451,360,20229,1091,1038
2014-02-26 00:41:38,641,446647365825,93949,1450,92931,1876,453,472,10798,436,360,20229,1010,1039
2014-02-26 00:42:44,194,446647431378,93982,1450,92964,1876,553,472,10798,434,360,20229,1121,1039
2014-02-26 00:43:48,669,446647495853,94014,1450,92996,1876,453,472,10798,433,360,20229,1013,1039
2014-02-26 00:44:54,206,446647561390,94047,1450,93029,1876,454,472,10798,434,360,20229,1120,1039
2014-02-26 00:46:00,30,446647627214,94080,1450,93062,1876,462,472,10798,449,360,20229,1208,1039
2014-02-26 00:47:04,540,446647691724,94112,1450,93094,1876,453,472,10798,435,360,20229,1014,1039
2014-02-26 00:48:10,160,446647757344,94145,1450,93127,1876,509,472,10798,436,360,20229,1079,1039
2014-02-26 00:49:14,659,446647821843,94177,1450,93159,1876,453,472,10798,432,360,20229,1010,1039
2014-02-26 00:50:20,208,446647887392,94210,1450,93192,1876,456,472,10798,432,360,20229,1121,1039
2014-02-26 00:51:26,28,446647953212,94243,1450,93225,1876,463,472,10798,451,360,20229,1040,1039
2014-02-26 00:52:30,512,446648017696,94275,1450,93257,1876,453,472,10798,437,360,20229,1059,1039
2014-02-26 00:53:36,181,446648083365,94308,1450,93290,1876,467,472,10798,436,360,20229,1078,1039
2014-02-26 00:54:40,620,446648147804,94340,1450,93322,1876,454,472,10798,433,360,20229,1011,1039
2014-02-26 00:55:46,180,446648213364,94373,1450,93355,1876,497,472,10798,432,360,20229,1052,1039
2014-02-26 00:56:50,676,446648277860,94405,1450,93387,1876,455,472,10798,435,360,20229,1015,1039
2014-02-26 00:57:56,179,446648343363,94438,1450,93420,1876,454,472,10798,434,360,20229,1095,1039
2014-02-26 00:59:02,38,446648409222,94471,1450,93453,1876,473,472,10798,448,360,20229,1050,1039
2014-02-26 01:00:06,538,446648473722,94503,1450,93485,1876,454,472,10798,443,360,20229,1016,1039
2014-02-26 01:01:12,212,446648539396,94536,1450,93518,1876,521,472,10798,436,360,20229,1093,1039
2014-02-26 01:02:16,668,446648603852,94568,1450,93550,1876,453,472,10798,369,360,20229,943,1039
2014-02-26 01:03:22,258,446648669442,94601,1450,93583,1876,454,472,10798,400,361,20229,1080,1039
2014-02-26 01:04:28,0,446648735184,94634,1450,93616,1876,471,472,10798,416,361,20229,1013,1039
2014-02-26 01:05:32,546,446648799730,94666,1450,93648,1876,454,472,10798,394,361,20229,977,1039
2014-02-26 01:06:38,75,446648865259,94699,1450,93681,1876,475,472,10798,329,361,20229,978,1039
2014-02-26 01:07:42,611,446648929795,94731,1450,93713,1876,453,472,10798,342,361,20229,916,1039
2014-02-26 01:08:48,148,446648995332,94764,1450,93746,1876,454,472,10798,394,361,20229,1048,1039
2014-02-26 01:09:53,973,446649061157,94797,1450,93779,1876,456,472,10798,336,361,20229,917,1039
2014-02-26 01:10:58,231,446649125415,94829,1450,93811,1876,454,472,10798,399,361,20229,1114,1039
2014-02-26 01:12:04,22,446649191206,94862,1450,93844,1876,456,472,10798,400,361,20229,1027,1040
2014-02-26 01:13:08,512,446649255696,94894,1450,93876,1876,454,472,10798,334,361,20229,914,1040
2014-02-26 01:14:14,37,446649321221,94927,1450,93909,1876,460,472,10798,411,361,20229,1043,1040
