'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState 1,'ACS SubState 2,'ACS SubState 3,'ACS SubState 4,'ACS SubState 5,'ACS SubState 6,'ACS SubState 7,'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C)
2014-02-19 00:00:42,299,446040109483,51192,536,50811,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.43,2500,0.016,2500,0.308,2500,0.004,2500,0.01,2500,0.006,2500,3.2004,-110.953,-58.9395,1597,456,64670,5.98851
2014-02-19 00:01:47,427,446040174611,51225,536,50844,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.352,2500,0.004,2500,0.01,2500,0.552,2500,0,-110.345,-58.9745,657,62661,64883,6.19999
2014-02-19 00:02:52,365,446040239549,51257,536,50876,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.066,2500,0.004,2500,0.01,2500,0.788,2500,0,-110.706,-59.0543,282,61916,337,6.30572
2014-02-19 00:03:57,628,446040304812,51290,536,50909,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.908,2500,-3.01446,-109.873,-59.2058,672,64308,1094,6.62286
2014-02-19 00:05:02,478,446040369662,51322,536,50941,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.108,2500,0.584,2500,0.004,2500,0.01,2500,0.006,2500,-2.06876,-109.104,-58.8387,1304,2153,742,6.93993
2014-02-19 00:06:07,602,446040434786,51355,536,50974,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.088,2500,0.004,2500,0.746,2500,0.006,2500,-3.10746,-108.731,-59.2896,1037,2899,65122,7.15127
2014-02-19 00:07:12,710,446040499894,51387,536,51006,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.59,2500,0.016,2500,0.002,2500,0.004,2500,0.288,2500,0.004,2500,0,-107.816,-59.1947,65446,118,64555,7.46823
2014-02-19 00:08:17,809,446040564993,51420,536,51039,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.924,2500,0.016,2500,0.002,2500,0.004,2500,0.01,2500,0.006,2500,0,-107.411,-59.14,64353,63092,65282,7.6795
2014-02-19 00:09:23,140,446040630324,51453,536,51071,40,40,100,41,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.002,2500,0.004,2500,0.01,2500,0.87,2500,0,-106.855,-59.179,64435,63936,775,8.20754
2014-02-19 00:10:27,923,446040695107,51485,536,51104,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.838,2500,3.76084,-106.989,-59.0003,65178,1253,1098,8.52427
