'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-02-22 07:39:41,314,446326848498,12.375,0.0036621,1.1145,0.722654,94.5175,4.9585,10.6637,2.95409,7.61192,473.504,147.705,39.9049,9.37728,2.95401,2.94098,2.97118,2.98827
2014-02-22 07:40:41,420,446326908604,13.375,0.0036621,1.13708,2.11852,96.1825,4.95606,11.8844,2.95287,8.22227,493.284,147.217,39.7384,9.71916,2.95238,2.93935,2.96996,2.98827
2014-02-22 07:41:41,547,446326968731,14.625,0.00305175,1.13586,1.70471,95.2945,4.95606,13.1051,2.95165,8.22227,478.144,148.315,40.0159,9.53601,2.95156,2.93854,2.96874,2.98705
2014-02-22 07:42:41,648,446327028832,15.375,2.12158,1.13708,2.11975,97.5146,4.95606,13.7154,2.95043,8.83262,482.539,148.804,39.6829,9.59706,2.95075,2.93773,2.96752,2.98583
2014-02-22 07:43:41,755,446327088939,16.125,2.12097,1.14319,2.11975,96.682,4.95606,14.9361,2.95043,9.44298,477.167,148.682,40.0159,9.37728,2.95075,2.93773,2.96752,2.98583
2014-02-22 07:44:41,860,446327149044,17.375,2.12158,1.14441,2.12097,96.7375,4.95362,15.5465,2.94921,10.0533,484.249,149.658,39.6274,9.23076,2.95075,2.93691,2.9663,2.98583
2014-02-22 07:45:42,16,446327209200,18.375,2.12219,1.11816,0.0109863,94.24,4.95362,16.1568,2.94921,10.6637,455.433,150.513,39.9049,9.16971,2.94994,2.93691,2.9663,2.98583
2014-02-22 07:46:42,535,446327269719,18.5,2.12036,1.13464,2.12158,96.2935,4.95362,16.7672,2.94921,10.6637,483.028,149.17,40.0714,9.5238,2.94994,2.93691,2.9663,2.98583
2014-02-22 09:12:58,386,446332445570,5.625,0.0036621,1.1084,0.0115967,92.5195,4.95606,4.56016,2.95531,5.17051,444.2,144.287,39.7939,9.43833,2.95482,2.9418,2.9724,2.98827
2014-02-22 09:14:03,384,446332510568,8.375,2.06665,1.13403,0.0109863,92.131,4.95606,7.00157,2.95409,5.78086,477.411,146.606,39.7939,9.38949,2.95319,2.94017,2.96996,2.98827
2014-02-22 09:15:08,414,446332575598,10.5,0.0036621,1.13342,0.66345,93.907,4.95362,8.83262,2.95287,7.00157,469.597,146.362,39.9604,9.70695,2.95238,2.93935,2.96996,2.98705
2014-02-22 09:16:13,362,446332640546,12.125,0.0036621,1.11755,0.0109863,92.7415,4.95362,10.6637,2.95165,7.61192,483.272,146.729,40.0714,9.37728,2.95156,2.93854,2.96874,2.98705
2014-02-22 09:17:20,434,446332707618,14,1.97692,1.13281,1.92504,96.4045,4.95362,12.4947,2.95165,8.22227,474.236,147.217,39.7939,9.19413,2.95156,2.93854,2.96874,2.98583
2014-02-22 09:18:23,464,446332770648,15.25,0.927732,1.13098,1.24878,95.8495,4.95362,13.7154,2.95043,8.83262,480.341,148.315,39.7939,9.46275,2.95075,2.93773,2.96752,2.98583
2014-02-22 09:19:28,470,446332835654,17.125,0.0036621,1.1206,0.0115967,93.8515,4.95362,14.3258,2.94921,9.44298,471.55,149.902,39.9049,9.13308,2.95075,2.93773,2.96752,2.98583
2014-02-22 09:20:33,527,446332900711,17.125,0.0036621,1.12549,0.0109863,93.574,4.95362,15.5465,2.94921,10.0533,487.667,149.902,39.5164,9.32844,2.95075,2.93691,2.9663,2.98583
2014-02-22 09:21:41,517,446332968701,17.75,2.01538,1.13647,2.12158,96.6265,4.95362,16.7672,2.94921,10.6637,481.562,150.024,39.7939,9.08424,2.94994,2.93691,2.9663,2.98583
2014-02-22 09:22:46,519,446333033703,19,0.678099,1.13403,2.11914,97.4591,4.95362,17.3776,2.94921,11.274,482.539,148.56,39.6829,9.48717,2.94994,2.93691,2.9663,2.98583
2014-02-22 09:23:51,523,446333098707,19.5,1.44348,1.13342,1.90368,95.905,4.95362,17.9879,2.94921,11.8844,498.412,149.414,39.7939,9.30402,2.94994,2.93691,2.9663,2.98583
2014-02-22 09:24:51,634,446333158818,20.375,0.0036621,1.12793,0.0115967,93.907,4.95362,18.5983,2.94921,12.4947,487.423,150.146,39.8494,9.2796,2.94994,2.93691,2.9663,2.98583
2014-02-22 09:25:51,659,446333218843,20.125,2.12402,1.13891,0.0183105,93.796,4.95606,18.5983,2.94799,12.4947,466.666,150.879,39.5164,9.35286,2.94994,2.9361,2.9663,2.98583
2014-02-22 09:26:51,725,446333278909,21,0.0036621,1.13098,0.38391,94.351,4.95362,19.819,2.94799,13.1051,465.934,150.391,39.4054,9.08424,2.94994,2.9361,2.9663,2.98461
2014-02-22 09:27:51,748,446333338932,21.75,0.0036621,1.12182,0.285644,94.7395,4.95362,19.819,2.94799,13.1051,484.004,151.611,39.9604,8.96214,2.94994,2.93691,2.9663,2.98461
2014-02-22 10:52:44,615,446338431799,4.5,1.98791,1.13647,2.11364,95.683,4.95606,3.94981,2.95531,3.94981,474.969,144.409,40.1824,9.75579,2.95482,2.9418,2.9724,2.98949
2014-02-22 10:53:49,100,446338496284,7.5,0.289306,1.13159,0.114746,92.9635,4.95606,6.39122,2.95409,6.39122,477.655,146.851,39.9604,9.32844,2.95319,2.94017,2.97118,2.98827
2014-02-22 10:54:54,78,446338561262,10,0.29724,1.1322,1.55151,95.35,4.95362,8.83262,2.95287,7.61192,481.562,145.996,40.0714,9.68253,2.95238,2.93935,2.96996,2.98705
2014-02-22 10:55:59,62,446338626246,12.125,0.764769,1.13891,2.11975,95.9605,4.95606,10.6637,2.95165,8.22227,484.981,148.315,40.2934,9.12087,2.95156,2.93854,2.96874,2.98705
2014-02-22 10:57:04,93,446338691277,13.625,0.0024414,1.11328,0.0109863,92.6305,4.95362,12.4947,2.95165,8.83262,476.923,147.583,39.9049,9.23076,2.95156,2.93854,2.96874,2.98583
2014-02-22 10:58:09,363,446338756547,14.875,2.12036,1.13769,2.12036,96.127,4.95362,13.7154,2.95043,9.44298,474.725,149.17,39.9049,9.30402,2.95075,2.93773,2.96752,2.98583
2014-02-22 10:59:14,255,446338821439,16.625,0.0036621,1.10656,0.0109863,92.464,4.95362,14.9361,2.95043,10.6637,478.876,149.414,39.9604,9.43833,2.95075,2.93691,2.96752,2.98583
2014-02-22 11:00:19,256,446338886440,17.5,1.61132,1.13037,1.66015,96.238,4.95362,15.5465,2.94921,10.6637,478.388,149.902,39.7939,8.93772,2.95075,2.93691,2.9663,2.98583
2014-02-22 11:01:24,264,446338951448,18.5,0.0036621,1.13037,0.0103759,93.5185,4.95362,16.7672,2.94921,11.274,479.365,150.269,39.7384,9.41391,2.95075,2.93691,2.9663,2.98583
