'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-01-17 02:29:09,679,443197816863,24.375,0.00427245,0.914304,1.10351,96.9595,4.96827,23.4811,2.95165,21.0397,479.853,153.687,39.7939,9.65811,2.95319,2.94017,2.96996,2.98949
2014-01-17 02:30:11,107,443197878291,26.125,0.186767,1.13403,1.32385,97.0705,4.96583,24.7018,2.95043,21.65,505.738,152.222,40.0714,9.58485,2.95238,2.93935,2.96874,2.98827
2014-01-17 02:31:12,571,443197939755,27.75,0.0036621,1.14319,2.135,98.8466,4.96583,25.9225,2.94921,22.2604,509.645,152.832,39.8494,9.48717,2.95156,2.93854,2.96752,2.98827
2014-01-17 02:32:14,35,443198001219,29,1.13037,1.04614,0.110473,96.46,4.96339,27.1432,2.94799,22.2604,489.377,154.785,39.7384,9.6459,2.95156,2.93773,2.9663,2.98705
2014-01-17 02:33:14,660,443198061844,29.75,0.0335692,1.14196,0.103149,95.683,4.96339,28.3639,2.94799,22.2604,484.493,154.541,39.5164,9.35286,2.95075,2.93773,2.9663,2.98705
2014-01-17 02:34:16,2,443198123186,30,0.180664,1.13403,0.114135,95.128,4.96339,28.3639,2.94677,21.65,477.411,153.809,39.4609,9.36507,2.95075,2.93691,2.9663,2.98705
2014-01-17 02:35:16,583,443198183767,30.5,1.92626,1.13464,0.531615,94.2955,4.96095,28.9742,2.94677,21.65,483.272,154.053,39.8494,9.32844,2.94994,2.93691,2.96508,2.98705
2014-01-17 07:49:57,890,443217065074,5.75,2.10388,1.12365,0.012207,93.13,4.9585,5.17051,2.95654,2.7291,475.702,145.142,39.7384,9.74358,2.95482,2.9418,2.9724,2.98827
2014-01-17 07:50:58,110,443217125294,7.875,0.0036621,1.12915,0.0115967,92.6305,4.95606,7.00157,2.95409,5.17051,473.748,145.63,39.7939,9.70695,2.95319,2.94017,2.97118,2.98705
2014-01-17 07:51:59,61,443217186245,9.875,0.0036621,1.11572,0.0115967,92.353,4.9585,8.83262,2.95287,6.39122,475.457,145.63,39.8494,9.70695,2.95238,2.93935,2.96996,2.98705
