'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-01-17 00:00:34,338,443188901522,0,0,2,0,0,23.8816,0,Full,5.05269,4.04972,11.5731,1.90055,4.2,0
2014-01-17 00:01:34,464,443188961648,0,0,2,0,0,24.5012,0,Full,5.053,4.0495,11.5731,2.09478,4.2,0
2014-01-17 00:02:34,619,443189021803,0,0,2,0,0,24.5012,0,Full,5.04608,4.04925,11.5731,2.2891,4.2,0
2014-01-17 00:03:34,752,443189081936,0,0,2,0,0,23.8816,0,Full,5.04638,4.04919,11.5731,2.48333,4.2,0
2014-01-17 00:04:34,889,443189142073,0,0,2,0,0,24.5012,0,Full,5.04192,4.049,11.5731,2.67762,4.2,0
2014-01-17 00:05:35,34,443189202218,0,0,2,0,0,23.8816,0,Full,5.03746,4.04888,11.5731,2.8719,4.2,0
2014-01-17 00:06:35,154,443189262338,0,0,2,0,0,24.5012,0,Full,5.00253,4.04872,11.5731,3.06612,4.2,0
2014-01-17 00:07:35,265,443189322449,0,0,2,0,0,23.8816,0,Full,5.01577,4.04866,11.5731,3.26033,4.2,0
2014-01-17 00:08:35,386,443189382570,0,0,2,0,0,24.5012,0,Full,5.02731,4.04866,11.5731,3.45456,4.2,0
2014-01-17 00:09:35,508,443189442692,0,0,2,0,0,24.5012,0,Full,5.02869,4.04847,11.5731,3.64881,4.2,0
2014-01-17 00:10:35,626,443189502810,0,0,2,0,0,24.5012,0,Full,5.02484,4.04841,11.5731,3.84306,4.2,0
2014-01-17 00:11:35,742,443189562926,0,0,2,0,0,24.5012,0,Full,5.02192,4.04828,11.5731,4.0373,4.2,0
2014-01-17 00:12:35,869,443189623053,0,0,2,0,0,23.8816,0,Full,5.021,4.04825,11.5731,4.23155,4.2,0
2014-01-17 00:13:36,28,443189683212,0,0,2,0,0,23.8816,0,Full,5.01284,4.04828,11.5731,4.42593,4.2,0
2014-01-17 00:14:36,174,443189743358,0,0,2,0,0,24.5012,0,Full,5.01038,4.04813,11.5731,4.62027,4.2,0
2014-01-17 00:15:36,288,443189803472,0,0,2,0,0,24.5012,0,Full,5.00838,4.04803,11.5731,4.8145,4.2,0
2014-01-17 00:16:36,418,443189863602,0,0,2,0,0,24.5012,0,Full,5.00146,4.04797,11.8487,5.01197,4.2,0
2014-01-17 00:17:38,456,443189925640,0,0,2,0,0,0,0,Fault,0,0,0,0,0,0
2014-01-17 00:18:38,592,443189985776,0,0,2,0,0,24.5012,0,Full,4.99238,4.04797,12.1242,5.41863,4.2,0
2014-01-17 00:19:38,715,443190045899,0,0,2,0,0,25.1211,0,Full,4.98884,4.04787,12.1242,5.62218,4.2,0
2014-01-17 00:20:38,830,443190106014,0,0,2,0,0,25.1211,0,Full,4.97992,4.04781,12.1242,5.8257,4.2,0
2014-01-17 00:21:38,958,443190166142,0,0,2,0,0,25.1211,0,Full,4.97607,4.04772,12.1242,6.02926,4.2,0
2014-01-17 00:22:39,90,443190226274,0,0,2,0,0,24.5012,0,Full,4.96992,4.04766,12.1242,6.23282,4.2,0
2014-01-17 00:23:39,224,443190286408,0,0,2,0,0,25.1211,0,Full,4.93253,4.04772,12.1242,6.43638,4.2,0
2014-01-17 00:24:39,336,443190346520,0,0,2,0,0,25.1211,0,Full,4.94515,4.04763,12.1242,6.63987,4.2,0
