'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-17 00:00:53,245,443188920429,180564,475,180172,40,40,100,41,40,40,100,0,0,0,0,466976,0x03FF1FFF,0.864,2500,0.016,2500,0.448,2500,0.004,2500,0.01,2500,0.15,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-17 00:01:53,380,443188980564,180594,475,180202,40,40,100,41,40,40,100,0,0,0,0,466976,0x03FF1FFF,0.774,2500,0.014,2500,0.388,2500,0.004,2500,0.01,2500,0.158,2500,-46.0504,0,0,0,0,0,154.068,0,0,0,0
2014-01-17 00:02:54,715,443189041899,180624,475,180233,202,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.75,2500,0.016,2500,0.384,2500,0.004,2500,0.01,2500,0.202,2500,-45.2689,53.9893,-52.4605,65199,1305,1682,17.0508,0,0,0,0
2014-01-17 00:03:54,955,443189102139,180654,475,180263,100,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.73,2500,0.014,2500,0.424,2500,0.004,2500,0.01,2500,0.236,2500,-43.5109,52.452,-53.9416,65251,1902,1693,17.8903,0,0,0,0
2014-01-17 00:04:55,227,443189162411,180685,475,180293,40,40,100,41,40,40,100,0,0,0,0,466976,0x03FF1FFF,0.674,2500,0.016,2500,0.462,2500,0.004,2500,0.01,2500,0.228,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-17 00:05:55,457,443189222641,180715,475,180323,40,40,100,41,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.65,2500,0.016,2500,0.526,2500,0.004,2500,0.01,2500,0.202,2500,-42.1043,50.5486,-56.6169,65405,3051,1637,17.9952,0,0,0,0
2014-01-17 00:06:55,600,443189282784,180744,476,180351,40,100,100,41,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.628,2500,0.014,2500,0.56,2500,0.004,2500,0.01,2500,0.154,2500,-42.6869,50.2399,-59.4063,65493,3569,1566,18.4147,0,0,0,0
2014-01-17 00:07:57,4,443189344188,180774,476,180382,100,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.61,2500,0.016,2500,0.564,2500,0.004,2500,0.01,2500,0.116,2500,-44.9866,49.0906,-60.3651,51,4052,1458,18.7293,0,0,0,0
2014-01-17 00:08:57,119,443189404303,180805,476,180412,40,40,100,40,40,40,100,0,0,0,0,466976,0x03FF1FFF,0.674,2500,0,2500,0.606,2500,0,2500,0,2500,0.124,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-17 00:09:57,462,443189464646,180835,476,180442,40,40,100,41,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.642,2500,0.016,2500,0.558,2500,0.004,2500,0.046,2500,0.102,2500,-46.6061,48.5751,-61.141,233,4828,1155,19.6726,0,0,0,0
