'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-26 00:00:39,694,443966506878,7364,11,7359,40,40,100,41,40,40,100,0,0,0,0,8192,0x03FF1FFF,1.018,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.182,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-26 00:01:45,17,443966572201,7396,11,7392,202,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.064,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,1.094,2500,0,0,0,65518,5108,768,23.022,0,0,0,0
2014-01-26 00:02:49,701,443966636885,7429,11,7424,40,40,100,41,40,40,100,0,0,0,0,8192,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.428,2500,0.01,2500,0.65,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-26 00:03:55,138,443966702322,7461,11,7457,202,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,1.188,2500,0.01,2500,0.004,2500,0,0,0,2982,2085,64819,23.4401,0,0,0,0
2014-01-26 00:04:59,760,443966766944,7494,11,7489,40,40,100,41,100,40,100,0,0,0,0,8192,0x03FF1FFF,0.034,2500,0.014,2500,0.004,2500,1.136,2500,0.01,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-26 00:06:04,946,443966832130,7526,11,7522,202,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.664,2500,0.014,2500,0.004,2500,0.402,2500,0.01,2500,0.004,2500,0,0,0,1635,61050,758,23.9626,0,0,0,0
2014-01-26 00:07:09,909,443966897093,7559,11,7554,40,40,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,1.048,2500,0.016,2500,0.002,2500,0.004,2500,0.01,2500,0.042,2500,0,0,0,64847,62540,1708,23.9626,0,0,0,0
2014-01-26 00:08:14,908,443966962092,7591,11,7587,202,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.386,2500,0.014,2500,0.002,2500,0.004,2500,0.01,2500,0.826,2500,0,0,0,63335,850,1530,24.1716,0,0,0,0
2014-01-26 00:09:19,847,443967027031,7624,11,7619,40,40,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,1.15,2500,0,0,0,63337,4537,175,24.1716,0,0,0,0
2014-01-26 00:10:25,160,443967092344,7656,11,7652,202,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.262,2500,0.01,2500,0.958,2500,0,0,0,64865,4673,64540,24.3805,0,0,0,0
2014-01-26 00:11:29,926,443967157110,7689,11,7684,40,44,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.078,2500,0.014,2500,0.002,2500,0.752,2500,0.01,2500,0.398,2500,0,0,0,1905,1990,64255,24.485,0,0,0,0
2014-01-26 00:12:35,156,443967222340,7721,11,7717,100,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.802,2500,0.016,2500,0.002,2500,0.222,2500,0.01,2500,0.128,2500,0,0,0,2947,64421,65109,24.3805,0,0,0,0
2014-01-26 00:13:40,935,443967288119,7754,11,7750,202,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.92,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.172,2500,0,0,0,1699,62220,883,24.485,0,0,0,0
2014-01-26 00:14:45,93,443967352277,7786,11,7782,100,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.064,2500,0.014,2500,0.802,2500,0.004,2500,0.01,2500,0.212,2500,0,0,0,65344,61849,1080,24.3805,0,0,0,0
2014-01-26 00:15:50,938,443967418122,7819,11,7815,202,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.002,2500,0.014,2500,0.99,2500,0.004,2500,0.01,2500,0.222,2500,0,0,0,63908,61975,88,24.276,0,0,0,0
2014-01-26 00:16:55,157,443967482341,7851,11,7847,100,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.002,2500,0.014,2500,0.65,2500,0.004,2500,0.01,2500,0.546,2500,0,0,0,64587,62656,64694,24.0671,0,0,0,0
2014-01-26 00:18:01,152,443967548336,7884,11,7880,202,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.002,2500,0.016,2500,0.278,2500,0.004,2500,0.01,2500,0.916,2500,0,0,0,769,65185,64355,23.9626,0,0,0,0
2014-01-26 00:19:05,165,443967612349,7916,11,7912,39,100,100,100,100,100,100,0,0,0,0,8192,0x03FF1FFF,0.002,2500,0.016,2500,0.606,2500,0.004,2500,0.01,2500,0.478,2500,0,0,0,1614,1842,64899,23.7536,0,0,0,0
2014-01-26 00:20:10,286,443967677470,7949,12,7944,100,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.024,2500,0.014,2500,1.186,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,1456,2795,368,23.4401,0,0,0,0
2014-01-26 00:21:15,308,443967742492,7981,12,7976,202,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.016,2500,1.052,2500,0.004,2500,0.048,2500,0.004,2500,0,0,0,885,1868,932,23.2311,0,0,0,0
2014-01-26 00:22:21,131,443967808315,8014,12,8009,202,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.016,2500,0.524,2500,0.004,2500,0.664,2500,0.004,2500,0,0,0,562,64880,1035,22.9174,0,0,0,0
2014-01-26 00:23:25,268,443967872452,8046,12,8041,100,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.362,2500,0.762,2500,0.004,2500,0.08,2500,0.004,2500,0,0,0,753,63501,658,22.8129,0,0,0,0
2014-01-26 00:24:31,66,443967938250,8079,12,8074,202,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.208,2500,1.044,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,1149,63621,65490,22.7083,0,0,0,0
2014-01-26 00:25:35,386,443968002570,8111,12,8106,100,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.014,2500,0.994,2500,0.004,2500,0.01,2500,0.182,2500,0,0,0,1198,65120,65085,22.4991,0,0,0,0
2014-01-26 00:26:41,282,443968068466,8143,13,8138,202,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.316,2500,0.014,2500,0.978,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,780,1935,65068,22.2899,0,0,0,0
2014-01-26 00:27:45,448,443968132632,8175,13,8170,100,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,326,2835,65428,22.2899,0,0,0,0
2014-01-26 00:28:51,312,443968198496,8208,13,8203,202,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,183,2465,525,22.1853,0,0,0,0
2014-01-26 00:29:55,432,443968262616,8240,13,8235,100,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,539,1205,783,22.0807,0,0,0,0
2014-01-26 00:31:01,356,443968328540,8273,13,8268,202,100,100,100,100,100,100,0,0,0,0,139264,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,1101,64789,540,21.8715,0,0,0,0
2014-01-26 00:32:05,595,443968392779,8306,13,8300,30,100,30,31,100,100,100,0,0,0,0,139264,0x03FF1FFF,0,2500,0,2500,0,2500,0,2500,0,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
