'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-01-26 00:00:39,600,443966506784,0,0,2,0,0,13.4183,0,Full,5.15131,4.02044,6.88878,2.20522,4.2,0
2014-01-26 00:01:44,622,443966571806,0,0,2,0,0,13.4183,0,Full,5.21131,4.02025,6.88878,2.33001,4.2,0
2014-01-26 00:02:49,561,443966636745,0,0,2,0,0,13.4183,0,Full,5.18885,4.02022,6.88878,2.45463,4.2,0
2014-01-26 00:03:54,667,443966701851,0,0,2,0,0,13.4183,0,Full,5.18854,4.02009,6.88878,2.57961,4.2,0
2014-01-26 00:04:59,667,443966766851,0,0,2,0,0,13.4183,0,Full,5.11315,4.02003,6.88878,2.70438,4.2,0
2014-01-26 00:06:04,757,443966831941,0,0,2,0,0,13.4183,0,Full,5.14393,4.01997,7.16433,2.83325,4.2,0
2014-01-26 00:07:09,718,443966896902,0,0,2,0,0,13.4183,0,Full,5.13516,4.01988,7.16433,2.96294,4.2,0
2014-01-26 00:08:14,729,443966961913,0,0,2,0,0,12.8067,0,Full,5.16531,4.01984,7.16433,3.09274,4.2,0
2014-01-26 00:09:19,794,443967026978,0,0,2,0,0,13.4183,0,Full,5.14962,4.01975,7.43988,3.22608,4.2,0
2014-01-26 00:10:24,924,443967092108,0,0,2,0,0,13.4183,0,Full,5.15946,4.01969,7.43988,3.36111,4.2,0
2014-01-26 00:11:29,863,443967157047,0,0,2,0,0,13.4183,0,Full,5.11439,4.01966,7.71543,3.49986,4.2,0
2014-01-26 00:12:34,966,443967222150,0,0,2,0,0,13.4183,0,Full,5.11162,4.01953,7.71543,3.63986,4.2,0
2014-01-26 00:13:39,934,443967287118,0,0,2,0,0,14.0301,0,Full,5.11962,4.0195,7.71543,3.77956,4.2,0
2014-01-26 00:14:44,898,443967352082,0,0,2,0,0,13.4183,0,Full,5.14793,4.01944,7.71543,3.91925,4.2,0
2014-01-26 00:15:49,958,443967417142,0,0,2,0,0,14.0301,0,Full,5.15762,4.01941,7.71543,4.05916,4.2,0
2014-01-26 00:16:54,966,443967482150,0,0,2,0,0,14.0301,0,Full,5.11808,4.01938,7.71543,4.19897,4.2,0
2014-01-26 00:18:00,73,443967547257,0,0,2,0,0,14.0301,0,Full,5.10131,4.01925,7.71543,4.33899,4.2,0
2014-01-26 00:19:05,38,443967612222,0,0,2,0,0,14.0301,0,Full,5.09762,4.01925,7.99098,4.48341,4.2,0
2014-01-26 00:20:10,103,443967677287,0,0,2,0,0,14.6425,0,Full,5.12177,4.01925,7.99098,4.62836,4.2,0
2014-01-26 00:21:15,150,443967742334,0,0,2,0,0,14.6425,0,Full,5.13746,4.01906,8.26653,4.77452,4.2,0
2014-01-26 00:22:20,133,443967807317,0,0,2,0,0,14.6425,0,Full,5.09639,4.01906,8.26653,4.92428,4.2,0
2014-01-26 00:23:25,175,443967872359,0,0,2,0,0,14.6425,0,Full,5.027,4.019,8.54209,5.07682,4.2,0
2014-01-26 00:24:30,166,443967937350,0,0,2,0,0,15.2553,0,Full,5.035,4.019,8.54209,5.2316,4.2,0
2014-01-26 00:25:35,214,443968002398,0,0,2,0,0,15.2553,0,Full,5.08131,4.01894,8.54209,5.38652,4.2,0
2014-01-26 00:26:40,197,443968067381,0,0,2,0,0,15.8684,0,Full,4.19958,3.99434,311.924,5.68553,4.2,0
2014-01-26 00:27:45,288,443968132472,0,0,2,0,0,15.2553,0,Full,4.20158,3.94263,623.021,17.1925,4.2,0
2014-01-26 00:28:50,275,443968197459,0,0,2,0,0,15.8684,0,Full,4.19788,3.93491,623.021,28.9914,4.2,0
2014-01-26 00:29:55,295,443968262479,0,0,2,0,0,15.8684,0,Full,4.19865,3.93159,624.95,40.8057,4.2,0
2014-01-26 00:31:00,355,443968327539,0,0,2,0,0,15.8684,0,Full,4.19588,3.92747,624.95,52.6586,4.2,0
2014-01-26 00:32:05,405,443968392589,0,0,2,0,0,15.2553,0,Full,4.20111,3.92538,628.532,64.4996,4.2,0
2014-01-26 00:33:10,436,443968457620,0,0,2,0,0,16.4818,0,Full,4.20034,3.92247,627.43,76.3699,4.2,0
2014-01-26 00:34:15,437,443968522621,0,0,2,0,0,15.8684,0,Full,4.19911,3.92078,625.501,88.2331,4.2,0
2014-01-26 00:35:20,377,443968587561,0,0,2,0,0,16.4818,0,Full,4.20281,3.918,628.808,100.128,4.2,0
2014-01-26 00:36:25,514,443968652698,0,0,2,0,0,16.4818,0,Fixed,4.19619,3.91631,707.891,112.052,4.2,0
2014-01-26 00:37:30,444,443968717628,0,0,2,0,0,17.0962,0,Fixed,4.19988,3.91359,629.634,123.985,4.2,0
2014-01-26 00:38:35,553,443968782737,0,0,2,0,0,15.8684,0,Fixed,4.18373,3.89884,889.755,135.946,4.2,0
2014-01-26 00:39:40,610,443968847794,0,0,2,0,0,17.0962,0,Fixed,4.20158,3.90903,631.012,147.929,4.2,0
2014-01-26 00:40:45,569,443968912753,0,0,2,0,0,17.0962,0,Fixed,4.17681,3.89181,912.35,159.899,4.2,0
2014-01-26 00:41:50,697,443968977881,0,0,2,0,0,16.4818,0,Fixed,4.1985,3.90409,633.217,171.926,4.2,0
2014-01-26 00:42:55,617,443969042801,0,0,2,0,0,2549.86,0,Fixed,4.19034,3.88503,919.79,183.915,4.2,0
2014-01-26 00:44:00,709,443969107893,0,0,2,0,0,16.4818,0,Fixed,4.20388,3.89834,637.35,195.999,4.2,0
2014-01-26 00:45:05,657,443969172841,0,0,2,0,0,17.0962,0,Fixed,4.18542,3.87963,918.963,208.015,4.2,0
2014-01-26 00:46:10,808,443969237992,0,0,2,0,0,17.0962,0,Fixed,4.19727,3.89253,633.768,220.084,4.2,0
2014-01-26 00:47:15,825,443969303009,0,0,2,0,0,16.4818,0,Fixed,4.20188,3.88116,721.393,232.151,4.2,0
2014-01-26 00:48:20,851,443969368035,0,0,2,0,0,17.0962,0,Fixed,4.20281,3.88619,636.799,244.217,4.2,0
2014-01-26 00:49:25,837,443969433021,0,0,2,0,0,17.0962,0,Fixed,4.20281,3.87784,666.558,256.294,4.2,0
2014-01-26 00:50:30,886,443969498070,0,0,2,0,0,16.4818,0,Fixed,4.20327,3.8795,635.145,268.382,4.2,0
2014-01-26 00:51:35,844,443969563028,0,0,2,0,0,15.8684,0,Fixed,4.19819,3.87113,669.314,280.481,4.2,0
2014-01-26 00:52:40,906,443969628090,0,0,2,0,0,16.4818,0,Fixed,4.19988,3.8725,637.625,292.598,4.2,0
2014-01-26 00:53:45,877,443969693061,0,0,2,0,0,15.8684,0,Fixed,4.20158,3.86288,693.011,304.726,4.2,0
2014-01-26 00:54:50,945,443969758129,0,0,2,0,0,16.4818,0,Fixed,4.20019,3.86566,641.208,316.871,4.2,0
2014-01-26 00:55:55,986,443969823170,0,0,2,0,0,16.4818,0,Fixed,4.20188,3.86059,643.412,329.028,4.2,0
2014-01-26 00:57:01,65,443969888249,0,0,2,0,0,16.4818,0,Fixed,4.20096,3.85934,644.514,341.185,4.2,0
2014-01-26 00:58:06,93,443969953277,0,0,2,0,0,16.4818,0,Fixed,4.19881,3.85488,643.412,353.359,4.2,0
2014-01-26 00:59:11,27,443970018211,0,0,2,0,0,16.4818,0,Fixed,4.23265,4.07503,-1504.78,360.41,4.2,0
2014-01-26 01:00:16,47,443970083231,0,0,2,0,0,15.8684,0,Fixed,4.19357,4.07238,-996.944,337.51,4.2,0
2014-01-26 01:01:21,108,443970148292,0,0,2,0,0,15.8684,0,Fixed,4.19711,4.08009,-955.336,318.054,4.2,0
2014-01-26 01:02:26,210,443970213394,0,0,2,0,0,13.4183,0,Fixed,5.07146,4.10934,-1106.61,299.226,4.2,0
