'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'SStates Loadshed,'SStates Loadshed Latch,'SStates Test Mode,'SStates Magnetometer,'SStates PXFSS,'SStates NXFSS,'SStates PYFSS,'SStates NYFSS,'SStates PZFSS,'SStates NZFSS,'SStates XWheel,'SStates YWheel,'SStates ZWheel,'SStates RateGyro,'SStates MTX,'SStates MTY,'SStates MTZ,'SStates GPS Supply,'SStates 5V Supply,'SStates Spare,'SStates Instrument,'SStates GPS,'SStates BCDR0State,'SStates BCDR1State,'+X Panel Current(mA),'+Y Panel Current(mA),'+Z Panel Current(mA),'-X Panel Current(mA),'-Y Panel Current(mA),'-Z Panel Current(mA),'+X Panel Temperature(°C),'+Y Panel Temperature(°C),'+Z Panel Temperature(°C),'-X Panel Temperature(°C),'-Y Panel Temperature(°C),'-Z Panel Temperature(°C),'Bus Voltage(V),'Main Switch Current(A),'5V Rail Voltage(V),'3V Rail Voltage(V),'3V Rail Current(mA),'ADC0 Temperture(°C),'ADC1 Temperture(°C),'ADC2 Temperture(°C),'BCDR0 Battery Voltage(V),'BCDR1 Battery Voltage(V),'HKC Current(mA),'ADCC Current(mA),'Magnetometer Voltage(V),'Rate Sensor Voltage(V),'Rate Sensor Current(mA),'Sun Sensor Voltage(V),'Sun Sensor Current(mA),'Mag. Torquer X Current(mA),'Mag. Torquer Y Current(mA),'Mag. Torquer Z Current(mA),'Wheel Sum Current(mA),'Wheel X Voltage(V),'Wheel Y Voltage(V),'Wheel Z Voltage(V),'ST Switch Voltage(V),'ST Switch Current(mA),'ST Voltage(V),'ST Current(mA),'Instrument Voltage(V),'Instrument Current(mA),'UHF Rx Current(mA),'UHF Rx Temperature(°C),'UHF Rx SSI(V),'S-Band Tx Voltage(V),'S-Band Tx Current(A)
2014-02-06 00:00:14,454,444916881638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,41.4725,6.26,118.158,18.964,13.1687,9.12925,13.6788,10.5719,19.239,5.24038,0.187174,0.414258,2.97707,8.46354,11.125,10.875,11,4.0293,4.00062,98.4698,10.5794,0.0021368,0.2448,0.1665,0.815718,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.376915,0.244,1.19388,0.313,0,19.5312,23.2713,14.0555,0.468138,0,0.0211588
2014-02-06 00:01:19,458,444916946642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,0.7825,3.9125,1.565,6.26,158.848,19.9782,12.9993,9.25237,14.9236,10.8622,19.1931,5.22938,0.187174,0.414258,2.97707,8.30078,11.25,11.125,11.25,4.0293,4.00062,98.7139,10.5794,0.0021368,0.2448,0.1665,0.812544,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.376915,0.244,1.19388,0,0,19.5312,23.1674,14.3703,0.469359,0,0.0211588
2014-02-06 00:02:24,495,444917011679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.085,1.565,3.9125,1.565,6.26,143.197,21.0097,12.9993,9.54003,16.0555,11.1948,19.1931,5.22206,0.185139,0.412425,2.97707,8.13802,11.125,11.25,11.625,4.0293,4.00062,98.7139,10.4166,0.0021368,0.2448,0.1665,0.812544,0.0813802,0,0,0,13.0208,0.0024512,0.0563776,0,0.376915,0.244,1.19388,0,0,19.5312,23.1414,14.6846,0.475463,0,0.0211588
2014-02-06 00:03:29,506,444917076690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.9,0.7825,3.9125,1.565,6.26,62.6,22.1566,12.9993,9.91065,16.9377,11.5283,19.1013,5.21473,0.187174,0.412425,2.97707,8.46354,11.375,11.25,11.625,4.0293,4.00199,98.8767,10.4166,0.0021368,0.2448,0.1665,0.812544,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.376915,0.244,1.19388,0.313,0,20.345,23.1154,14.9986,0.466918,0,0.0211588
2014-02-06 00:04:34,537,444917141721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,156.5,1.565,3.9125,1.565,6.26,1.565,23.427,13.084,10.4063,17.6064,11.8628,18.9183,5.21473,0.187174,0.412425,2.97707,8.2194,11.375,11.5,11.75,4.0293,4.00062,98.7953,10.498,0.0021368,0.242352,0.1665,0.812544,0.0813802,0,0,0,13.0208,0.0024512,0.0563776,0,0.376915,0.244,1.19388,0.313,0,19.5312,23.2453,15.2674,0.479735,0,0.0211588
2014-02-06 00:05:39,566,444917206750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155.718,1.565,3.9125,1.565,6.26,1.565,24.7801,13.2111,10.9868,18.0108,12.1143,18.5992,5.21473,0.185139,0.412425,2.97707,8.2194,11.75,11.75,12.125,4.0293,4.00199,98.7139,10.3353,0.0021368,0.2448,0.1665,0.80937,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.376915,0.244,1.19388,0,0,19.5312,23.1414,15.536,0.474852,0,0.0211588
2014-02-06 00:06:44,582,444917271766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155.718,0.7825,3.9125,1.565,6.26,1.565,26.2763,13.466,11.6955,18.0559,12.3664,18.101,5.19824,0.185139,0.412425,2.97707,8.13802,12,11.875,12.125,4.03066,4.00199,98.8767,10.4166,0.0021368,0.242352,0.1665,0.80937,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.376915,0.244,1.19388,0,0,19.5312,23.2193,15.8044,0.468749,0,0.0211588
2014-02-06 00:07:49,592,444917336776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147.892,9.39,3.9125,1.565,6.26,2.3475,27.7678,14.0205,12.4506,17.9207,12.5769,17.4275,5.16892,0.187174,0.412425,2.97707,8.30078,12.125,12.125,12.5,4.03066,4.00062,99.6091,10.4166,0.0021368,0.242352,0.1665,0.80937,0.16276,0,0,0,12.207,0.0024512,0.0563776,0,0.376915,0.244,1.19388,0,0,19.5312,23.0375,16.0279,0.480345,0,0.0211588
2014-02-06 00:08:54,606,444917401790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,33.6475,128.33,1.565,6.26,1.565,29.0312,14.9668,13.4234,17.6064,12.6613,16.6277,5.20373,0.187174,0.410592,2.97707,8.46354,12.5,12.375,13,4.0293,4.00199,99.6091,10.4166,0.0021368,0.242352,0.1665,0.80937,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.376915,0.244,1.18717,0.313,0,19.5312,23.1674,16.2066,0.480956,0,0.0211588
2014-02-06 00:09:59,622,444917466806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,160.412,1.565,6.26,1.565,29.9893,16.3631,14.6646,17.0709,12.5769,15.7928,5.24771,0.187174,0.410592,2.97707,8.30078,12.5,12.75,12.875,4.03066,4.00199,98.7139,10.4166,0.0021368,0.2448,0.1665,0.80937,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.374468,0.244,1.18717,0.313,0,19.5312,23.2453,16.4299,0.472411,0,0.0211588
2014-02-06 00:11:04,643,444917531827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,160.412,1.565,6.26,1.565,30.3327,18.101,16.0555,16.4512,12.4927,15.0101,5.26603,0.187174,0.410592,2.97707,8.05664,13,13,13.625,4.0293,4.00062,98.0629,10.498,0.0021368,0.2448,0.1665,0.812544,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.374468,0.244,1.18717,0,0,19.5312,23.2193,16.6084,0.474852,0,0.0211588
2014-02-06 00:12:09,656,444917596840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,0.7825,160.412,1.565,6.26,1.565,29.8186,20.1644,17.5616,15.9678,12.4927,14.3205,5.26053,0.187174,0.408759,2.97707,8.38216,13.5,13.25,14,4.03066,4.00062,98.3884,10.4166,0.0021368,0.2448,0.1665,0.812544,0.0813802,0,0,0,12.207,0.0024512,0.0563776,0,0.374468,0.244,1.18717,0.313,0,19.5312,23.1414,16.7869,0.469359,0,0.0211588
2014-02-06 00:13:14,690,444917661874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,160.412,1.565,6.26,1.565,28.6428,22.3501,19.0555,15.6618,12.6191,13.8495,5.24221,0.187174,0.408759,2.97707,8.38216,14,13.625,14.375,4.03066,4.00062,98.3884,10.3353,0.0021368,0.2448,0.1665,0.812544,0.16276,0,0,0,12.207,0.0024512,0.0563776,0,0.374468,0.244,1.18717,0.313,0,19.5312,23.0635,16.9208,0.475463,0,0.0211588
2014-02-06 00:14:19,706,444917726890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,161.195,1.565,6.26,1.565,27.283,24.3754,20.4917,15.4005,13.1687,13.5085,5.21656,0.187174,0.406926,2.97707,8.13802,14.375,14.25,14.875,4.0293,4.00062,98.9581,10.4166,0.0021368,0.2448,0.1665,0.815718,0.16276,0,0,0,12.207,0.0024512,0.0563776,0,0.374468,0.244,1.18047,0.313,0,19.5312,23.1934,17.0992,0.475463,0,0.0211588
2014-02-06 00:15:24,725,444917791909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,3.9125,158.848,1.565,6.26,1.565,25.8069,26.1193,21.7717,15.2268,14.0633,13.2536,5.18724,0.187174,0.406926,2.97707,8.30078,14.75,14.75,15.25,4.0293,4.00062,99.4464,10.4166,0.0021368,0.242352,0.1665,0.815718,0.16276,0,0,0,12.207,0.0024512,0.0563776,0,0.37202,0.244,1.18047,0.313,0,19.5312,23.1154,17.2775,0.465087,0,0.020345
2014-02-06 00:16:29,735,444917856919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7825,86.8575,75.9025,1.565,6.26,1.565,24.2747,27.6056,22.788,15.0967,15.2702,12.957,5.17258,0.187174,0.406926,2.97494,8.54492,15.25,15.375,15.875,4.0293,4.00062,99.6905,10.4166,0.0021368,0.242352,0.1665,0.818892,0.16276,0,0,0,12.207,0.0024512,0.0563776,0,0.37202,0.244,1.17376,0.313,0,19.5312,23.1154,17.4558,0.47119,0,0.0211588
