'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'SStates Loadshed,'SStates Loadshed Latch,'SStates Test Mode,'SStates Magnetometer,'SStates PXFSS,'SStates NXFSS,'SStates PYFSS,'SStates NYFSS,'SStates PZFSS,'SStates NZFSS,'SStates XWheel,'SStates YWheel,'SStates ZWheel,'SStates RateGyro,'SStates MTX,'SStates MTY,'SStates MTZ,'SStates GPS Supply,'SStates 5V Supply,'SStates Spare,'SStates Instrument,'SStates GPS,'SStates BCDR0State,'SStates BCDR1State,'+X Panel Current(mA),'+Y Panel Current(mA),'+Z Panel Current(mA),'-X Panel Current(mA),'-Y Panel Current(mA),'-Z Panel Current(mA),'+X Panel Temperature(°C),'+Y Panel Temperature(°C),'+Z Panel Temperature(°C),'-X Panel Temperature(°C),'-Y Panel Temperature(°C),'-Z Panel Temperature(°C),'Bus Voltage(V),'Main Switch Current(A),'5V Rail Voltage(V),'3V Rail Voltage(V),'3V Rail Current(mA),'ADC0 Temperture(°C),'ADC1 Temperture(°C),'ADC2 Temperture(°C),'BCDR0 Battery Voltage(V),'BCDR1 Battery Voltage(V),'HKC Current(mA),'ADCC Current(mA),'Magnetometer Voltage(V),'Rate Sensor Voltage(V),'Rate Sensor Current(mA),'Sun Sensor Voltage(V),'Sun Sensor Current(mA),'Mag. Torquer X Current(mA),'Mag. Torquer Y Current(mA),'Mag. Torquer Z Current(mA),'Wheel Sum Current(mA),'Wheel X Voltage(V),'Wheel Y Voltage(V),'Wheel Z Voltage(V),'ST Switch Voltage(V),'ST Switch Current(mA),'ST Voltage(V),'ST Current(mA),'Instrument Voltage(V),'Instrument Current(mA),'UHF Rx Current(mA),'UHF Rx Temperature(°C),'UHF Rx SSI(V),'S-Band Tx Voltage(V),'S-Band Tx Current(A)
2014-01-08 08:05:44,477,442440411661,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7825,17.215,608.785,1134.63,131.46,104.855,2.88226,9.66347,11.3198,5.87252,10.6962,2.11395,4.79879,1.29598,5.1434,2.97494,8.13802,10.875,10.375,11.125,4.14535,3.99653,103.922,115.153,5.12191,5.00861,2.0535,0.847458,1.05794,1.49474,1.86842,0.934212,13.0208,0,0.0220608,0,0.379362,0.244,1.20059,0,4.8363,152.181,23.0375,9.35305,0.886839,4.82647,0.832517
2014-01-08 08:06:44,858,442440472042,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,800.497,1.565,735.55,382.642,6.26,28.9525,3.24591,9.54003,11.5701,7.04822,11.1948,2.23533,5.0205,0.685626,4.96743,2.97707,9.52148,11.25,10.75,11.375,4.17539,3.99789,95.6215,110.758,4.95097,4.85438,2.0535,8.14448,163.818,1.49474,1.86842,0.871931,12.207,0,0.0196096,0,0.376915,0.244,1.19388,0,5.17195,152.181,23.0635,9.86342,0.8551,0.053845,0.0211588
2014-01-08 08:07:45,289,442440532473,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,282.483,279.352,653.387,1.565,7.0425,1.565,4.09408,9.37559,12.0304,8.18815,11.5283,2.51845,5.15976,0.431314,5.05358,2.97707,7.97526,11.375,10.625,11.75,4.17266,3.99789,93.4242,108.561,5.04498,5.01595,2.7195,6.32578,1.13932,1.55702,1.86842,0.934212,13.0208,0,0.0220608,0,0.379362,0.244,1.19388,0,5.24055,149.739,23.1414,10.2331,0.660399,0,0.0211588
2014-01-08 08:08:46,326,442440593510,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4.695,284.048,531.318,1.565,114.245,1.565,5.22533,9.41668,12.7034,9.00622,11.7791,2.92267,5.11761,0.408934,5.07741,2.97707,8.30078,11.625,11.25,11.625,4.15764,3.99789,94.6449,109.456,5.04926,5.02085,2.331,0.860154,1.13932,1.49474,1.86842,0.934212,13.0208,0,0.0220608,0,0.376915,0.244,1.19388,0,5.17195,144.856,23.1154,10.4636,0.514525,0,0.0211588
2014-01-08 08:09:46,599,442440653783,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7825,18.78,3.9125,424.897,431.94,1.565,6.15595,9.33451,13.3385,9.58116,12.3243,3.40749,5.02966,0.441486,5.05358,2.97707,8.2194,11.75,11.25,12,4.14262,3.99789,96.1912,111.002,5.04285,4.98902,2.664,0.844284,1.05794,1.55702,1.86842,0.871931,13.0208,0,0.0220608,0,0.376915,0.244,1.19388,0,5.03965,149.739,22.9596,10.6476,0.490111,0,0.020345
2014-01-08 08:10:46,865,442440714049,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,3.9125,592.352,6.26,370.123,6.92639,9.17028,13.6788,10.2409,12.9993,3.97292,5.22022,0.675454,4.96743,2.97494,9.35872,12,11.5,12,4.12624,3.99789,96.7608,107.422,4.94883,4.86173,2.0535,8.14766,163.493,1.55702,1.86842,0.871931,12.207,0,0.0220608,0,0.376915,0.244,1.19388,0,5.0568,147.298,23.1414,10.8314,0.701292,0,0.0211588
2014-01-08 08:11:47,264,442440774448,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,514.102,2.3475,3.9125,1.565,6.26,82.1625,7.53608,9.12925,13.7641,11.1532,13.2111,5.02323,5.31001,0.429279,5.04258,2.97707,8.05664,12.25,11.75,12.125,4.15355,3.99789,91.7966,106.038,5.04285,4.99392,2.775,6.59557,1.13932,1.49474,1.86842,0.871931,12.207,0,0.0220608,0,0.376915,0.244,1.19388,0,5.28465,138.346,23.0375,10.9691,0.704344,0,0.020345
2014-01-08 08:12:48,169,442440835353,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,376.382,2.3475,3.9125,1.565,6.26,1.565,8.51494,9.08823,13.7641,11.7373,13.296,6.23697,5.35032,0.410969,5.07558,2.97707,8.30078,12.5,12,12.75,4.07982,3.99789,92.3663,105.875,5.05353,4.896,1.2765,0.961722,1.13932,1.55702,1.80614,0.934212,12.207,0,0.0220608,0,0.376915,0.244,1.18717,0,5.33855,144.043,23.1414,11.1066,0.672606,0,0.0211588
2014-01-08 08:13:48,561,442440895745,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,428.81,1.565,6.26,1.565,9.70464,9.21132,14.0205,12.0304,13.296,7.29203,5.25687,0.42521,5.07924,2.97707,8.05664,12.5,12.25,12.875,4.06753,3.99789,93.3429,107.259,5.04926,5.00371,2.0535,0.837936,1.13932,1.55702,1.86842,0.934212,12.207,0,0.0196096,0,0.376915,0.244,1.19388,0.313,5.2577,145.67,23.1154,11.2897,0.487059,0,0.0211588
2014-01-08 08:14:48,778,442440955962,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7825,2.3475,143.197,493.757,6.26,1.565,10.4891,9.62231,14.6646,12.3664,13.296,8.18815,5.19274,0.66935,4.96743,2.97707,9.35872,13.125,12.5,13.25,4.06206,3.99789,93.8311,107.666,4.95097,4.86173,1.998,8.00483,170.654,1.55702,1.86842,0.871931,12.207,0,0.0220608,0,0.376915,0.244,1.19388,0.313,5.1842,145.67,23.1674,11.4726,0.48767,0,0.0211588
