'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-10 09:51:44,282,442619571466,342620,1926,341534,202,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.844,2500,0.016,2500,0.022,2500,2.042,2500,1.858,2500,0.004,2500,0,0,0,62799,202,65475,11.3719,0,0,0,0
2014-01-10 09:52:44,545,442619631729,342650,1926,341564,50,100,100,100,50,100,100,0,0,0,0,466976,0x03FF1FFF,1.872,2500,0.046,2500,0.348,2500,0.006,2500,0.222,2500,3.266,2500,0,0,0,64576,61833,371,11.3719,0,0,0,0
2014-01-10 09:53:45,19,442619692203,342681,1926,341594,40,40,100,41,40,40,100,0,0,0,0,466976,0x03FF1FFF,0.224,2500,2.152,2500,0.384,2500,0.57,2500,1.246,2500,0.092,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-10 09:54:45,164,442619752348,342711,1927,341623,40,40,100,41,100,100,100,0,0,0,0,466976,0x03FF1FFF,3.302,2500,0.018,2500,0.022,2500,0.34,2500,0.866,2500,0.004,2500,0,0,0,64563,65140,64503,11.7933,0,0,0,0
2014-01-10 09:55:45,429,442619812613,342741,1927,341653,40,46,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.182,2500,0.24,2500,0.438,2500,0.414,2500,0.25,2500,3.474,2500,0,0,0,64804,63023,839,11.7933,0,0,0,0
2014-01-10 09:56:46,654,442619873838,342771,1927,341684,202,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.244,2500,1.684,2500,0.434,2500,0.452,2500,2.2,2500,0.264,2500,0,0,0,65418,3854,242,11.8986,0,0,0,0
2014-01-10 09:57:46,935,442619934119,342802,1927,341714,30,100,30,30,100,100,100,0,0,0,0,466976,0x03FF1FFF,0,2500,0,2500,0,2500,0,2500,0,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-10 09:58:47,194,442619994378,342832,1927,341744,40,40,100,41,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.264,2500,1.19,2500,0.254,2500,1.298,2500,0.01,2500,1.96,2500,0,0,0,382,64548,1015,12.3198,0,0,0,0
2014-01-10 09:59:47,490,442620054674,342862,1927,341774,40,44,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.002,2500,0.158,2500,1.604,2500,0.006,2500,2.82,2500,0.358,2500,0,0,0,1270,1836,65152,12.5304,0,0,0,0
2014-01-10 10:00:48,426,442620115610,342892,1927,341805,100,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,2.22,2500,0.016,2500,0.018,2500,1.992,2500,0.01,2500,0.004,2500,0,0,0,64858,63526,65065,13.0567,0,0,0,0
2014-01-10 10:01:48,902,442620176086,342923,1927,341835,40,40,100,40,40,40,100,0,0,0,0,466976,0x03FF1FFF,0,2500,2.158,2500,0,2500,0,2500,0,2500,1.354,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-10 10:02:49,132,442620236316,342953,1927,341865,40,40,100,41,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.872,2500,0.016,2500,1.456,2500,0.004,2500,1.626,2500,0.006,2500,0,0,0,184,64985,64789,13.4777,0,0,0,0
2014-01-10 10:03:49,349,442620296533,342983,1927,341895,40,40,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.386,2500,0.332,2500,0.152,2500,3.03,2500,0.908,2500,0.006,2500,0,0,0,64689,64038,65078,13.6881,0,0,0,0
2014-01-10 10:04:50,436,442620357620,343013,1927,341926,100,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.002,2500,0.586,2500,1.586,2500,0.09,2500,0.008,2500,1.962,2500,0,0,0,65060,63756,65060,13.8985,0,0,0,0
2014-01-10 10:05:50,945,442620418129,343044,1927,341956,40,40,100,40,40,40,100,0,0,0,0,466976,0x03FF1FFF,0,2500,0,2500,0.402,2500,0,2500,2.768,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-10 10:06:51,81,442620478265,343074,1927,341986,40,40,100,41,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.32,2500,1.684,2500,0.13,2500,2.382,2500,0.23,2500,0.392,2500,0,0,0,64717,222,64891,14.4243,0,0,0,0
2014-01-10 10:07:52,297,442620539481,343104,1927,342017,202,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.002,2500,0.016,2500,2.816,2500,0.078,2500,0.01,2500,1.578,2500,0,0,0,64463,64542,65132,14.6346,0,0,0,0
2014-01-10 10:08:52,623,442620599807,343134,1927,342047,100,100,100,100,100,100,100,0,0,0,0,466976,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,2.566,2500,0.004,2500,0,0,0,224,64935,64852,15.1602,0,0,0,0
2014-01-10 10:09:53,43,442620660227,343165,1927,342077,40,40,100,41,40,40,100,0,0,0,0,466976,0x03FF1FFF,0.002,2500,0.016,2500,0.006,2500,0.632,2500,0.01,2500,1.626,2500,0,0,0,0,0,0,154.068,0,0,0,0
