'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-02-21 00:00:41,550,446212908734,0,0,0,0,0,15.2553,0,Full,5.37224,3.99453,6.88878,142.066,4.2,0
2014-02-21 00:01:46,649,446212973833,0,0,0,0,0,14.0301,0,Full,5.42286,3.99469,6.88878,142.191,4.2,0
2014-02-21 00:02:51,659,446213038843,0,0,0,0,0,14.6425,0,Full,5.38332,3.99475,6.88878,142.315,4.2,0
2014-02-21 00:03:56,647,446213103831,0,0,0,0,0,14.6425,0,Full,5.42209,3.99484,6.88878,142.44,4.2,0
2014-02-21 00:05:01,722,446213168906,0,0,0,0,0,14.6425,0,Full,5.36132,3.99491,6.88878,142.565,4.2,0
2014-02-21 00:06:06,662,446213233846,0,0,0,0,0,14.0301,0,Full,5.36409,3.995,6.88878,142.69,4.2,0
2014-02-21 00:07:11,679,446213298863,0,0,0,0,0,14.0301,0,Full,5.33486,3.99513,6.88878,142.815,4.2,0
2014-02-21 00:08:16,708,446213363892,0,0,0,0,0,14.0301,0,Full,5.36163,3.99513,6.88878,142.94,4.2,0
2014-02-21 00:09:21,724,446213428908,0,0,0,0,0,14.0301,0,Full,5.36317,3.99522,6.88878,143.064,4.2,0
2014-02-21 00:10:26,776,446213493960,0,0,0,0,0,14.0301,0,Full,5.38194,3.99522,6.88878,143.189,4.2,0
2014-02-21 00:11:31,756,446213558940,0,0,0,0,0,14.0301,0,Full,5.3384,3.99528,6.88878,143.314,4.2,0
2014-02-21 00:12:36,756,446213623940,0,0,0,0,0,13.4183,0,Full,5.34563,3.99538,6.88878,143.439,4.2,0
2014-02-21 00:13:41,780,446213688964,0,0,0,0,0,13.4183,0,Full,5.29978,3.99538,6.88878,143.564,4.2,0
2014-02-21 00:14:46,898,446213754082,0,0,0,0,0,12.8067,0,Full,5.30593,3.99544,6.88878,143.689,4.2,0
2014-02-21 00:15:51,878,446213819062,0,0,0,0,0,14.0301,0,Full,5.32963,3.99559,6.88878,143.814,4.2,0
2014-02-21 00:16:56,819,446213884003,0,0,0,0,0,14.0301,0,Full,5.3207,3.99553,6.88878,143.938,4.2,0
2014-02-21 00:18:01,933,446213949117,0,0,0,0,0,13.4183,0,Full,5.33609,3.99559,6.88878,144.063,4.2,0
2014-02-21 00:19:06,897,446214014081,0,0,0,0,0,13.4183,0,Full,5.30224,3.99559,6.88878,144.188,4.2,0
2014-02-21 00:20:11,888,446214079072,0,0,0,0,0,13.4183,0,Full,5.33132,3.99566,6.88878,144.313,4.2,0
2014-02-21 00:21:16,899,446214144083,0,0,0,0,0,13.4183,0,Full,5.29039,3.99572,6.88878,144.438,4.2,0
2014-02-21 00:22:21,931,446214209115,0,0,0,0,0,13.4183,0,Full,5.30947,3.99566,6.88878,144.563,4.2,0
2014-02-21 00:23:26,978,446214274162,0,0,0,0,0,14.0301,0,Full,5.27255,3.99572,6.88878,144.688,4.2,0
2014-02-21 00:24:32,65,446214339249,0,0,0,0,0,13.4183,0,Full,5.25132,3.99569,6.88878,144.812,4.2,0
2014-02-21 00:25:37,63,446214404247,0,0,0,0,0,13.4183,0,Full,5.28378,3.99575,6.88878,144.937,4.2,0
2014-02-21 00:26:42,84,446214469268,0,0,0,0,0,14.0301,0,Full,5.25316,3.99581,6.88878,145.062,4.2,0
2014-02-21 00:27:47,123,446214534307,0,0,0,0,0,14.0301,0,Full,5.30316,3.99581,6.88878,145.187,4.2,0
2014-02-21 00:28:52,78,446214599262,0,0,0,0,0,14.0301,0,Full,5.28762,3.99578,6.88878,145.312,4.2,0
2014-02-21 00:29:57,96,446214664280,0,0,0,0,0,14.0301,0,Full,5.25378,3.99575,6.88878,145.437,4.2,0
2014-02-21 00:31:02,153,446214729337,0,0,0,0,0,14.0301,0,Full,5.27009,3.99584,6.88878,145.562,4.2,0
2014-02-21 00:32:07,165,446214794349,0,0,0,0,0,14.0301,0,Full,5.2307,3.99588,6.88878,145.686,4.2,0
2014-02-21 00:33:12,240,446214859424,0,0,0,0,0,14.0301,0,Full,5.24116,3.99584,6.88878,145.811,4.2,0
2014-02-21 00:34:17,225,446214924409,0,0,0,0,0,14.0301,0,Full,5.26162,3.99584,6.88878,145.936,4.2,0
2014-02-21 00:35:22,257,446214989441,0,0,0,0,0,14.6425,0,Full,5.23347,3.99594,6.88878,146.061,4.2,0
2014-02-21 00:36:27,189,446215054373,0,0,0,0,0,14.0301,0,Full,5.25808,3.99588,6.88878,146.186,4.2,0
2014-02-21 00:37:32,282,446215119466,0,0,0,0,0,14.0301,0,Full,5.19193,3.99594,6.88878,146.311,4.2,0
2014-02-21 00:38:37,248,446215184432,0,0,0,0,0,14.0301,0,Full,5.21731,3.99591,6.88878,146.436,4.2,0
2014-02-21 00:39:42,272,446215249456,0,0,0,0,0,14.6425,0,Full,5.22131,3.99591,6.88878,146.561,4.2,0
2014-02-21 00:40:47,290,446215314474,0,0,0,0,0,14.6425,0,Full,5.21547,3.99594,6.88878,146.685,4.2,0
2014-02-21 00:41:52,260,446215379444,0,0,0,0,0,14.6425,0,Full,5.24378,3.99591,6.88878,146.81,4.2,0
2014-02-21 00:42:57,277,446215444461,0,0,0,0,0,14.6425,0,Full,5.21208,3.99591,6.88878,146.935,4.2,0
2014-02-21 00:44:02,281,446215509465,0,0,0,0,0,14.6425,0,Full,5.25424,3.99591,6.88878,147.06,4.2,0
2014-02-21 00:45:07,392,446215574576,0,0,0,0,0,15.2553,0,Full,5.20624,3.99594,6.88878,147.185,4.2,0
2014-02-21 00:46:12,421,446215639605,0,0,0,0,0,15.8684,0,Full,5.19193,3.99594,6.88878,147.31,4.2,0
2014-02-21 00:47:17,457,446215704641,0,0,0,0,0,15.2553,0,Full,5.19424,3.99594,7.16433,147.438,4.2,0
2014-02-21 00:48:22,378,446215769562,0,0,0,0,0,15.2553,0,Full,5.20177,3.99594,7.16433,147.568,4.2,0
2014-02-21 00:49:27,395,446215834579,0,0,0,0,0,15.2553,0,Full,5.2287,3.99597,7.16433,147.698,4.2,0
2014-02-21 00:50:32,435,446215899619,0,0,0,0,0,15.2553,0,Full,5.21378,3.99591,7.16433,147.828,4.2,0
2014-02-21 00:51:37,454,446215964638,0,0,0,0,0,16.4818,0,Full,5.24378,3.99591,7.16433,147.957,4.2,0
2014-02-21 00:52:42,475,446216029659,0,0,0,0,0,15.8684,0,Full,5.22608,3.99594,7.71543,148.095,4.2,0
2014-02-21 00:53:47,477,446216094661,0,0,0,0,0,15.8684,0,Full,5.19162,3.99588,7.71543,148.235,4.2,0
2014-02-21 00:54:52,479,446216159663,0,0,0,0,0,16.4818,0,Full,5.16947,3.99597,7.71543,148.375,4.2,0
2014-02-21 00:55:57,511,446216224695,0,0,0,0,0,15.8684,0,Full,5.077,3.99594,7.71543,148.514,4.2,0
2014-02-21 00:57:02,623,446216289807,0,0,0,0,0,15.8684,0,Full,4.19988,3.97059,254.609,152.491,4.2,0
2014-02-21 00:58:07,571,446216354755,0,0,0,0,0,16.4818,0,Full,4.19773,3.96806,255.436,157.079,4.2,0
2014-02-21 00:59:12,648,446216419832,0,0,0,0,0,16.4818,0,Full,4.20281,3.96628,254.885,161.679,4.2,0
2014-02-21 01:00:17,699,446216484883,0,0,0,0,0,16.4818,0,Full,4.19804,3.96513,253.231,166.281,4.2,0
2014-02-21 01:01:22,692,446216549876,0,0,0,0,0,16.4818,0,Full,4.20034,3.96416,255.436,170.88,4.2,0
2014-02-21 01:02:27,649,446216614833,0,0,0,0,0,16.4818,0,Full,4.19711,3.96316,257.365,175.479,4.2,0
2014-02-21 01:03:32,677,446216679861,0,0,0,0,0,17.0962,0,Full,4.19711,3.96247,256.538,180.082,4.2,0
2014-02-21 01:04:37,717,446216744901,0,0,0,0,0,16.4818,0,Full,4.19942,3.96178,255.436,184.688,4.2,0
2014-02-21 01:05:42,727,446216809911,0,0,0,0,0,16.4818,0,Full,4.19881,3.96106,257.365,189.294,4.2,0
2014-02-21 01:06:47,827,446216875011,0,0,0,0,0,17.0962,0,Full,4.20019,3.9605,256.538,193.905,4.2,0
2014-02-21 01:07:52,748,446216939932,0,0,0,0,0,16.4818,0,Full,4.19819,3.95972,255.16,198.502,4.2,0
2014-02-21 01:08:57,782,446217004966,0,0,0,0,0,16.4818,0,Full,4.19773,3.95916,256.263,203.108,4.2,0
2014-02-21 01:10:02,819,446217070003,0,0,0,0,0,17.0962,0,Full,4.20096,3.95844,256.538,207.714,4.2,0
2014-02-21 01:11:07,832,446217135016,0,0,0,0,0,17.0962,0,Full,4.20081,3.95778,255.987,212.317,4.2,0
2014-02-21 01:12:12,873,446217200057,0,0,0,0,0,17.0962,0,Full,4.20004,3.95716,256.263,216.922,4.2,0
2014-02-21 01:13:17,970,446217265154,0,0,0,0,0,17.0962,0,Full,4.20004,3.95644,256.263,221.528,4.2,0
2014-02-21 01:14:22,894,446217330078,0,0,0,0,0,16.4818,0,Full,4.20034,3.95575,256.814,226.126,4.2,0
2014-02-21 01:15:27,929,446217395113,0,0,0,0,0,16.4818,0,Full,4.19973,3.95506,256.538,230.727,4.2,0
2014-02-21 01:16:32,959,446217460143,0,0,0,0,0,17.0962,0,Full,4.20296,3.95431,255.987,235.325,4.2,0
2014-02-21 01:17:37,972,446217525156,0,0,0,0,0,17.0962,0,Full,4.20158,3.9535,255.987,239.922,4.2,0
2014-02-21 01:18:42,990,446217590174,0,0,0,0,0,16.4818,0,Full,4.20081,3.95278,255.987,244.52,4.2,0
2014-02-21 01:19:48,6,446217655190,0,0,0,0,0,16.4818,0,Full,4.20265,3.95191,255.16,249.115,4.2,0
2014-02-21 01:20:53,70,446217720254,0,0,0,0,0,16.4818,0,Full,4.1965,3.95116,256.263,253.715,4.2,0
2014-02-21 01:21:58,49,446217785233,0,0,0,0,0,17.0962,0,Full,4.19896,3.95041,256.538,258.309,4.2,0
2014-02-21 01:23:03,60,446217850244,0,0,0,0,0,16.4818,0,Full,4.19773,3.9495,256.538,262.905,4.2,0
2014-02-21 01:24:08,138,446217915322,0,0,0,0,0,16.4818,0,Full,4.19727,3.94875,256.263,267.505,4.2,0
2014-02-21 01:25:13,118,446217980302,0,0,0,0,0,15.8684,0,Full,4.20019,3.94775,255.711,272.096,4.2,0
2014-02-21 01:26:18,131,446218045315,0,0,0,0,0,15.8684,0,Full,4.20158,3.94678,255.987,276.688,4.2,0
2014-02-21 01:27:23,211,446218110395,0,0,0,0,0,15.8684,0,Full,4.19911,3.94584,256.538,281.282,4.2,0
2014-02-21 01:28:28,230,446218175414,0,0,0,0,0,15.2553,0,Full,5.48102,3.96831,8.26653,284.507,4.2,0
2014-02-21 01:29:33,299,446218240483,0,0,0,0,0,15.2553,0,Full,5.51102,3.97166,7.71543,284.651,4.2,0
2014-02-21 01:30:38,216,446218305400,0,0,0,0,0,15.8684,0,Full,5.45717,3.97316,7.43988,284.789,4.2,0
2014-02-21 01:31:43,272,446218370456,0,0,0,0,0,15.2553,0,Full,5.49486,3.97413,7.43988,284.923,4.2,0
2014-02-21 01:32:48,307,446218435491,0,0,0,0,0,15.2553,0,Full,5.43317,3.97472,7.43988,285.058,4.2,0
2014-02-21 01:33:53,301,446218500485,0,0,0,0,0,15.2553,0,Full,5.4684,3.97519,7.43988,285.193,4.2,0
2014-02-21 01:34:58,355,446218565539,0,0,0,0,0,15.2553,0,Full,5.44994,3.97556,7.43988,285.328,4.2,0
2014-02-21 01:36:03,369,446218630553,0,0,0,0,0,14.6425,0,Full,5.40671,3.97575,7.43988,285.463,4.2,0
2014-02-21 01:37:08,423,446218695607,0,0,0,0,0,14.6425,0,Full,5.45363,3.97597,7.43988,285.598,4.2,0
2014-02-21 01:38:13,411,446218760595,0,0,0,0,0,14.6425,0,Full,5.42517,3.97613,7.43988,285.732,4.2,0
2014-02-21 01:39:18,419,446218825603,0,0,0,0,0,14.6425,0,Full,5.44686,3.97634,7.16433,285.867,4.2,0
2014-02-21 01:40:23,489,446218890673,0,0,0,0,0,14.6425,0,Full,5.41655,3.97647,6.88878,285.995,4.2,0
2014-02-21 01:41:28,530,446218955714,0,0,0,0,0,14.6425,0,Full,5.41686,3.97653,6.88878,286.12,4.2,0
2014-02-21 01:42:33,523,446219020707,0,0,0,0,0,14.6425,0,Full,5.38255,3.97669,6.88878,286.245,4.2,0
2014-02-21 01:43:38,505,446219085689,0,0,0,0,0,14.0301,0,Full,5.40763,3.97678,6.88878,286.37,4.2,0
