'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-02-21 08:18:08,188,446242755372,1.25,2.10937,1.13647,0.0103759,91.909,4.94874,0.287696,2.95165,-0.322656,466.422,142.456,39.7939,9.38949,2.95075,2.93773,2.96874,2.98461
2014-02-21 08:19:12,858,446242820042,4.25,0.19104,1.13098,1.27258,94.4065,4.94874,2.7291,2.95165,1.5084,474.481,143.921,40.0714,9.25518,2.94994,2.93773,2.96874,2.98461
2014-02-21 08:20:13,655,446242880839,6.5,0.0024414,1.1261,0.0115967,92.353,4.94874,5.17051,2.95043,2.7291,463.492,145.996,40.0159,9.10866,2.94994,2.93691,2.96752,2.98461
2014-02-21 08:21:15,784,446242942968,8.5,2.11425,1.12915,0.0115967,92.797,4.94874,6.39122,2.95043,3.94981,475.946,145.874,39.9604,9.07203,2.94994,2.93691,2.96752,2.98461
2014-02-21 08:22:15,989,446243003173,9.75,2.11425,1.13708,2.11425,94.795,4.94874,8.22227,2.95043,4.56016,466.422,146.484,39.9604,9.05982,2.94994,2.93691,2.96752,2.98461
2014-02-21 08:23:16,114,446243063298,11.125,0.0036621,1.1145,0.0115967,92.464,4.95118,9.44298,2.95043,5.17051,465.934,147.095,39.8494,9.35286,2.94994,2.93691,2.96752,2.98461
2014-02-21 08:24:29,158,446243136342,12.25,0.0036621,1.11999,0.0109863,92.6305,4.95118,10.6637,2.95043,5.17051,470.085,146.484,39.8494,9.47496,2.94994,2.93691,2.9663,2.98461
2014-02-21 08:25:30,151,446243197335,13.375,0.0036621,1.12243,0.0115967,92.8525,4.95118,11.274,2.95043,5.78086,482.783,148.315,39.7384,9.43833,2.94912,2.9361,2.9663,2.98461
2014-02-21 08:26:30,726,446243257910,14.125,0.0036621,1.13159,0.0109863,92.5195,4.95118,12.4947,2.94921,6.39122,473.015,148.071,39.9604,9.24297,2.94912,2.9361,2.9663,2.98461
2014-02-21 08:27:30,778,446243317962,15.625,0.0860593,1.13525,2.11547,96.016,4.95118,13.1051,2.94921,7.00157,482.539,146.606,39.4609,9.41391,2.94994,2.93691,2.9663,2.98461
2014-02-21 08:28:36,90,446243383274,15.5,0.429686,1.13342,2.00683,95.7385,4.95118,13.7154,2.94921,7.61192,466.422,148.804,39.5719,9.45054,2.94912,2.93691,2.9663,2.98461
2014-02-21 08:29:37,855,446243445039,15.75,2.11791,1.12549,0.0115967,93.4075,4.95118,14.3258,2.94921,7.61192,460.073,148.56,39.7939,9.26739,2.94912,2.9361,2.9663,2.98461
2014-02-21 08:30:37,910,446243505094,16.375,0.0103759,1.12976,0.0109863,92.908,4.95118,14.9361,2.94921,8.22227,484.737,149.658,39.7384,9.09645,2.94994,2.9361,2.9663,2.98461
2014-02-21 08:31:37,967,446243565151,17,2.11914,1.13525,2.11669,95.9605,4.95362,15.5465,2.94921,8.22227,481.562,147.095,39.9049,9.25518,2.94912,2.9361,2.9663,2.98461
2014-02-21 08:32:38,901,446243626085,17.125,2.02758,1.13769,2.1173,96.46,4.95118,15.5465,2.94921,8.83262,480.586,148.804,39.5164,9.20634,2.94912,2.9361,2.9663,2.98583
2014-02-21 08:33:39,2,446243686186,17.875,0.0256347,1.12976,0.0115967,92.908,4.95118,16.1568,2.94921,9.44298,479.853,149.658,39.9604,9.02319,2.94912,2.9361,2.9663,2.98461
2014-02-21 08:34:39,100,446243746284,18.375,1.88598,1.13159,1.90917,95.572,4.95118,16.7672,2.94799,10.0533,480.83,150.513,39.9049,9.12087,2.94912,2.9361,2.9663,2.98461
2014-02-21 08:35:39,195,446243806379,18.875,0.584715,1.12793,0.0115967,93.463,4.95362,16.7672,2.94799,10.0533,480.83,149.17,39.7939,9.2796,2.94912,2.9361,2.9663,2.98461
2014-02-21 08:36:39,324,446243866508,19.375,0.0036621,1.12426,0.0341796,93.4075,4.95362,17.3776,2.94799,10.6637,477.167,150.635,40.4044,8.98656,2.94912,2.93691,2.9663,2.98461
2014-02-21 08:37:42,203,446243929387,19.75,2.12219,1.13647,2.11914,93.019,4.95362,17.9879,2.94799,11.274,483.028,150.635,40.2379,8.96214,2.94912,2.9361,2.96508,2.98461
2014-02-21 08:38:47,225,446243994409,20.125,0.0036621,1.11877,0.0109863,93.1855,4.95362,18.5983,2.94799,11.274,478.876,149.658,39.8494,9.08424,2.94912,2.9361,2.96508,2.98461
2014-02-21 08:39:52,275,446244059459,20.625,0.0036621,1.13647,1.83288,96.2935,4.95362,18.5983,2.94799,11.8844,468.376,150.269,39.9049,9.07203,2.94912,2.9361,2.96508,2.98461
2014-02-21 08:40:57,354,446244124538,20.875,0.00427245,1.13159,1.60278,96.0715,4.95362,19.2086,2.94799,12.4947,463.003,150.513,40.0714,9.29181,2.94912,2.9361,2.9663,2.98461
2014-02-21 08:42:02,329,446244189513,21.5,1.49536,1.1322,1.97814,96.238,4.95362,19.819,2.94799,12.4947,468.62,150.879,39.7939,8.92551,2.94912,2.9361,2.96508,2.98461
2014-02-21 08:43:07,339,446244254523,21.875,0.0836179,1.12915,0.33081,94.462,4.95362,19.819,2.94799,13.1051,479.609,151.123,39.9604,9.26739,2.94912,2.9361,2.96508,2.98461
2014-02-21 08:44:12,392,446244319576,22.125,0.0036621,1.11389,0.542601,95.4055,4.95362,20.4293,2.94799,13.1051,474.236,150.513,39.8494,9.37728,2.94912,2.9361,2.96508,2.98461
2014-02-21 08:45:17,435,446244384619,22.5,0.0665281,1.13159,0.0720213,94.1845,4.95606,20.4293,2.94799,13.7154,485.958,151.855,39.9604,9.0354,2.94912,2.9361,2.96508,2.98461
2014-02-21 08:46:22,440,446244449624,22.875,0.369262,1.13098,0.347289,94.4065,4.95606,21.0397,2.94799,13.7154,485.714,150.391,39.9049,9.20634,2.94912,2.9361,2.96508,2.98461
2014-02-21 08:47:27,414,446244514598,23.375,0.0036621,1.1206,0.0115967,94.2955,4.95606,21.0397,2.94799,14.3258,480.341,152.1,39.9049,8.97435,2.94912,2.9361,2.96508,2.98461
2014-02-21 10:01:04,784,446248931968,1.625,1.92199,1.13464,1.94091,93.2965,4.9463,0.287696,2.95165,-0.933008,483.516,142.212,39.7939,9.47496,2.94994,2.93691,2.96874,2.98461
2014-02-21 10:02:05,410,446248992594,3.75,2.10998,1.13525,2.10815,95.128,4.95118,2.7291,2.95165,2.11875,474.969,144.287,39.9604,9.62148,2.94994,2.93773,2.96752,2.98461
2014-02-21 10:03:08,88,446249055272,6.125,2.11303,1.14319,2.11303,94.906,4.95118,4.56016,2.95165,2.7291,471.306,145.63,39.9049,9.10866,2.94994,2.93691,2.96752,2.98461
2014-02-21 10:04:13,47,446249120231,8.25,1.4862,1.12793,0.0115967,93.019,4.95118,6.39122,2.95043,3.94981,472.527,145.508,39.6829,9.24297,2.94994,2.93691,2.96752,2.98461
2014-02-21 10:05:13,740,446249180924,10.5,0.0024414,0.75073,0.012207,93.796,4.94874,8.22227,2.95043,4.56016,450.061,145.996,39.6829,9.35286,2.94994,2.93691,2.96752,2.98461
2014-02-21 10:06:13,901,446249241085,11,1.47277,1.11938,0.012207,93.1855,4.95118,9.44298,2.95043,5.17051,478.388,147.705,39.4609,9.31623,2.94912,2.93691,2.9663,2.98461
2014-02-21 10:07:14,64,446249301248,12.25,0.720823,1.13342,1.63147,95.128,4.95362,10.6637,2.95043,5.78086,467.643,148.071,39.6274,9.18192,2.94994,2.9361,2.9663,2.98461
2014-02-21 10:08:14,275,446249361459,13.25,0.0036621,1.10473,0.0115967,92.242,4.95118,11.274,2.94921,6.39122,476.678,147.217,39.6829,9.45054,2.94994,2.93691,2.9663,2.98461
2014-02-21 10:09:14,494,446249421678,14.25,0.386352,1.12976,0.489501,94.1845,4.95118,12.4947,2.94921,7.00157,479.609,147.339,39.7384,9.37728,2.94994,2.93691,2.9663,2.98461
2014-02-21 10:10:14,668,446249481852,15,0.220336,1.12793,0.396117,94.129,4.95118,13.1051,2.94921,7.00157,480.586,146.484,39.7384,9.51159,2.94912,2.93691,2.9663,2.98461
2014-02-21 10:11:14,882,446249542066,15.625,0.0866697,1.12976,0.0146484,92.5195,4.95118,13.7154,2.94921,7.61192,480.341,147.827,39.6829,9.54822,2.94912,2.9361,2.9663,2.98461
2014-02-21 10:12:15,73,446249602257,16.25,2.11914,1.13769,2.11914,95.7385,4.94874,14.3258,2.94921,8.22227,477.655,149.536,39.8494,9.07203,2.94912,2.9361,2.9663,2.98461
