'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'TMS470 Video ADC Temperature(°C),'TMS470 Heater Voltage(V),'TMS470 +6V(V),'MAX1231 Temperature(°C),'MAX1231 H1H (+6V)(V),'MAX1231 HRH (+1.5V)(V),'MAX1231 vh+fdh (+8V)(V),'MAX1231 RDL (+11V)(V),'MAX1231 RR (+1.5V)(V),'MAX1231 +15V(V),'MAX1231 +Sub (+10V)(V),'MAX1231 +18V(V),'MAX1231 +5VA(V),'MAX1231 H1L (-4V)(V),'MAX1231 ESD (+8V)(V),'MAX1231 -FDL (-9V)(V),'MAX1231 HRL (-3.5V)(V),'MAX1231 OGL (-2.5V)(V),'MAX1231 -18V(V),'MAX1231 -5VA(V),'GPIO GIO Dir A,'GPIO GIO DIn A,'GPIO GIO DOut A,'GPIO HET Dir A,'GPIO HET DIn A,'GPIO HET DOut A,'FPGA Status[0],'FPGA Status[1],'IOBC Exception[0],'IOBC Exception[1],'IOBC Exception[2],'IOBC Exception[3]
2014-02-21 10:06:47,487,446249274671,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0,0x00,0x00,0x00,0x00
2014-02-21 10:07:47,979,446249335163,7.29874,0,2.1654,6.25,0.0123984,0.0086658,0.033525,0,0,0,0,5.1208,2.09078,-3.09016,-8.80971,-13.6163,-2.60544,-3.30856,-15.8921,-4.7912,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-21 10:08:48,491,446249395675,7.71902,0,2.17342,6.625,0.0144648,0.0086658,0.033525,0,0,0,0,5.11421,2.09078,-3.0856,-8.79588,-13.5955,-2.60268,-3.30496,-15.8761,-4.78401,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x00000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-21 10:09:52,972,446249460156,7.92865,0,2.17342,7.125,0.0144648,0.0086658,0.033525,0,0,0,0,5.11421,2.09078,-3.0856,-8.79588,-13.5955,-2.60268,-3.30315,-15.8761,-4.78401,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-21 10:10:58,45,446249525229,8.24248,0,2.1654,7.5,0.010332,0.0079992,0.033525,0,0,0,0,5.10763,2.08778,-3.07648,-8.74056,-13.5677,-2.59716,-3.29773,-15.8442,-4.77682,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-21 10:12:03,75,446249590259,8.55561,0,2.18144,7.875,0.0144648,0.0086658,0.03725,0,0,0,0,5.1208,2.09379,-3.08712,-8.80049,-13.5955,-2.60268,-3.30315,-15.8761,-4.78641,0xD3000000,0x6E000000,0x42000000,0x01000000,0x00000000,0x02000000,0,0,0xFF,0xFF,0xFF,0xFF
2014-02-21 10:13:17,710,446249664894,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0,0x00,0x00,0x00,0x00
2014-02-21 10:14:27,748,446249734932,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0,0x00,0x00,0x00,0x00
2014-02-21 10:15:37,784,446249804968,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0,0x00,0x00,0x00,0x00
2014-02-21 10:16:47,812,446249874996,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0,0x00,0x00,0x00,0x00
