'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-01-22 07:28:23,81,443647770265,6.75,2.11914,1.13952,2.11852,95.239,4.96095,5.78086,2.95531,5.17051,483.76,144.653,39.5719,9.80463,2.95401,2.94098,2.9724,2.98949
2014-01-22 07:29:23,939,443647831123,8.875,1.7279,1.13281,1.97326,95.572,4.9585,7.61192,2.95409,6.39122,477.899,145.996,40.1824,9.79242,2.95319,2.94017,2.97118,2.98827
2014-01-22 09:07:20,97,443653707281,11.25,0.326537,1.13159,0.0109863,92.686,4.9585,9.44298,2.95287,6.39122,478.144,147.705,39.7939,9.25518,2.95156,2.93935,2.96996,2.98705
2014-01-22 09:08:20,274,443653767458,12.75,0.0036621,1.12121,0.0115967,93.2965,4.95362,11.274,2.95043,7.00157,469.352,146.484,39.4609,9.46275,2.94994,2.93773,2.96752,2.98583
2014-01-22 09:09:21,675,443653828859,13.75,0.0048828,1.12426,0.0115967,93.352,4.95606,11.8844,2.95043,7.61192,477.655,146.851,39.9049,9.35286,2.94994,2.93691,2.96752,2.98461
2014-01-22 09:10:21,989,443653889173,14.625,0.00305175,1.12549,0.0140381,93.4075,4.95362,13.1051,2.95043,7.61192,474.481,148.193,40.0714,9.41391,2.94994,2.93691,2.9663,2.98461
2014-01-22 09:11:23,125,443653950309,15.5,1.41357,1.12426,0.0109863,95.1835,4.95118,14.3258,2.94921,8.22227,483.028,148.193,39.6274,9.59706,2.94994,2.93691,2.9663,2.98461
2014-01-22 09:12:23,484,443654010668,16.5,2.11975,1.14013,2.11914,95.683,4.95362,14.9361,2.94921,8.83262,485.225,149.902,39.8494,9.05982,2.94994,2.93691,2.9663,2.98583
2014-01-22 07:30:24,380,443647891564,11,0.0024414,1.12732,0.012207,92.7415,4.95606,9.44298,2.95165,7.00157,474.969,146.362,39.8494,9.4017,2.95156,2.93935,2.96874,2.98705
2014-01-22 07:31:25,64,443647952248,12.5,0.0164795,1.13281,1.45324,94.906,4.95362,11.274,2.95043,7.61192,482.783,147.949,39.9049,9.2796,2.95156,2.93773,2.96874,2.98583
