'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-22 00:00:15,424,443620882608,25223,85,25189,40,40,100,41,40,40,100,0,0,0,0,2236448,0x03FF1FFF,0.77,2500,0.014,2500,0.004,2500,0.452,2500,0.01,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-22 00:01:15,544,443620942728,25253,85,25219,40,40,100,41,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.686,2500,0.016,2500,0.002,2500,0.348,2500,0.01,2500,0.178,2500,0,0,0,63990,63645,65516,20.6154,0,0,0,0
2014-01-22 00:02:15,801,443621002985,25283,85,25249,40,44,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.708,2500,0.014,2500,0.004,2500,0.148,2500,0.01,2500,0.23,2500,0,0,0,539,63066,65131,21.0342,0,0,0,0
2014-01-22 00:03:17,196,443621064380,25313,85,25280,100,100,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.772,2500,0.016,2500,0.002,2500,0.274,2500,0.01,2500,0.152,2500,0,0,0,590,1173,64754,21.1389,0,0,0,0
2014-01-22 00:04:17,473,443621124657,25344,85,25310,40,40,100,41,40,40,100,0,0,0,0,2236448,0x03FF1FFF,0.538,2500,0.014,2500,0.004,2500,0.396,2500,0.01,2500,0.272,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-22 00:05:17,721,443621184905,25374,85,25340,40,40,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.198,2500,0.016,2500,0.002,2500,0.28,2500,0.01,2500,0.608,2500,0,0,0,64251,64065,65515,21.5576,0,0,0,0
2014-01-22 00:06:18,986,443621246170,25404,85,25371,100,100,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.238,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,0.902,2500,0,0,0,330,63201,65305,21.7668,0,0,0,0
2014-01-22 00:07:19,248,443621306432,25434,85,25401,100,100,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,522,145,64826,21.7668,0,0,0,0
2014-01-22 00:08:19,385,443621366569,25465,85,25431,40,40,100,41,40,40,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-22 00:09:19,459,443621426643,25495,85,25461,40,40,100,41,100,40,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-22 00:10:19,653,443621486837,25525,85,25491,40,40,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,713,63421,65431,21.6622,0,0,0,0
2014-01-22 00:11:19,907,443621547091,25555,85,25521,40,46,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,733,65384,64914,21.3482,0,0,0,0
2014-01-22 00:12:20,441,443621607625,25585,85,25552,100,100,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,65061,64502,64927,21.2436,0,0,0,0
2014-01-22 00:13:21,8,443621668192,25615,85,25582,100,100,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,175,63023,70,21.0342,0,0,0,0
2014-01-22 00:14:23,67,443621730251,25646,85,25613,100,100,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,1400,64826,116,20.8248,0,0,0,0
2014-01-22 00:15:23,151,443621790335,25676,85,25643,100,100,100,100,100,100,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,837,420,64922,20.6154,0,0,0,0
2014-01-22 00:16:23,417,443621850601,25707,85,25673,40,40,100,41,40,40,100,0,0,0,0,2236448,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
