'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState 1,'ACS SubState 2,'ACS SubState 3,'ACS SubState 4,'ACS SubState 5,'ACS SubState 6,'ACS SubState 7,'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C)
2014-02-25 00:00:12,391,446558479575,50206,786,49627,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.006,2500,0.01,2500,0.006,2500,-2.41014,0,1.69911,898,3517,469,15.2653
2014-02-25 00:01:17,995,446558545179,50239,786,49660,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.006,2500,0.01,2500,0.006,2500,2.98905,2.67696,-1.47279,64327,3443,416,14.5295
2014-02-25 00:02:23,200,446558610384,50272,786,49692,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,64062,1403,64630,13.7933
2014-02-25 00:03:28,209,446558675393,50304,786,49725,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,-2.88915,0,1228,65468,64442,13.162
2014-02-25 00:04:33,826,446558741010,50337,786,49758,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,1.57629,2.86564,0,2610,1204,264,12.4251
2014-02-25 00:05:38,332,446558805516,50369,786,49790,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,-3.37338,2.2465,540,2938,1260,11.8986
2014-02-25 00:06:43,854,446558871038,50402,786,49823,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.006,2500,0.01,2500,0.006,2500,-1.84604,0,1.83716,62924,2089,393,11.1611
2014-02-25 00:07:48,341,446558935525,50434,786,49855,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.006,2500,0.01,2500,0.006,2500,0,0,0,64149,63861,64383,10.5287
2014-02-25 00:08:53,830,446559001014,50467,786,49888,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,2.02,2500,0.004,2500,1.47,2500,0.01,2500,0.272,2500,-1.75512,0,1.94063,1934,62598,64947,9.89601
2014-02-25 00:09:59,146,446559066330,50500,786,49920,40,40,100,41,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,2.06,2500,0.01,2500,0.608,2500,0,0,2.64906,2227,64046,1051,9.57956
2014-02-25 00:11:04,0,446559131184,50532,786,49953,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,1.54,2500,0.016,2500,0.002,2500,0.006,2500,0.01,2500,1.508,2500,0,0,0,64910,65434,1651,9.26305
2014-02-25 00:12:09,239,446559196423,50565,786,49985,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.018,2500,1.598,2500,0.004,2500,0.01,2500,2.028,2500,-2.14373,-3.38413,-1.6933,62358,64529,192,8.94648
2014-02-25 00:13:14,282,446559261466,50597,786,50018,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,1.182,2500,0.004,2500,0.004,2500,0.01,2500,1.328,2500,0,2.26004,0,64588,62540,64376,8.52427
2014-02-25 00:14:19,837,446559327021,50630,786,50051,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,1.99,2500,0.01,2500,0.656,2500,-2.20066,0,0,1627,61672,65026,8.20754
2014-02-25 00:15:24,353,446559391537,50662,786,50083,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.82,2500,0.018,2500,0.004,2500,0.236,2500,0.01,2500,0.004,2500,1.4621,0,-2.12764,1453,61407,676,7.99634
2014-02-25 00:16:29,885,446559457069,50695,786,50116,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,1.75,2500,0.018,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,-2.21555,-2.94505,64843,61256,912,7.6795
2014-02-25 00:17:34,438,446559521622,50727,786,50148,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.018,2500,2,2500,0.006,2500,0.01,2500,1.25,2500,-3.73373,0,0,63423,61720,65326,7.57387
2014-02-25 00:18:39,913,446559587097,50760,786,50181,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.074,2500,0.004,2500,0.004,2500,0.01,2500,1.722,2500,-2.14247,-3.61624,0,64921,62860,64198,7.15127
2014-02-25 00:19:44,453,446559651637,50792,786,50213,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.164,2500,0.018,2500,0.004,2500,1.232,2500,0.01,2500,0.31,2500,0,0,-2.57891,1473,63345,64329,6.93993
2014-02-25 00:20:49,998,446559717182,50825,786,50246,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.906,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,1.83115,-3.14933,2.22196,2300,62666,64956,6.72855
2014-02-25 00:21:55,262,446559782446,50858,786,50278,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.61,2500,0.018,2500,1.082,2500,0.006,2500,0.232,2500,0.006,2500,0,0,0,1850,61636,65237,6.51715
2014-02-25 00:23:00,28,446559847212,50890,786,50311,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.018,2500,1.446,2500,0.004,2500,0.01,2500,0.006,2500,2.28436,-2.16706,-3.14458,918,61220,64968,6.51715
2014-02-25 00:24:05,784,446559912968,50923,786,50344,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.018,2500,0.004,2500,0.004,2500,0.01,2500,1.626,2500,2.37134,-2.2098,0,113,62656,64290,6.51715
2014-02-25 00:25:10,300,446559977484,50955,786,50376,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.636,2500,0.018,2500,0.002,2500,0.004,2500,0.01,2500,0.006,2500,-2.77874,0,1.96562,453,1046,64055,6.41144
2014-02-25 00:26:15,698,446560042882,50988,786,50409,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.3,2500,0.016,2500,0.004,2500,0.004,2500,0.322,2500,0.006,2500,0,0,-2.09417,1815,3289,64800,6.41144
2014-02-25 00:27:20,427,446560107611,51020,786,50441,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.018,2500,0.022,2500,0.004,2500,0.73,2500,0.006,2500,1.97707,2.18348,0,2883,1620,94,6.41144
2014-02-25 00:28:25,916,446560173100,51053,786,50474,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.648,2500,0.004,2500,0.01,2500,0.004,2500,0,-2.73855,0,2518,63513,124,6.51715
2014-02-25 00:29:31,222,446560238406,51086,786,50506,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0,2500,0.016,2500,0.054,2500,0.004,2500,0.01,2500,0.672,2500,0,-2.75722,0,943,62161,64852,6.72855
2014-02-25 00:30:36,1,446560303185,51118,786,50539,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.74,2500,0.018,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,1.77325,-2.46454,2.77211,64853,65400,64296,7.15127
2014-02-25 00:31:41,264,446560368448,51151,786,50571,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.326,2500,0.016,2500,0.004,2500,0.004,2500,0.49,2500,0.004,2500,3.51283,2.19413,0,65006,4172,65153,7.15127
2014-02-25 00:32:46,399,446560433583,51183,786,50604,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.59,2500,0.006,2500,0,3.27927,1.89454,1036,3258,791,7.57387
2014-02-25 00:33:51,888,446560499072,51216,786,50637,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.724,2500,0.004,2500,0.008,2500,0.006,2500,0,2.00389,1.69109,1525,64279,896,7.78512
2014-02-25 00:34:57,259,446560564443,51249,786,50669,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.108,2500,0.004,2500,0.01,2500,0.664,2500,1.68291,2.31673,-2.22631,169,61885,140,8.4187
2014-02-25 00:36:01,949,446560629133,51281,786,50702,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.548,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.126,2500,-2.70057,-2.11266,0,63861,63795,65158,8.94648
2014-02-25 00:37:07,221,446560694405,51314,786,50734,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.598,2500,0.016,2500,0.004,2500,0.132,2500,0.01,2500,0.004,2500,0,0,0,63783,2352,112,9.26305
2014-02-25 00:38:12,285,446560759469,51346,786,50767,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.64,2500,0.006,2500,0,2.29823,0,65065,2661,885,9.68505
2014-02-25 00:39:17,680,446560824864,51379,786,50800,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.69,2500,0.004,2500,0.01,2500,0.004,2500,0,-2.48285,0,65433,466,1185,10.1069
2014-02-25 00:40:22,337,446560889521,51411,786,50832,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.168,2500,0.004,2500,0.01,2500,0.426,2500,-1.738,-2.82703,2.2958,64719,64938,1081,10.5287
2014-02-25 00:41:27,839,446560955023,51444,786,50865,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.64,2500,0,-3.2745,2.25759,64186,492,952,11.0557
2014-02-25 00:42:33,80,446561020264,51477,786,50897,40,40,100,41,40,40,100,0,0x00222020,0x03FF1FFF,0.528,2500,0.016,2500,0.004,2500,0.136,2500,0.01,2500,0.004,2500,0,-2.44121,0,0,0,0,154.068
2014-02-25 00:43:37,852,446561085036,51509,786,50930,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.462,2500,0.016,2500,0.004,2500,0.004,2500,0.11,2500,0.004,2500,0,0,2.12935,64126,1601,1002,12.1092
2014-02-25 00:44:43,757,446561150941,51542,786,50962,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.77,2500,0.004,2500,0.01,2500,0.004,2500,0,-2.83564,0,63761,2808,622,12.6357
2014-02-25 00:45:48,304,446561215488,51574,786,50995,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.51,2500,0.004,2500,0.01,2500,0.234,2500,-2.57891,-2.98995,0,64779,4432,317,13.162
2014-02-25 00:46:53,734,446561280918,51607,786,51028,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.582,2500,-2.13377,3.38471,0,849,4210,767,13.6881
2014-02-25 00:47:58,402,446561345586,51639,786,51060,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.162,2500,0.016,2500,0.004,2500,0.586,2500,0.01,2500,0.006,2500,0,-2.92589,-1.90799,635,1942,1562,13.8985
2014-02-25 00:49:03,758,446561410942,51672,786,51093,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.674,2500,0.016,2500,0.002,2500,0.004,2500,0.01,2500,0.004,2500,1.50543,0,0,63650,65301,1403,14.5295
2014-02-25 00:50:08,416,446561475600,51704,786,51125,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.696,2500,0.004,2500,0.01,2500,0.004,2500,0,2.02584,0,62261,1251,65111,14.95
2014-02-25 00:51:13,880,446561541064,51737,786,51158,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.266,2500,0.004,2500,0.01,2500,0.45,2500,-1.66847,0,0,230,3981,64177,15.3704
2014-02-25 00:52:18,477,446561605661,51769,786,51190,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.658,2500,-2.96735,0,0,2999,3723,70,15.5805
2014-02-25 00:53:23,953,446561671137,51802,786,51223,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.448,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.336,2500,0,0,-2.75066,1879,892,1768,15.8957
2014-02-25 00:54:29,277,446561736461,51835,786,51255,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.756,2500,0.016,2500,0.026,2500,0.004,2500,0.01,2500,0.004,2500,-1.98512,2.28477,2.32592,63927,62959,1692,16.2108
2014-02-25 00:55:34,5,446561801189,51867,786,51288,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.658,2500,0.004,2500,0.01,2500,0.004,2500,-2.37081,-3.03927,-1.96655,62278,62569,64917,16.3158
2014-02-25 00:56:39,661,446561866845,51900,786,51321,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.746,2500,-2.52494,2.66226,0,388,678,63547,16.5259
2014-02-25 00:57:44,316,446561931500,51932,786,51353,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.752,2500,-2.0535,1.73594,0,3452,2861,64947,16.7359
2014-02-25 00:58:49,713,446561996897,51965,786,51386,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.718,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,1.93811,3195,1692,1233,16.8408
2014-02-25 00:59:54,324,446562061508,51997,786,51418,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.844,2500,0.004,2500,0.01,2500,0.004,2500,0,0,2.50901,895,63727,1991,16.9458
2014-02-25 01:00:59,753,446562126937,52030,786,51451,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.702,2500,0.004,2500,0.018,2500,0.004,2500,1.82694,3.40474,0,63972,60882,960,17.0508
2014-02-25 01:02:04,316,446562191500,52062,786,51483,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.1,2500,0.01,2500,0.502,2500,0,0,2.05507,63976,61809,64374,17.1557
2014-02-25 01:03:09,758,446562256942,52095,786,51516,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.68,2500,0.01,2500,0.004,2500,0,2.3941,0,914,1682,63846,17.3657
2014-02-25 01:04:14,415,446562321599,52127,786,51548,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.664,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,-2.84122,0,0,2274,4283,65462,17.5755
2014-02-25 01:05:19,947,446562387131,52160,786,51581,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.838,2500,0.004,2500,2.04277,-3.91097,0,1033,2350,1582,17.7854
2014-02-25 01:06:24,477,446562451661,52192,786,51613,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.59,2500,0.004,2500,0,2.77696,2.71307,64226,63305,1350,17.8903
2014-02-25 01:07:29,937,446562517121,52225,786,51646,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.638,2500,0.01,2500,0.004,2500,2.47957,-2.1487,0,63665,62595,64966,18.205
2014-02-25 01:08:35,279,446562582463,52258,786,51678,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.716,2500,0.01,2500,0.004,2500,0,1.8523,-2.44653,65426,1648,64211,18.5196
2014-02-25 01:09:40,0,446562647184,52290,787,51710,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.56,2500,0.016,2500,0.004,2500,0.004,2500,0.246,2500,0.004,2500,0,-3.10807,0,541,4345,65444,18.939
2014-02-25 01:10:45,855,446562713039,52323,787,51743,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.724,2500,0.004,2500,2.4802,0,-2.23623,64722,2556,1041,19.2535
2014-02-25 01:11:50,282,446562777466,52355,787,51775,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.67,2500,0.05,2500,0.004,2500,0,3.96348,0,63604,64435,436,19.7774
2014-02-25 01:12:55,870,446562843054,52388,787,51808,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.562,2500,0.01,2500,0.004,2500,-2.42007,-2.80335,0,64319,64826,64760,20.3012
2014-02-25 01:14:00,372,446562907556,52420,787,51840,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.386,2500,0.016,2500,0.004,2500,0.142,2500,0.01,2500,0.004,2500,0,0,-2.40481,65198,2443,64803,20.6154
2014-02-25 01:15:05,815,446562972999,52453,787,51873,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.232,2500,0.014,2500,0.004,2500,0.24,2500,0.122,2500,0.004,2500,3.34993,0,0,64780,3070,171,21.2436
2014-02-25 01:16:10,429,446563037613,52485,787,51905,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,2.00172,-1.51448,63986,725,327,21.5576
2014-02-25 01:17:16,18,446563103202,52518,787,51938,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,-2.45665,0,-2.07254,64274,64886,65155,21.9761
2014-02-25 01:18:20,475,446563167659,52550,787,51970,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,-1.8898,-3.75467,1.50265,64989,1132,64860,22.3945
2014-02-25 01:19:26,32,446563233216,52583,787,52003,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,-2.84879,-2.16138,64837,2441,65381,22.6037
2014-02-25 01:20:31,874,446563299058,52616,787,52036,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,-2.72513,0,64212,819,170,22.8129
2014-02-25 01:21:36,405,446563363589,52648,787,52068,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,2.17851,-1.39453,64484,64668,65257,22.8129
2014-02-25 01:22:42,21,446563429205,52681,787,52101,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,3.13361,0,65251,482,64878,22.7083
2014-02-25 01:23:46,500,446563493684,52713,787,52133,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,3.19786,0,0,65141,2324,65294,22.4991
2014-02-25 01:24:52,18,446563559202,52746,787,52166,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,2.5201,64420,1117,312,22.3945
2014-02-25 01:25:57,883,446563625067,52779,787,52199,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,-2.86033,0,64658,63933,21,22.1853
2014-02-25 01:27:02,327,446563689511,52811,787,52231,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,2.29737,0,245,64564,64985,21.9761
2014-02-25 01:28:07,925,446563755109,52844,787,52264,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,2.10715,2.57967,572,2050,65197,21.7668
2014-02-25 01:29:12,439,446563819623,52876,787,52296,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,-2.69563,-1.91122,65239,2349,461,21.5576
2014-02-25 01:30:17,994,446563885178,52909,787,52329,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,-3.66458,2.88246,64877,64726,706,21.2436
2014-02-25 01:31:22,487,446563949671,52941,787,52361,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.012,2500,0.004,2500,0,0,-1.93943,386,63092,214,20.9295
2014-02-25 01:32:27,949,446564015133,52974,787,52394,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,1.5135,0,-1.45049,1489,64908,65508,20.6154
2014-02-25 01:33:33,797,446564080981,53007,787,52426,40,41,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,2.72788,2.17728,1390,1546,423,20.0917
2014-02-25 01:34:38,259,446564145443,53039,787,52459,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,2.92591,0,640,1089,959,19.7774
2014-02-25 01:35:43,889,446564211073,53072,787,52492,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,-2.93908,-1.7686,0,404,64652,1051,19.2535
2014-02-25 01:36:48,331,446564275515,53104,787,52524,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,-3.02249,1.96504,2.02271,758,63810,943,18.7293
2014-02-25 01:37:53,935,446564341119,53137,787,52557,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,3.24456,2.75036,0,889,63645,957,18.3099
2014-02-25 01:38:58,410,446564405594,53169,787,52589,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,2.0315,-2.62236,916,63070,892,17.6805
2014-02-25 01:40:03,968,446564471152,53202,787,52622,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,-1.549,2.34457,0,1401,62969,736,17.0508
2014-02-25 01:41:09,249,446564536433,53235,787,52654,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.006,2500,0.01,2500,0.006,2500,-2.2825,2.3721,1.61251,1799,64210,925,16.5259
2014-02-25 01:42:14,319,446564601503,53267,787,52687,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,2.71548,-2.23501,0,828,64959,1416,15.8957
2014-02-25 01:43:19,858,446564667042,53300,787,52720,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,2.62576,0,64594,62910,1169,15.2653
2014-02-25 01:44:24,401,446564731585,53332,787,52752,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,64980,61121,65450,14.7397
2014-02-25 01:45:29,964,446564797148,53365,787,52785,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.018,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,-2.52191,0,2000,62658,65010,14.0037
2014-02-25 01:46:35,877,446564863061,53398,787,52818,50,100,100,100,50,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.006,2500,0.01,2500,0.006,2500,3.17455,-3.33271,0,2874,654,618,13.3725
2014-02-25 01:47:40,364,446564927548,53430,787,52850,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,3.64613,0,-2.59113,309,1012,1677,12.6357
2014-02-25 01:48:45,983,446564993167,53463,787,52883,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.988,2500,0.016,2500,0.004,2500,0.004,2500,1.594,2500,0.004,2500,3.37995,2.86062,0,63039,63038,667,12.0039
2014-02-25 01:49:50,476,446565057660,53495,787,52915,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.11,2500,0.016,2500,0.002,2500,0.082,2500,2.434,2500,0.006,2500,0,0,0,64986,62142,64431,11.6879
2014-02-25 01:50:55,928,446565123112,53528,787,52948,100,100,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.002,2500,0.018,2500,0.004,2500,1.22,2500,1.93,2500,0.006,2500,-2.28767,0,0,2678,278,64769,11.3719
2014-02-25 01:52:01,788,446565188972,53561,787,52980,40,40,100,100,100,100,100,0,0x00222020,0x03FF1FFF,0.664,2500,0.018,2500,0.002,2500,2.34,2500,1.124,2500,0.004,2500,-3.93272,2.05851,2.63974,1946,3236,1011,11.1611
