'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-02-25 07:00:25,152,446583692336,5.375,1.85546,1.12976,1.84631,95.0725,4.94874,3.94981,2.95043,3.94981,462.515,145.752,39.9604,9.07203,2.94994,2.93691,2.96874,2.98461
2014-02-25 07:01:27,956,446583755140,8.125,1.86279,1.13098,1.84997,94.24,4.95118,6.39122,2.95043,6.39122,466.666,145.874,39.6274,9.34065,2.94994,2.93691,2.96752,2.98461
2014-02-25 07:03:26,209,446583873393,10.5,0.0036621,1.11999,0.268554,94.129,4.95362,8.83262,2.94921,7.00157,478.632,146.851,40.1824,9.09645,2.94994,2.93691,2.96752,2.98461
2014-02-25 07:04:34,194,446583941378,13.625,1.64428,1.13098,1.96777,95.905,4.95118,11.8844,2.94921,8.22227,472.283,147.583,39.7384,9.51159,2.94994,2.93691,2.9663,2.98461
2014-02-25 07:05:41,690,446584008874,14.75,2.11975,1.14196,2.11914,96.1825,4.95118,13.1051,2.94921,8.83262,488.156,147.461,39.9604,9.53601,2.94912,2.9361,2.9663,2.98461
2014-02-25 07:06:44,105,446584071289,16.25,0.00915525,1.12976,0.0115967,93.2965,4.95362,14.3258,2.94921,9.44298,483.516,150.024,39.8494,9.09645,2.94912,2.9361,2.9663,2.98461
2014-02-25 07:07:45,597,446584132781,17,1.66687,1.13098,1.94641,95.794,4.95118,15.5465,2.94921,10.0533,472.283,149.414,39.7939,9.0354,2.94994,2.9361,2.9663,2.98461
2014-02-25 07:08:45,969,446584193153,21.375,0.0036621,1.12549,0.012207,93.796,4.95362,16.1568,2.94799,10.6637,473.26,149.536,39.8494,9.37728,2.94912,2.9361,2.9663,2.98461
2014-02-25 07:09:47,46,446584254230,18.625,0.0036621,1.11694,0.0103759,93.352,4.95362,16.7672,2.94921,10.6637,489.133,149.536,39.7384,9.21855,2.94912,2.9361,2.9663,2.98461
2014-02-25 07:10:47,695,446584314879,19.25,0.0036621,1.12732,0.0115967,93.574,4.95118,17.3776,2.94799,11.274,484.249,150.024,39.7384,9.07203,2.94994,2.9361,2.9663,2.98461
2014-02-25 07:11:47,894,446584375078,19.875,0.0036621,1.11633,0.0115967,93.6295,4.95362,17.9879,2.94799,11.274,472.771,151.245,39.6829,8.82783,2.94912,2.9361,2.9663,2.98461
2014-02-25 07:12:48,102,446584435286,20.375,0.00427245,1.11633,0.12146,93.796,4.95362,18.5983,2.94799,11.8844,484.981,150.269,39.9604,9.0354,2.94912,2.93691,2.9663,2.98461
2014-02-25 08:38:09,792,446589556976,3.875,0.00305175,1.11694,0.0109863,92.1865,4.94874,2.11875,2.95165,0.898048,466.666,144.043,39.6829,8.99877,2.94994,2.93691,2.96752,2.98461
2014-02-25 08:39:14,595,446589621779,6.375,0.00305175,1.12732,0.012207,92.6305,4.95118,4.56016,2.95165,3.33946,473.015,145.264,39.8494,9.46275,2.94994,2.93691,2.96752,2.98461
2014-02-25 08:40:20,131,446589687315,8.375,0.00427245,1.12976,0.0115967,92.1865,4.95118,7.00157,2.95043,4.56016,470.329,145.264,39.9049,9.14529,2.94994,2.93691,2.96752,2.98461
2014-02-25 08:41:25,873,446589753057,10.375,0.00305175,1.11816,0.0115967,92.02,4.95118,8.22227,2.95043,5.17051,474.481,146.729,39.7939,9.42612,2.94994,2.93691,2.96752,2.98461
2014-02-25 08:42:30,541,446589817725,11.625,2.11547,1.14868,2.11547,95.7385,4.95118,10.0533,2.94921,5.17051,489.133,146.24,39.3499,9.58485,2.94994,2.93691,2.9663,2.98461
2014-02-25 08:43:35,910,446589883094,12.75,0.00305175,1.12243,0.0109863,92.797,4.95118,11.274,2.95043,5.78086,471.794,147.949,40.1269,9.29181,2.94994,2.93691,2.96752,2.98461
2014-02-25 08:44:41,267,446589948451,14,0.00427245,1.12243,0.0115967,92.8525,4.95118,11.8844,2.94921,6.39122,486.935,147.827,39.6829,9.41391,2.94994,2.93691,2.9663,2.98461
2014-02-25 08:45:46,316,446590013500,14.875,0.0024414,1.14685,0.0109863,93.4075,4.95118,12.4947,2.94921,6.39122,457.875,148.315,40.0159,9.26739,2.94912,2.93691,2.9663,2.98461
2014-02-25 08:47:05,970,446590093154,15.25,0.00305175,1.13708,2.10571,96.1825,4.95118,13.7154,2.94921,7.00157,481.562,148.071,39.5719,9.37728,2.94912,2.9361,2.9663,2.98461
2014-02-25 08:48:12,489,446590159673,15.625,1.13037,1.11877,0.0109863,92.908,4.95118,13.7154,2.94921,7.61192,476.678,148.071,40.1269,9.42612,2.94912,2.9361,2.9663,2.98461
2014-02-25 08:49:21,232,446590228416,16.625,0.00305175,1.14746,2.11791,96.6265,4.95118,14.3258,2.94921,8.22227,468.376,149.658,39.5719,9.24297,2.94912,2.9361,2.9663,2.98461
2014-02-25 08:50:21,760,446590288944,16.875,0.00793455,1.13342,0.0531004,95.6275,4.95118,15.5465,2.94921,8.83262,469.597,148.437,39.7939,9.34065,2.94912,2.9361,2.9663,2.98461
2014-02-25 08:51:27,169,446590354353,17.875,0.0036621,1.12426,0.0109863,93.6295,4.95118,15.5465,2.94921,9.44298,475.946,148.682,40.1824,8.88888,2.94994,2.9361,2.9663,2.98461
2014-02-25 08:52:27,890,446590415074,18.375,0.0024414,1.12793,0.196533,94.0735,4.95118,16.1568,2.94921,9.44298,478.876,148.682,40.2934,9.25518,2.94994,2.9361,2.9663,2.98461
2014-02-25 08:53:31,707,446590478891,18.75,0.0036621,1.10595,0.0115967,92.8525,4.95118,16.7672,2.94921,10.0533,463.736,149.536,39.7939,8.87667,2.94994,2.9361,2.9663,2.98461
2014-02-25 10:20:21,182,446595688366,5.75,1.09924,1.12793,1.36291,94.4065,4.94874,4.56016,2.95043,5.17051,465.445,144.165,39.9604,9.4017,2.94994,2.93773,2.96752,2.98461
2014-02-25 10:21:22,210,446595749394,8.5,0.00305175,1.12121,0.012207,92.5195,4.94874,7.00157,2.95043,6.39122,459.096,144.897,39.9049,9.29181,2.94994,2.93691,2.96752,2.98461
2014-02-25 10:22:22,362,446595809546,10.875,0.0036621,1.1206,0.0109863,92.797,4.95118,8.83262,2.95043,7.61192,477.655,147.095,39.6829,9.49938,2.94994,2.93691,2.9663,2.98461
2014-02-25 10:23:22,592,446595869776,12.625,0.00305175,1.12549,0.0115967,92.686,4.95118,10.6637,2.94921,8.22227,477.899,147.583,39.6829,9.51159,2.94912,2.9361,2.9663,2.98461
2014-02-25 10:24:23,32,446595930216,14.125,0.225829,1.13037,1.04614,94.7395,4.95362,12.4947,2.94921,8.83262,481.318,148.315,39.7939,8.98656,2.94994,2.93691,2.9663,2.98461
2014-02-25 10:25:23,760,446595990944,16.625,0.00305175,1.14135,0.0115967,93.0745,4.95362,13.7154,2.94921,10.0533,479.12,149.048,39.7384,9.45054,2.94912,2.9361,2.9663,2.98461
2014-02-25 10:26:24,26,446596051210,16.75,1.27319,1.12915,1.57531,96.127,4.95118,14.9361,2.94921,10.6637,483.272,149.292,39.7939,9.07203,2.94994,2.93691,2.9663,2.98461
2014-02-25 10:27:24,281,446596111465,17.875,2.12158,1.14074,2.12097,96.46,4.95362,16.1568,2.94799,11.274,492.063,149.292,39.9604,9.05982,2.94912,2.93691,2.9663,2.98461
2014-02-25 10:28:24,456,446596171640,18.25,1.0498,1.13281,2.08984,96.571,4.95362,16.7672,2.94799,11.274,476.434,149.902,40.0159,9.04761,2.94994,2.93691,2.9663,2.98461
2014-02-25 10:29:24,578,446596231762,19.375,0.0036621,1.12793,0.0115967,93.13,4.95362,17.3776,2.94799,11.8844,491.086,150.391,39.9604,9.10866,2.94912,2.9361,2.9663,2.98461
2014-02-25 10:30:24,806,446596291990,20,0.00305175,1.12426,0.0115967,93.574,4.95362,17.9879,2.94799,12.4947,481.807,149.414,39.5719,9.42612,2.94994,2.9361,2.96508,2.98461
2014-02-25 18:17:15,866,446624303050,9.375,0.0036621,0.899046,0.806883,94.7395,4.9463,8.22227,2.95409,4.56016,458.608,143.677,39.9604,9.6459,2.95156,2.93935,2.97118,2.98583
2014-02-25 18:18:15,971,446624363155,11.625,2.11791,1.13586,2.1173,96.127,4.95362,10.0533,2.95043,7.61192,462.026,146.362,39.7384,9.01098,2.94994,2.93691,2.9663,2.98461
2014-02-25 18:19:16,90,446624423274,13.25,0.0036621,1.12243,0.0115967,93.241,4.95362,11.8844,2.94921,8.22227,474.481,148.193,39.7384,9.46275,2.94912,2.9361,2.9663,2.98461
2014-02-25 18:20:17,285,446624484469,15,0.00305175,1.12121,0.0115967,93.241,4.95362,12.4947,2.94921,8.22227,479.853,148.56,39.6829,9.54822,2.94912,2.9361,2.9663,2.98461
2014-02-25 18:21:17,520,446624544704,17.625,0.721434,1.13159,2.05383,96.46,4.95362,13.7154,2.94921,8.22227,457.631,148.437,39.7384,9.16971,2.94912,2.9361,2.9663,2.98461
2014-02-25 18:22:18,58,446624605242,16.625,0.0036621,1.12121,0.0115967,93.1855,4.95362,14.9361,2.94921,8.22227,493.772,148.071,39.9049,9.35286,2.94912,2.9361,2.9663,2.98461
2014-02-25 18:23:18,256,446624665440,17.125,0.0036621,0.912473,1.22924,95.6275,4.95362,14.9361,2.94921,8.22227,472.039,148.56,39.7384,9.42612,2.94912,2.9361,2.9663,2.98461
