'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Tx ADC Temperature(°C),'PA Forward Power(V),'PA Reverse Power(V),'PA Control Signal(V),'3V Analog Supply Current PA(mA),'5V Supply(V),'Synthesizer Temperature(°C),'3V Analog Supply Voltage PA(V),'Power Amplifier Temperature(°C),'5V Supply Current(mA),'3V Analog Supply Current CB(mA),'3V VCO Supply Current(mA),'3V Digital Supply Current(mA),'Synthesizer Lock A(V),'Synthesizer Lock B(V),'3V Analog Supply Voltage CB(V),'3V Digital Supply Voltage CB(V)
2014-01-06 11:02:57,852,442278245036,6.75,0.00305175,1.11938,0.0115967,92.575,4.9585,5.78086,2.95531,5.17051,478.876,145.264,39.7939,9.85347,2.95401,2.9418,2.9724,2.98827
2014-01-06 11:03:59,176,442278306360,9.125,0.0036621,1.12426,0.012207,92.686,4.9585,7.61192,2.95409,6.39122,473.992,147.095,39.8494,9.32844,2.95319,2.94017,2.97118,2.98827
2014-01-06 11:04:59,581,442278366765,11,0.0036621,1.11877,0.0115967,92.7415,4.9585,9.44298,2.95287,7.00157,484.004,146.851,40.1269,9.29181,2.95238,2.93935,2.96996,2.98705
2014-01-06 11:05:59,926,442278427110,12.625,0.280761,1.1322,1.03454,95.905,4.9585,11.274,2.95165,7.61192,478.876,146.851,39.5719,9.24297,2.95156,2.93935,2.96996,2.98705
2014-01-06 11:07:00,826,442278488010,14,0.0036621,1.10595,0.0115967,92.686,4.95606,12.4947,2.95165,8.22227,483.516,147.705,39.8494,9.63369,2.95156,2.93854,2.96874,2.98583
2014-01-06 11:08:01,162,442278548346,15.25,0.0024414,1.12426,0.0115967,93.0745,4.95362,13.7154,2.95043,8.83262,480.097,148.804,39.8494,9.5238,2.95075,2.93773,2.96874,2.98583
2014-01-06 09:36:09,66,442273036250,20.125,1.96594,0.97656,0.0256347,93.0745,4.95362,17.9879,2.94921,11.274,471.062,149.17,39.9604,9.43833,2.94994,2.93691,2.9663,2.98583
2014-01-06 11:09:01,478,442278608662,16.5,0.581664,1.13403,1.98181,95.905,4.95362,14.3258,2.95043,9.44298,476.678,148.193,39.7384,9.68253,2.95075,2.93773,2.96752,2.98583
2014-01-06 11:10:01,737,442278668921,16.875,1.48132,1.13769,2.12036,97.4036,4.95362,14.9361,2.94921,10.0533,465.201,148.682,39.9049,9.42612,2.95075,2.93691,2.96752,2.98583
2014-01-06 11:11:02,918,442278730102,17.75,0.360717,1.1206,0.0115967,93.1855,4.95362,16.1568,2.94921,10.0533,483.272,149.902,39.5719,9.13308,2.95075,2.93691,2.96752,2.98583
2014-01-06 11:12:03,146,442278790330,18.125,0.00305175,1.12121,0.012207,93.352,4.95606,16.1568,2.94921,10.0533,496.703,150.269,40.0714,9.35286,2.94994,2.93691,2.9663,2.98461
2014-01-06 11:13:03,639,442278850823,18.5,0.00427245,1.13037,0.789183,94.018,4.95362,16.7672,2.94921,10.6637,482.051,148.926,39.9049,9.35286,2.94994,2.93691,2.9663,2.98583
2014-01-06 19:03:30,924,442307078108,14.125,0.0036621,1.13708,0.0109863,93.019,4.96339,13.1051,2.95409,10.6637,484.493,149.048,40.0714,9.42612,2.95401,2.94098,2.97118,2.98949
2014-01-06 19:04:31,240,442307138424,16,0.0036621,0.986326,0.0115967,93.1855,4.96095,14.9361,2.95165,11.8844,486.691,149.048,40.0714,9.4017,2.95319,2.94017,2.96996,2.98827
2014-01-06 19:05:31,791,442307198975,17.75,0.0036621,1.13098,0.0115967,93.4075,4.9585,16.1568,2.95043,12.4947,483.028,147.583,39.8494,9.36507,2.95156,2.93773,2.96874,2.98705
2014-01-06 19:06:32,539,442307259723,18.75,2.03063,0.748289,0.012207,93.7405,4.9585,17.3776,2.95043,12.4947,490.354,149.048,39.7384,9.47496,2.95075,2.93773,2.96752,2.98583
2014-01-06 19:07:32,889,442307320073,19.875,0.0036621,1.14624,0.0109863,95.0725,4.9585,18.5983,2.94921,12.4947,469.352,149.414,39.5719,9.49938,2.95075,2.93773,2.96752,2.98705
2014-01-06 19:08:33,150,442307380334,20.25,0.03479,1.14196,2.12402,96.7375,4.9585,18.5983,2.94921,12.4947,481.562,149.78,39.7939,9.32844,2.94994,2.93773,2.96752,2.98583
2014-01-06 19:09:33,579,442307440763,21.375,0.0036621,1.1261,0.0128173,93.9625,4.9585,19.2086,2.94921,12.4947,488.4,151.489,39.9604,9.12087,2.95075,2.93773,2.9663,2.98583
2014-01-06 19:10:33,811,442307500995,21.375,1.34216,1.11206,0.0115967,93.463,4.9585,19.819,2.94921,12.4947,486.446,151.245,39.5719,9.5238,2.94994,2.93691,2.9663,2.98583
2014-01-06 19:11:34,577,442307561761,21.625,1.78466,0.968625,0.012207,94.0735,4.95606,19.819,2.94921,11.8844,473.26,150.635,39.9049,9.42612,2.94994,2.93691,2.9663,2.98583
2014-01-06 19:12:34,856,442307622040,21.375,0.00305175,1.10229,1.34338,96.016,4.95606,19.819,2.94921,11.8844,483.028,151.001,39.7384,9.14529,2.94994,2.93691,2.9663,2.98583
2014-01-06 19:13:35,44,442307682228,21.875,0.00305175,1.11938,0.263061,94.1845,4.95606,19.819,2.94921,11.274,495.482,151.367,39.9604,9.29181,2.94994,2.9361,2.9663,2.98583
2014-01-06 20:43:29,923,442313077107,13.375,0.0036621,1.12793,0.0109863,93.7405,4.96339,12.4947,2.95409,10.6637,496.947,147.461,39.8494,9.47496,2.95401,2.94098,2.97118,2.98827
2014-01-06 20:44:30,434,442313137618,16,0.718992,1.12182,0.012207,94.018,4.96095,13.7154,2.95287,11.274,478.144,148.437,39.9604,9.48717,2.95238,2.94017,2.96996,2.98827
2014-01-06 20:45:30,922,442313198106,16.875,0.0036621,1.12365,0.507811,94.1845,4.96095,15.5465,2.95165,11.274,480.586,149.78,39.9604,9.45054,2.95156,2.93854,2.96874,2.98705
2014-01-06 20:46:31,251,442313258435,17.75,0.835569,1.1322,0.0842283,94.2955,4.9585,16.7672,2.95043,11.274,483.272,149.292,39.8494,9.62148,2.95075,2.93854,2.96874,2.98705
2014-01-06 20:47:31,397,442313318581,18.75,0.26123,1.13464,1.96166,96.571,4.9585,17.3776,2.95043,11.274,473.26,148.804,39.9049,9.49938,2.95075,2.93773,2.96874,2.98583
2014-01-06 20:48:31,830,442313379014,19.25,1.65344,1.11816,0.0115967,94.0735,4.9585,17.9879,2.94921,11.274,475.213,150.635,39.8494,9.4017,2.95075,2.93773,2.96752,2.98705
2014-01-06 20:49:32,456,442313439640,20,0.0036621,1.13525,0.0109863,93.796,4.9585,18.5983,2.94921,10.6637,479.609,150.024,39.5719,9.09645,2.94994,2.93691,2.96752,2.98583
2014-01-06 20:50:32,793,442313499977,20.125,0.0036621,1.11511,0.0115967,93.0745,4.9585,18.5983,2.94921,10.6637,494.749,151.001,40.0714,9.1575,2.94994,2.93691,2.9663,2.98583
2014-01-06 20:51:32,958,442313560142,20.375,0.08728,1.1322,0.214843,94.7395,4.95606,18.5983,2.94921,10.6637,499.389,151.733,39.7939,9.41391,2.94994,2.93691,2.9663,2.98583
2014-01-06 20:52:33,223,442313620407,20.5,0.31311,1.13525,0.012207,93.0745,4.95606,18.5983,2.94921,10.0533,487.912,149.292,39.5719,9.16971,2.94994,2.93691,2.9663,2.98583
2014-01-06 07:46:07,793,442266434977,6,2.11852,1.14135,2.1173,95.905,4.9585,5.17051,2.95531,4.56016,488.644,144.897,40.0714,9.62148,2.95482,2.9418,2.9724,2.98949
2014-01-06 07:47:08,903,442266496087,8.5,2.11669,1.13464,2.11242,95.8495,4.9585,7.00157,2.95409,5.78086,482.539,146.118,40.0714,9.59706,2.95319,2.94017,2.97118,2.98827
2014-01-06 07:48:09,236,442266556420,10.375,0.0036621,1.12793,0.0115967,92.4085,4.95606,8.83262,2.95287,6.39122,476.19,146.484,39.7384,9.43833,2.95238,2.93935,2.96996,2.98705
2014-01-06 07:49:09,451,442266616635,12,2.11914,1.13952,2.11914,95.9605,4.95606,10.6637,2.95165,7.00157,484.493,145.996,39.9604,9.2796,2.95156,2.93854,2.96996,2.98705
2014-01-06 07:50:09,861,442266677045,13.25,0.00305175,1.14196,0.0115967,93.4075,4.95606,11.8844,2.95165,7.61192,503.785,148.193,39.7384,9.47496,2.95156,2.93854,2.96874,2.98705
2014-01-06 07:51:10,891,442266738075,14.625,0.568236,1.12854,1.31836,94.24,4.95606,13.1051,2.95043,8.22227,479.365,147.949,40.0159,9.54822,2.95156,2.93773,2.96752,2.98583
2014-01-06 07:52:11,330,442266798514,15.625,2.09838,1.13525,2.07824,96.1825,4.95362,13.7154,2.95043,9.44298,465.201,148.315,39.5164,9.21855,2.95075,2.93773,2.96752,2.98583
2014-01-06 07:53:11,619,442266858803,16.625,0.00305175,1.11145,0.0109863,92.7415,4.95362,14.9361,2.95043,9.44298,470.085,149.17,40.0159,8.99877,2.94994,2.93773,2.9663,2.98583
2014-01-06 07:54:11,928,442266919112,17.25,0.712278,1.13037,0.745848,94.8505,4.95362,15.5465,2.94921,9.44298,481.562,149.414,39.7384,9.13308,2.94994,2.93691,2.9663,2.98461
