'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-29 07:17:58,813,444251945997,21443,22,21426,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,1.574,2500,0.426,2500,0.272,2500,0.01,2500,1.966,2500,0,0,0,63134,64124,789,9.47407,0,0,0,0
2014-01-29 00:00:15,324,444225682508,8318,11,8311,40,40,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,65249,1547,64867,22.3945,0,0,0,0
2014-01-29 00:01:20,652,444225747836,8350,11,8344,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,64717,888,64907,22.0807,0,0,0,0
2014-01-29 00:02:26,702,444225813886,8383,11,8377,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,64302,359,65095,21.8715,0,0,0,0
2014-01-29 00:03:30,747,444225877931,8415,11,8409,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.014,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,64135,64894,65321,21.6622,0,0,0,0
2014-01-29 00:04:36,666,444225943850,8447,12,8440,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,64131,64322,83,21.5576,0,0,0,0
2014-01-29 00:05:40,735,444226007919,8479,12,8472,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,64478,63493,306,21.2436,0,0,0,0
2014-01-29 00:06:46,698,444226073882,8512,12,8505,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,64835,63227,543,20.9295,0,0,0,0
2014-01-29 00:07:50,702,444226137886,8544,12,8537,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,65485,62889,621,20.6154,0,0,0,0
2014-01-29 00:08:56,738,444226203922,8577,12,8570,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,440,63005,738,20.4059,0,0,0,0
2014-01-29 00:10:00,696,444226267880,8609,12,8602,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,1075,63168,678,19.987,0,0,0,0
2014-01-29 00:11:06,717,444226333901,8642,12,8635,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,1470,63588,703,19.7774,0,0,0,0
2014-01-29 00:12:10,704,444226397888,8674,12,8667,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,1901,64135,638,19.2535,0,0,0,0
2014-01-29 00:13:16,758,444226463942,8706,13,8698,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,2134,64647,659,18.7293,0,0,0,0
2014-01-29 00:14:20,713,444226527897,8738,13,8730,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,2327,65162,665,18.3099,0,0,0,0
2014-01-29 00:15:26,728,444226593912,8771,13,8763,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,2415,65408,744,17.8903,0,0,0,0
2014-01-29 00:16:30,745,444226657929,8803,13,8795,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,2438,65320,840,17.4706,0,0,0,0
2014-01-29 00:17:36,712,444226723896,8836,13,8828,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.002,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,2426,64999,940,16.8408,0,0,0,0
2014-01-29 00:18:40,943,444226788127,8869,13,8860,30,100,30,31,100,100,100,0,0,0,0,139296,0x03FF1FFF,0,2500,0,2500,0,2500,0,2500,0,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-29 00:19:48,651,444226855835,8902,13,8894,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,2209,63628,1062,15.7907,0,0,0,0
2014-01-29 00:20:50,830,444226918014,8933,13,8925,100,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,1579,61984,963,15.1602,0,0,0,0
2014-01-29 00:21:56,755,444226983939,8966,13,8958,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,1057,61320,882,14.5295,0,0,0,0
2014-01-29 00:23:01,61,444227048245,8999,13,8990,40,40,100,41,40,40,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-29 00:24:06,511,444227113695,9031,13,9023,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.422,2500,0.074,2500,0.004,2500,0.574,2500,0.006,2500,0,0,0,64862,60796,636,13.2672,0,0,0,0
2014-01-29 00:25:10,960,444227178144,9064,13,9055,40,40,100,40,40,40,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.744,2500,0.628,2500,0,2500,1.326,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-29 00:26:16,597,444227243781,9096,13,9088,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.838,2500,0.868,2500,0.004,2500,0.666,2500,0.006,2500,0,0,0,63231,62124,615,12.4251,0,0,0,0
2014-01-29 00:27:21,138,444227308322,9129,13,9120,40,40,100,41,100,40,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,1.346,2500,1.536,2500,0.004,2500,0.59,2500,0.006,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-29 00:28:26,416,444227373600,9161,13,9153,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,1.38,2500,1.43,2500,0.004,2500,0.218,2500,0.004,2500,0,0,0,62498,64874,781,11.8986,0,0,0,0
2014-01-29 00:29:31,132,444227438316,9194,13,9185,40,40,100,41,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,1.346,2500,1.68,2500,0.004,2500,0.06,2500,0.006,2500,0,0,0,62717,530,987,11.8986,0,0,0,0
2014-01-29 00:30:36,472,444227503656,9226,13,9218,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,1.04,2500,1.368,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,62864,2311,870,11.8986,0,0,0,0
2014-01-29 00:31:41,16,444227568200,9259,13,9250,40,40,100,41,40,40,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,1,2500,1.598,2500,0.004,2500,0.036,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-29 00:32:46,428,444227633612,9291,13,9283,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,1.15,2500,1.59,2500,0.004,2500,0.556,2500,0.006,2500,0,0,0,63790,4227,683,12.2145,0,0,0,0
2014-01-29 00:33:51,124,444227698308,9324,13,9315,40,40,100,41,40,41,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.378,2500,1.37,2500,0.004,2500,0.228,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-29 00:34:56,304,444227763488,9356,13,9348,202,100,100,100,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.278,2500,1.302,2500,0.004,2500,0.752,2500,0.004,2500,0,0,0,64691,5050,199,12.8462,0,0,0,0
2014-01-29 00:36:01,236,444227828420,9389,13,9380,40,40,100,41,100,100,100,0,0,0,0,139296,0x03FF1FFF,0.002,2500,0.48,2500,1.758,2500,0.006,2500,1.458,2500,0.006,2500,0,0,0,65015,5082,21,13.0567,0,0,0,0
