'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-01-23 08:22:29,536,443737416720,0,0,2,0,0,14.6425,0,Fixed,4.1645,4.06191,-418.287,222.068,4.2,0
2014-01-23 08:23:29,826,443737477010,0,0,2,0,0,14.6425,0,Fixed,4.24465,4.07594,-603.457,214.589,4.2,0
2014-01-23 08:24:31,434,443737538618,0,0,2,0,0,15.2553,0,Fixed,4.80591,4.09716,-586.648,205.959,4.2,0
2014-01-23 08:25:31,549,443737598733,0,0,2,0,0,14.6425,0,Fixed,4.21696,4.08631,-675.1,196.855,4.2,0
2014-01-23 08:26:31,812,443737658996,0,0,2,0,0,14.6425,0,Fixed,5.02084,4.10106,-692.46,187.084,4.2,0
2014-01-23 08:27:32,125,443737719309,0,0,2,0,0,15.2553,0,Fixed,5.077,4.09944,-665.18,177.368,4.2,0
2014-01-23 00:00:44,69,443707311253,0,0,2,0,0,15.2553,0,Fixed,4.93176,4.10397,-856.137,246.522,4.2,0
2014-01-23 00:01:45,290,443707372474,0,0,2,0,0,15.2553,0,Fixed,4.94669,4.10506,-755.01,232.049,4.2,0
2014-01-23 00:02:45,537,443707432721,0,0,2,0,0,15.8684,0,Fixed,4.99653,4.10891,-837.951,218.41,4.2,0
2014-01-23 00:03:45,989,443707493173,0,0,2,0,0,15.2553,0,Fixed,5.07315,4.11053,-775.952,205.32,4.2,0
2014-01-23 00:04:47,425,443707554609,0,0,2,0,0,14.6425,0,Fixed,5.03131,4.09922,-659.118,192.637,4.2,0
2014-01-23 00:05:47,762,443707614946,0,0,2,0,0,15.2553,0,Fixed,4.95561,4.10003,-623.848,180.745,4.2,0
2014-01-23 00:06:48,130,443707675314,0,0,2,0,0,14.6425,0,Fixed,5.06638,4.11097,-844.564,169.096,4.2,0
2014-01-23 00:07:49,300,443707736484,0,0,2,0,0,15.2553,0,Fixed,5.07192,4.10013,-483.592,157.668,4.2,0
2014-01-23 00:08:49,484,443707796668,0,0,2,0,0,15.2553,0,Fixed,4.96623,4.10053,-556.338,146.795,4.2,0
2014-01-23 00:09:49,885,443707857069,0,0,2,0,0,1699.2,0,Fixed,4.98623,4.10709,-704.86,136.245,4.2,0
2014-01-23 00:10:51,41,443707918225,0,0,2,0,0,14.6425,0,Fixed,5.085,4.09934,-458.517,125.981,4.2,0
2014-01-23 00:11:51,480,443707978664,0,0,2,0,0,14.6425,0,Fixed,5.20239,4.09912,-486.072,116.274,4.2,0
2014-01-23 00:12:51,807,443708038991,0,0,2,0,0,14.0301,0,Fixed,5.20193,4.10394,-594.639,106.968,4.2,0
2014-01-23 00:13:52,54,443708099238,0,0,2,0,0,14.0301,0,Fixed,5.13885,4.10175,-414.98,97.9013,4.2,0
2014-01-23 00:14:53,141,443708160325,0,0,2,0,0,14.0301,0,Fixed,5.15793,4.10862,-610.897,88.9784,4.2,0
2014-01-23 00:15:53,386,443708220570,0,0,2,0,0,14.6425,0,Fixed,5.04254,4.11669,-521.067,80.511,4.2,0
2014-01-23 00:16:53,715,443708280899,0,0,2,0,0,14.6425,0,Full,5.13485,4.04156,6.61323,0.0448126,4.2,0
2014-01-23 00:17:54,134,443708341318,0,0,2,0,0,14.6425,0,Full,5.15116,4.03263,6.61323,0.156146,4.2,0
2014-01-23 00:18:55,139,443708402323,0,0,2,0,0,14.0301,0,Full,5.21131,4.02825,6.61323,0.268556,4.2,0
2014-01-23 00:19:55,357,443708462541,0,0,2,0,0,14.6425,0,Full,5.21024,4.02569,6.61323,0.379512,4.2,0
2014-01-23 00:20:55,685,443708522869,0,0,2,0,0,14.0301,0,Full,5.21393,4.02413,6.61323,0.490684,4.2,0
2014-01-23 00:21:56,56,443708583240,0,0,2,0,0,14.0301,0,Full,5.23947,4.02306,6.61323,0.601939,4.2,0
2014-01-23 00:22:57,208,443708644392,0,0,2,0,0,14.6425,0,Full,5.24608,4.02222,6.61323,0.714634,4.2,0
2014-01-23 00:23:57,643,443708704827,0,0,2,0,0,1698.58,0,Full,5.21024,4.02175,6.61323,0.826012,4.2,0
2014-01-23 00:24:57,851,443708765035,0,0,2,0,0,13.4183,0,Full,5.2447,4.02122,6.88878,0.938896,4.2,0
2014-01-23 00:25:58,23,443708825207,0,0,2,0,0,13.4183,0,Full,5.21408,4.02084,6.88878,1.0544,4.2,0
2014-01-23 00:26:59,120,443708886304,0,0,2,0,0,14.0301,0,Full,5.123,4.02081,6.88878,1.1717,4.2,0
2014-01-23 00:27:59,428,443708946612,0,0,2,0,0,14.0301,0,Full,5.013,4.02031,6.88878,1.28747,4.2,0
2014-01-23 00:28:59,810,443709006994,0,0,2,0,0,13.4183,0,Full,5.00977,4.02009,6.88878,1.40338,4.2,0
2014-01-23 00:30:00,176,443709067360,0,0,2,0,0,13.4183,0,Full,5.05269,4.01988,7.16433,1.51975,4.2,0
2014-01-23 00:31:01,207,443709128391,0,0,2,0,0,13.4183,0,Full,5.07315,4.01975,7.16433,1.64161,4.2,0
2014-01-23 00:32:01,566,443709188750,0,0,2,0,0,13.4183,0,Full,5.087,4.01963,7.16433,1.76212,4.2,0
2014-01-23 00:33:01,753,443709248937,0,0,2,0,0,13.4183,0,Full,5.08362,4.01941,7.16433,1.88228,4.2,0
2014-01-23 00:34:02,134,443709309318,0,0,2,0,0,13.4183,0,Full,5.15085,4.01934,7.16433,2.00283,4.2,0
2014-01-23 00:35:03,27,443709370211,0,0,2,0,0,13.4183,0,Full,5.18624,4.01919,7.16433,2.1244,4.2,0
2014-01-23 00:36:03,329,443709430513,0,0,2,0,0,13.4183,0,Full,5.14023,4.01906,7.16433,2.24479,4.2,0
2014-01-23 00:37:03,759,443709490943,0,0,2,0,0,13.4183,0,Full,5.19885,4.019,7.16433,2.36544,4.2,0
2014-01-23 00:38:04,67,443709551251,0,0,2,0,0,13.4183,0,Full,5.17085,4.01891,7.16433,2.48584,4.2,0
2014-01-23 00:39:05,184,443709612368,0,0,2,0,0,14.0301,0,Full,5.14685,4.01888,7.16433,2.60786,4.2,0
2014-01-23 00:40:05,571,443709672755,0,0,2,0,0,12.8067,0,Full,5.08115,4.01872,7.16433,2.72841,4.2,0
2014-01-23 00:41:05,804,443709732988,0,0,2,0,0,13.4183,0,Full,5.12623,4.01866,7.16433,2.84868,4.2,0
2014-01-23 00:42:07,126,443709794310,0,0,2,0,0,13.4183,0,Full,5.14069,4.01859,7.43988,2.97423,4.2,0
2014-01-23 00:43:07,304,443709854488,0,0,2,0,0,12.8067,0,Full,5.11762,4.0185,7.71543,3.09926,4.2,0
2014-01-23 00:44:07,727,443709914911,0,0,2,0,0,13.4183,0,Full,5.08008,4.01844,7.71543,3.22919,4.2,0
2014-01-23 00:45:08,18,443709975202,0,0,2,0,0,13.4183,0,Full,5.00838,4.01841,7.71543,3.35884,4.2,0
2014-01-23 00:46:09,332,443710036516,0,0,2,0,0,13.4183,0,Full,4.92176,4.01837,7.71543,3.49071,4.2,0
2014-01-23 00:47:09,567,443710096751,0,0,2,0,0,14.0301,0,Full,4.98223,4.01828,7.71543,3.62026,4.2,0
2014-01-23 00:48:09,920,443710157104,0,0,2,0,0,13.4183,0,Full,5.14485,4.01828,7.71543,3.75005,4.2,0
2014-01-23 00:49:11,104,443710218288,0,0,2,0,0,13.4183,0,Full,5.17608,4.01813,7.71543,3.88163,4.2,0
2014-01-23 00:50:11,343,443710278527,0,0,2,0,0,14.0301,0,Full,5.15085,4.01816,7.71543,4.01117,4.2,0
2014-01-23 00:51:11,627,443710338811,0,0,2,0,0,14.0301,0,Full,5.1707,4.01809,7.71543,4.14083,4.2,0
2014-01-23 00:52:11,907,443710399091,0,0,2,0,0,14.0301,0,Full,5.19931,4.01803,7.71543,4.27048,4.2,0
2014-01-23 00:53:13,265,443710460449,0,0,2,0,0,14.0301,0,Full,5.14793,4.018,7.99098,4.40394,4.2,0
2014-01-23 00:54:13,448,443710520632,0,0,2,0,0,14.0301,0,Full,5.06361,4.01794,7.99098,4.53799,4.2,0
2014-01-23 00:55:13,884,443710581068,0,0,2,0,0,14.0301,0,Full,5.11223,4.01788,7.99098,4.67261,4.2,0
