'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'HKC Temperature(°C),'Reset Count,'Last Reset Reason
2014-01-23 08:22:29,580,443737416764,13.1437,0,0x00008000
2014-01-23 08:23:29,870,443737477054,13.222,0,0x00008000
2014-01-23 08:24:31,565,443737538749,13.3003,0,0x00008000
2014-01-23 08:25:31,602,443737598786,13.3003,0,0x00008000
2014-01-23 08:26:31,858,443737659042,13.1437,0,0x00008000
2014-01-23 08:27:32,186,443737719370,13.1437,0,0x00008000
2014-01-23 00:00:44,78,443707311262,14.6995,0,0x00008000
2014-01-23 00:01:45,303,443707372487,14.3899,0,0x00008000
2014-01-23 00:02:45,546,443707432730,14.4674,0,0x00008000
2014-01-23 00:03:45,997,443707493181,14.3899,0,0x00008000
2014-01-23 00:04:47,434,443707554618,14.3899,0,0x00008000
2014-01-23 00:05:47,771,443707614955,14.3124,0,0x00008000
2014-01-23 00:06:48,138,443707675322,14.4674,0,0x00008000
2014-01-23 00:07:49,308,443707736492,14.4674,0,0x00008000
2014-01-23 00:08:49,493,443707796677,14.7768,0,0x00008000
2014-01-23 00:09:49,893,443707857077,14.7768,0,0x00008000
2014-01-23 00:10:51,56,443707918240,14.9312,0,0x00008000
2014-01-23 00:11:51,488,443707978672,15.0855,0,0x00008000
2014-01-23 00:12:51,828,443708039012,15.1625,0,0x00008000
2014-01-23 00:13:52,63,443708099247,15.6241,0,0x00008000
2014-01-23 00:14:53,149,443708160333,15.4704,0,0x00008000
2014-01-23 00:15:53,395,443708220579,15.7777,0,0x00008000
2014-01-23 00:16:53,724,443708280908,15.9311,0,0x00008000
2014-01-23 00:17:54,143,443708341327,16.0078,0,0x00008000
2014-01-23 00:18:55,149,443708402333,16.2376,0,0x00008000
2014-01-23 00:19:55,366,443708462550,16.2376,0,0x00008000
2014-01-23 00:20:55,693,443708522877,16.5436,0,0x00008000
2014-01-23 00:21:56,64,443708583248,16.8491,0,0x00008000
2014-01-23 00:22:57,217,443708644401,17.0018,0,0x00008000
2014-01-23 00:23:57,652,443708704836,17.0018,0,0x00008000
2014-01-23 00:24:57,859,443708765043,17.2305,0,0x00008000
2014-01-23 00:25:58,33,443708825217,17.5352,0,0x00008000
2014-01-23 00:26:59,131,443708886315,17.7636,0,0x00008000
2014-01-23 00:27:59,438,443708946622,18.2198,0,0x00008000
2014-01-23 00:28:59,818,443709007002,18.4477,0,0x00008000
2014-01-23 00:30:00,198,443709067382,18.5996,0,0x00008000
2014-01-23 00:31:01,216,443709128400,18.9032,0,0x00008000
2014-01-23 00:32:01,575,443709188759,19.2826,0,0x00008000
2014-01-23 00:33:01,761,443709248945,19.6618,0,0x00008000
2014-01-23 00:34:02,143,443709309327,20.1169,0,0x00008000
2014-01-23 00:35:03,36,443709370220,20.3444,0,0x00008000
2014-01-23 00:36:03,338,443709430522,20.8755,0,0x00008000
2014-01-23 00:37:03,767,443709490951,21.331,0,0x00008000
2014-01-23 00:38:04,76,443709551260,21.7108,0,0x00008000
2014-01-23 00:39:05,192,443709612376,21.8629,0,0x00008000
2014-01-23 00:40:05,580,443709672764,22.3194,0,0x00008000
2014-01-23 00:41:05,813,443709732997,22.6241,0,0x00008000
2014-01-23 00:42:07,136,443709794320,22.7766,0,0x00008000
2014-01-23 00:43:07,313,443709854497,23.2346,0,0x00008000
2014-01-23 00:44:07,736,443709914920,23.4639,0,0x00008000
2014-01-23 00:45:08,26,443709975210,23.5404,0,0x00008000
2014-01-23 00:46:09,341,443710036525,24.1535,0,0x00008000
2014-01-23 00:47:09,593,443710096777,24.2303,0,0x00008000
2014-01-23 00:48:09,930,443710157114,24.6147,0,0x00008000
2014-01-23 00:49:11,113,443710218297,24.8458,0,0x00008000
2014-01-23 00:50:11,387,443710278571,25.0772,0,0x00008000
2014-01-23 00:51:11,636,443710338820,25.1544,0,0x00008000
2014-01-23 00:52:11,916,443710399100,25.3863,0,0x00008000
2014-01-23 00:53:13,273,443710460457,25.4637,0,0x00008000
2014-01-23 00:54:13,457,443710520641,25.5412,0,0x00008000
2014-01-23 00:55:13,893,443710581077,25.6962,0,0x00008000
2014-01-23 00:56:15,491,443710642675,25.6962,0,0x00008000
2014-01-23 00:57:15,821,443710703005,25.8514,0,0x00008000
2014-01-23 00:58:16,107,443710763291,26.1623,0,0x00008000
2014-01-23 00:59:17,207,443710824391,26.0845,0,0x00008000
2014-01-23 01:00:17,555,443710884739,26.1623,0,0x00008000
2014-01-23 01:01:17,782,443710944966,26.474,0,0x00008000
2014-01-23 01:02:18,210,443711005394,26.5521,0,0x00008000
2014-01-23 01:03:19,474,443711066658,26.7084,0,0x00008000
2014-01-23 01:04:19,781,443711126965,26.7866,0,0x00008000
2014-01-23 01:05:20,191,443711187375,26.7866,0,0x00008000
2014-01-23 01:06:21,561,443711248745,27.0216,0,0x00008000
2014-01-23 01:07:21,990,443711309174,26.9432,0,0x00008000
2014-01-23 01:08:23,532,443711370716,26.7084,0,0x00008000
2014-01-23 01:09:23,757,443711430941,26.6302,0,0x00008000
2014-01-23 01:10:24,182,443711491366,26.396,0,0x00008000
2014-01-23 01:11:25,488,443711552672,26.2402,0,0x00008000
2014-01-23 01:12:25,743,443711612927,25.8514,0,0x00008000
2014-01-23 01:13:26,116,443711673300,25.4637,0,0x00008000
2014-01-23 01:14:26,852,443711734036,25.309,0,0x00008000
2014-01-23 01:15:27,88,443711794272,25,0,0x00008000
2014-01-23 01:16:27,428,443711854612,24.6147,0,0x00008000
2014-01-23 01:17:27,697,443711914881,24.2303,0,0x00008000
2014-01-23 01:18:28,88,443711975272,23.6169,0,0x00008000
2014-01-23 01:19:28,710,443712035894,23.1582,0,0x00008000
2014-01-23 01:20:29,47,443712096231,22.7003,0,0x00008000
2014-01-23 01:21:29,411,443712156595,22.3955,0,0x00008000
2014-01-23 01:22:29,547,443712216731,21.9389,0,0x00008000
2014-01-23 01:23:29,875,443712277059,21.331,0,0x00008000
2014-01-23 01:24:30,795,443712337979,21.1032,0,0x00008000
2014-01-23 01:25:31,42,443712398226,20.572,0,0x00008000
2014-01-23 01:26:31,618,443712458802,20.1927,0,0x00008000
2014-01-23 01:27:31,982,443712519166,19.8135,0,0x00008000
2014-01-23 01:28:33,632,443712580816,19.3584,0,0x00008000
2014-01-23 01:29:33,969,443712641153,18.5996,0,0x00008000
2014-01-23 01:30:35,422,443712702606,18.2198,0,0x00008000
2014-01-23 01:31:35,841,443712763025,17.7636,0,0x00008000
2014-01-23 01:32:36,198,443712823382,17.3829,0,0x00008000
2014-01-23 01:33:37,631,443712884815,16.9255,0,0x00008000
2014-01-23 01:34:37,937,443712945121,16.3906,0,0x00008000
2014-01-23 01:35:38,293,443713005477,16.0078,0,0x00008000
2014-01-23 01:36:39,525,443713066709,15.6241,0,0x00008000
2014-01-23 01:37:39,768,443713126952,15.3935,0,0x00008000
2014-01-23 01:38:40,153,443713187337,15.0083,0,0x00008000
2014-01-23 01:39:41,321,443713248505,14.9312,0,0x00008000
2014-01-23 01:40:41,582,443713308766,14.6995,0,0x00008000
2014-01-23 01:41:41,995,443713369179,14.6222,0,0x00008000
2014-01-23 01:42:43,189,443713430373,14.5448,0,0x00008000
2014-01-23 01:43:43,512,443713490696,14.5448,0,0x00008000
2014-01-23 01:44:43,946,443713551130,14.6222,0,0x00008000
2014-01-23 01:45:44,229,443713611413,14.4674,0,0x00008000
2014-01-23 01:46:45,363,443713672547,14.3899,0,0x00008000
2014-01-23 01:47:45,579,443713732763,14.6222,0,0x00008000
2014-01-23 01:48:45,950,443713793134,14.3899,0,0x00008000
2014-01-23 01:49:47,229,443713854413,14.4674,0,0x00008000
2014-01-23 01:50:47,752,443713914936,14.4674,0,0x00008000
2014-01-23 01:51:47,927,443713975111,14.4674,0,0x00008000
2014-01-23 01:52:49,19,443714036203,14.5448,0,0x00008000
2014-01-23 01:53:49,406,443714096590,14.7768,0,0x00008000
2014-01-23 01:54:49,750,443714156934,14.6222,0,0x00008000
2014-01-23 01:55:50,17,443714217201,14.854,0,0x00008000
2014-01-23 01:56:51,340,443714278524,14.854,0,0x00008000
2014-01-23 01:57:51,627,443714338811,14.7768,0,0x00008000
2014-01-23 01:58:51,912,443714399096,14.9312,0,0x00008000
2014-01-23 01:59:53,198,443714460382,15.0083,0,0x00008000
2014-01-23 02:00:53,513,443714520697,15.2395,0,0x00008000
2014-01-23 02:01:53,982,443714581166,15.4704,0,0x00008000
2014-01-23 02:02:55,69,443714642253,15.4704,0,0x00008000
2014-01-23 02:03:55,403,443714702587,15.7009,0,0x00008000
2014-01-23 02:04:55,788,443714762972,15.9311,0,0x00008000
2014-01-23 02:05:56,52,443714823236,16.3906,0,0x00008000
2014-01-23 02:06:57,107,443714884291,16.7728,0,0x00008000
2014-01-23 02:07:57,466,443714944650,17.078,0,0x00008000
2014-01-23 02:08:57,858,443715005042,17.5352,0,0x00008000
2014-01-23 02:09:58,207,443715065391,17.9917,0,0x00008000
2014-01-23 02:10:59,325,443715126509,18.4477,0,0x00008000
2014-01-23 02:11:59,683,443715186867,18.5996,0,0x00008000
2014-01-23 02:12:59,904,443715247088,19.055,0,0x00008000
2014-01-23 02:14:01,171,443715308355,19.3584,0,0x00008000
2014-01-23 02:15:01,584,443715368768,19.9652,0,0x00008000
2014-01-23 02:16:01,958,443715429142,20.2686,0,0x00008000
2014-01-23 02:17:03,61,443715490245,20.7237,0,0x00008000
2014-01-23 02:18:03,332,443715550516,21.1791,0,0x00008000
2014-01-23 02:19:03,652,443715610836,21.5588,0,0x00008000
2014-01-23 02:20:04,127,443715671311,21.7868,0,0x00008000
2014-01-23 02:21:05,196,443715732380,22.1671,0,0x00008000
2014-01-23 02:22:05,697,443715792881,22.3194,0,0x00008000
2014-01-23 02:23:05,959,443715853143,22.7766,0,0x00008000
2014-01-23 02:24:09,153,443715916337,23.2346,0,0x00008000
2014-01-23 02:25:09,312,443715976496,23.3874,0,0x00008000
2014-01-23 02:26:09,454,443716036638,23.4639,0,0x00008000
2014-01-23 02:27:09,587,443716096771,24,0,0x00008000
2014-01-23 02:28:09,710,443716156894,24.1535,0,0x00008000
2014-01-23 02:29:09,894,443716217078,24.3071,0,0x00008000
2014-01-23 02:30:10,141,443716277325,24.7687,0,0x00008000
2014-01-23 02:31:11,476,443716338660,24.9229,0,0x00008000
2014-01-23 02:32:11,704,443716398888,25.1544,0,0x00008000
2014-01-23 02:33:12,115,443716459299,25.3863,0,0x00008000
2014-01-23 02:34:13,388,443716520572,25.6186,0,0x00008000
2014-01-23 02:35:13,602,443716580786,26.0845,0,0x00008000
2014-01-23 02:36:14,90,443716641274,26.3181,0,0x00008000
2014-01-23 02:37:15,324,443716702508,26.474,0,0x00008000
2014-01-23 02:38:15,522,443716762706,26.474,0,0x00008000
2014-01-23 02:39:15,852,443716823036,26.7084,0,0x00008000
2014-01-23 02:40:16,329,443716883513,26.8649,0,0x00008000
2014-01-23 02:41:17,432,443716944616,26.7084,0,0x00008000
2014-01-23 02:42:17,754,443717004938,26.8649,0,0x00008000
2014-01-23 02:43:18,105,443717065289,26.9432,0,0x00008000
2014-01-23 02:44:19,484,443717126668,26.7866,0,0x00008000
2014-01-23 02:45:19,769,443717186953,26.7866,0,0x00008000
2014-01-23 02:46:20,2,443717247186,26.6302,0,0x00008000
2014-01-23 02:47:21,529,443717308713,26.474,0,0x00008000
2014-01-23 02:48:21,915,443717369099,26.396,0,0x00008000
2014-01-23 02:49:22,90,443717429274,26.0845,0,0x00008000
2014-01-23 02:50:23,619,443717490803,25.929,0,0x00008000
2014-01-23 02:51:23,928,443717551112,25.6186,0,0x00008000
2014-01-23 02:52:25,605,443717612789,25.1544,0,0x00008000
2014-01-23 02:53:25,913,443717673097,25,0,0x00008000
2014-01-23 02:54:26,864,443717734048,24.4608,0,0x00008000
2014-01-23 02:55:27,215,443717794399,24,0,0x00008000
2014-01-23 02:56:27,363,443717854547,23.6935,0,0x00008000
2014-01-23 02:57:27,814,443717914998,23.0818,0,0x00008000
2014-01-23 02:58:28,173,443717975357,22.9291,0,0x00008000
2014-01-23 02:59:28,688,443718035872,22.3955,0,0x00008000
2014-01-23 03:00:29,121,443718096305,22.015,0,0x00008000
2014-01-23 03:01:29,357,443718156541,21.4829,0,0x00008000
2014-01-23 03:02:29,720,443718216904,21.1791,0,0x00008000
2014-01-23 03:03:29,932,443718277116,20.7237,0,0x00008000
2014-01-23 03:04:30,834,443718338018,20.1927,0,0x00008000
2014-01-23 03:05:31,159,443718398343,19.7377,0,0x00008000
2014-01-23 03:06:31,509,443718458693,19.3584,0,0x00008000
2014-01-23 03:07:31,906,443718519090,18.7514,0,0x00008000
2014-01-23 03:08:32,186,443718579370,18.5236,0,0x00008000
2014-01-23 03:09:33,481,443718640665,17.9157,0,0x00008000
2014-01-23 03:10:33,762,443718700946,17.6114,0,0x00008000
2014-01-23 03:11:34,165,443718761349,17.078,0,0x00008000
2014-01-23 03:12:35,460,443718822644,16.7728,0,0x00008000
2014-01-23 03:13:35,681,443718882865,16.0844,0,0x00008000
2014-01-23 03:14:36,7,443718943191,15.8544,0,0x00008000
2014-01-23 03:15:37,551,443719004735,15.3165,0,0x00008000
2014-01-23 03:16:37,851,443719065035,15.0083,0,0x00008000
2014-01-23 03:17:38,67,443719125251,14.6995,0,0x00008000
2014-01-23 03:18:39,336,443719186520,14.2349,0,0x00008000
2014-01-23 03:19:39,601,443719246785,14.0019,0,0x00008000
2014-01-23 03:20:40,101,443719307285,13.9242,0,0x00008000
2014-01-23 03:21:41,270,443719368454,13.7685,0,0x00008000
2014-01-23 03:22:41,630,443719428814,13.5347,0,0x00008000
2014-01-23 03:23:42,62,443719489246,13.4566,0,0x00008000
2014-01-23 03:24:43,26,443719550210,13.5347,0,0x00008000
2014-01-23 03:25:43,411,443719610595,13.4566,0,0x00008000
2014-01-23 03:26:43,845,443719671029,13.4566,0,0x00008000
2014-01-23 03:27:43,977,443719731161,13.4566,0,0x00008000
2014-01-23 03:28:45,124,443719792308,13.5347,0,0x00008000
2014-01-23 03:29:45,566,443719852750,13.6127,0,0x00008000
2014-01-23 03:30:45,868,443719913052,13.6906,0,0x00008000
2014-01-23 03:31:46,57,443719973241,13.6906,0,0x00008000
2014-01-23 03:32:47,427,443720034611,13.6127,0,0x00008000
2014-01-23 03:33:47,619,443720094803,13.9242,0,0x00008000
2014-01-23 03:34:48,80,443720155264,13.8464,0,0x00008000
2014-01-23 03:35:48,270,443720215454,14.0796,0,0x00008000
2014-01-23 03:36:49,315,443720276499,14.3899,0,0x00008000
2014-01-23 03:37:49,526,443720336710,14.5448,0,0x00008000
2014-01-23 03:38:49,866,443720397050,14.4674,0,0x00008000
2014-01-23 03:39:50,227,443720457411,14.6995,0,0x00008000
2014-01-23 03:40:51,224,443720518408,15.0083,0,0x00008000
2014-01-23 03:41:51,538,443720578722,15.0855,0,0x00008000
2014-01-23 03:42:51,819,443720639003,15.3935,0,0x00008000
2014-01-23 03:43:52,123,443720699307,15.7009,0,0x00008000
2014-01-23 03:44:53,376,443720760560,15.7777,0,0x00008000
2014-01-23 03:45:53,574,443720820758,16.0844,0,0x00008000
2014-01-23 03:46:53,987,443720881171,16.2376,0,0x00008000
2014-01-23 03:47:55,283,443720942467,16.4671,0,0x00008000
2014-01-23 03:48:55,694,443721002878,16.9255,0,0x00008000
2014-01-23 03:49:55,814,443721062998,16.9255,0,0x00008000
2014-01-23 03:50:56,89,443721123273,17.1543,0,0x00008000
2014-01-23 03:51:57,275,443721184459,17.3829,0,0x00008000
2014-01-23 03:52:57,506,443721244690,17.7636,0,0x00008000
2014-01-23 03:53:57,716,443721304900,18.2198,0,0x00008000
2014-01-23 03:54:58,18,443721365202,18.3717,0,0x00008000
2014-01-23 03:55:59,167,443721426351,18.6755,0,0x00008000
2014-01-23 03:56:59,403,443721486587,18.7514,0,0x00008000
2014-01-23 03:57:59,730,443721546914,19.2826,0,0x00008000
2014-01-23 03:59:00,101,443721607285,19.4343,0,0x00008000
2014-01-23 04:00:01,202,443721668386,19.7377,0,0x00008000
2014-01-23 04:01:01,553,443721728737,20.041,0,0x00008000
2014-01-23 04:02:01,833,443721789017,20.4961,0,0x00008000
2014-01-23 04:03:03,126,443721850310,20.7237,0,0x00008000
2014-01-23 04:04:03,461,443721910645,20.9514,0,0x00008000
2014-01-23 04:05:03,658,443721970842,21.4069,0,0x00008000
2014-01-23 04:06:03,958,443722031142,21.5588,0,0x00008000
2014-01-23 04:07:04,293,443722091477,22.015,0,0x00008000
2014-01-23 04:08:05,385,443722152569,22.3194,0,0x00008000
2014-01-23 04:09:05,655,443722212839,22.5479,0,0x00008000
2014-01-23 04:10:05,860,443722273044,23.0055,0,0x00008000
2014-01-23 04:11:07,174,443722334358,23.1582,0,0x00008000
2014-01-23 04:12:07,586,443722394770,23.3874,0,0x00008000
2014-01-23 04:13:07,883,443722455067,23.6935,0,0x00008000
2014-01-23 04:14:08,215,443722515399,24.0767,0,0x00008000
2014-01-23 04:15:09,220,443722576404,24.2303,0,0x00008000
2014-01-23 04:16:09,565,443722636749,24.4608,0,0x00008000
2014-01-23 04:17:09,778,443722696962,24.8458,0,0x00008000
2014-01-23 04:18:10,123,443722757307,25,0,0x00008000
2014-01-23 04:19:11,396,443722818580,25.2317,0,0x00008000
2014-01-23 04:20:11,570,443722878754,25.309,0,0x00008000
2014-01-23 04:21:11,908,443722939092,25.4637,0,0x00008000
2014-01-23 04:22:13,411,443723000595,25.5412,0,0x00008000
2014-01-23 04:23:13,627,443723060811,25.5412,0,0x00008000
2014-01-23 04:24:13,998,443723121182,25.6962,0,0x00008000
2014-01-23 04:25:15,568,443723182752,25.5412,0,0x00008000
2014-01-23 04:26:15,850,443723243034,25.6186,0,0x00008000
2014-01-23 04:27:16,73,443723303257,25.2317,0,0x00008000
2014-01-23 04:28:17,486,443723364670,25.309,0,0x00008000
2014-01-23 04:29:17,831,443723425015,25,0,0x00008000
2014-01-23 04:30:19,545,443723486729,25.0772,0,0x00008000
2014-01-23 04:31:19,944,443723547128,24.6147,0,0x00008000
2014-01-23 04:32:21,595,443723608779,24.5377,0,0x00008000
2014-01-23 04:33:21,981,443723669165,24.2303,0,0x00008000
2014-01-23 04:34:22,849,443723730033,23.7701,0,0x00008000
2014-01-23 04:35:23,101,443723790285,23.4639,0,0x00008000
2014-01-23 04:36:23,437,443723850621,23.0818,0,0x00008000
2014-01-23 04:37:23,832,443723911016,22.7003,0,0x00008000
2014-01-23 04:38:24,152,443723971336,22.3194,0,0x00008000
2014-01-23 04:39:24,746,443724031930,22.091,0,0x00008000
2014-01-23 04:40:25,120,443724092304,21.5588,0,0x00008000
2014-01-23 04:41:25,399,443724152583,21.255,0,0x00008000
2014-01-23 04:42:25,580,443724212764,20.8755,0,0x00008000
2014-01-23 04:43:25,940,443724273124,20.4961,0,0x00008000
2014-01-23 04:44:26,818,443724334002,20.1927,0,0x00008000
2014-01-23 04:45:27,134,443724394318,19.586,0,0x00008000
2014-01-23 04:46:27,583,443724454767,19.2826,0,0x00008000
2014-01-23 04:47:28,3,443724515187,18.7514,0,0x00008000
2014-01-23 04:48:29,496,443724576680,18.4477,0,0x00008000
2014-01-23 04:49:29,941,443724637125,18.0678,0,0x00008000
2014-01-23 04:50:30,263,443724697447,17.4591,0,0x00008000
2014-01-23 04:51:31,607,443724758791,17.078,0,0x00008000
2014-01-23 04:52:31,950,443724819134,16.7728,0,0x00008000
2014-01-23 04:53:32,309,443724879493,16.3141,0,0x00008000
2014-01-23 04:54:33,374,443724940558,15.8544,0,0x00008000
2014-01-23 04:55:33,684,443725000868,15.3935,0,0x00008000
2014-01-23 04:56:34,26,443725061210,15.0855,0,0x00008000
2014-01-23 04:57:35,458,443725122642,14.9312,0,0x00008000
2014-01-23 04:58:35,829,443725183013,14.6222,0,0x00008000
2014-01-23 04:59:36,53,443725243237,14.5448,0,0x00008000
2014-01-23 05:00:37,253,443725304437,14.1573,0,0x00008000
2014-01-23 05:01:37,533,443725364717,14.1573,0,0x00008000
2014-01-23 05:02:37,965,443725425149,14.0019,0,0x00008000
2014-01-23 05:03:38,214,443725485398,13.9242,0,0x00008000
2014-01-23 05:04:39,33,443725546217,13.7685,0,0x00008000
2014-01-23 05:05:39,457,443725606641,13.7685,0,0x00008000
2014-01-23 05:06:39,811,443725666995,13.7685,0,0x00008000
2014-01-23 05:07:40,149,443725727333,14.0019,0,0x00008000
2014-01-23 05:08:41,206,443725788390,13.9242,0,0x00008000
2014-01-23 05:09:41,547,443725848731,14.0019,0,0x00008000
2014-01-23 05:10:41,789,443725908973,14.1573,0,0x00008000
2014-01-23 05:11:42,84,443725969268,14.1573,0,0x00008000
2014-01-23 05:12:43,416,443726030600,14.3124,0,0x00008000
2014-01-23 05:13:43,726,443726090910,14.6222,0,0x00008000
2014-01-23 05:14:44,102,443726151286,14.6222,0,0x00008000
2014-01-23 05:15:45,126,443726212310,14.6995,0,0x00008000
2014-01-23 05:16:45,526,443726272710,15.0855,0,0x00008000
2014-01-23 05:17:45,863,443726333047,15.1625,0,0x00008000
2014-01-23 05:18:46,244,443726393428,15.2395,0,0x00008000
2014-01-23 05:19:47,164,443726454348,15.4704,0,0x00008000
2014-01-23 05:20:47,684,443726514868,15.7777,0,0x00008000
2014-01-23 05:21:47,943,443726575127,15.9311,0,0x00008000
2014-01-23 05:22:48,269,443726635453,16.3141,0,0x00008000
2014-01-23 05:23:49,47,443726696231,16.4671,0,0x00008000
2014-01-23 05:24:49,441,443726756625,16.4671,0,0x00008000
2014-01-23 05:25:49,866,443726817050,16.6964,0,0x00008000
2014-01-23 05:26:50,216,443726877400,16.9255,0,0x00008000
2014-01-23 05:27:51,50,443726938234,17.1543,0,0x00008000
2014-01-23 05:28:51,341,443726998525,17.6114,0,0x00008000
2014-01-23 05:29:51,743,443727058927,17.7636,0,0x00008000
2014-01-23 05:30:51,973,443727119157,18.0678,0,0x00008000
2014-01-23 05:31:53,214,443727180398,18.0678,0,0x00008000
2014-01-23 05:32:53,553,443727240737,18.2957,0,0x00008000
2014-01-23 05:33:53,777,443727300961,18.6755,0,0x00008000
2014-01-23 05:34:54,206,443727361390,19.055,0,0x00008000
2014-01-23 05:35:55,346,443727422530,19.1308,0,0x00008000
2014-01-23 05:36:55,644,443727482828,19.3584,0,0x00008000
2014-01-23 05:37:55,983,443727543167,19.7377,0,0x00008000
2014-01-23 05:38:57,257,443727604441,19.9652,0,0x00008000
2014-01-23 05:39:57,593,443727664777,20.1169,0,0x00008000
2014-01-23 05:40:57,845,443727725029,20.4203,0,0x00008000
2014-01-23 05:41:58,89,443727785273,20.9514,0,0x00008000
2014-01-23 05:42:59,150,443727846334,21.255,0,0x00008000
2014-01-23 05:43:59,479,443727906663,21.4069,0,0x00008000
2014-01-23 05:44:59,714,443727966898,21.7868,0,0x00008000
2014-01-23 05:46:00,35,443728027219,21.9389,0,0x00008000
2014-01-23 05:47:01,168,443728088352,22.3194,0,0x00008000
2014-01-23 05:48:01,398,443728148582,22.6241,0,0x00008000
2014-01-23 05:49:01,673,443728208857,23.0818,0,0x00008000
2014-01-23 05:50:02,115,443728269299,23.0818,0,0x00008000
2014-01-23 05:51:03,390,443728330574,23.3874,0,0x00008000
2014-01-23 05:52:03,603,443728390787,23.6935,0,0x00008000
2014-01-23 05:53:04,25,443728451209,24,0,0x00008000
2014-01-23 05:54:05,433,443728512617,24.3839,0,0x00008000
2014-01-23 05:55:05,671,443728572855,24.6147,0,0x00008000
2014-01-23 05:56:05,952,443728633136,24.6917,0,0x00008000
2014-01-23 05:57:07,317,443728694501,24.7687,0,0x00008000
2014-01-23 05:58:07,571,443728754755,25.1544,0,0x00008000
2014-01-23 05:59:07,835,443728815019,25.3863,0,0x00008000
2014-01-23 06:00:07,944,443728875128,25.309,0,0x00008000
2014-01-23 06:01:09,592,443728936776,25.5412,0,0x00008000
2014-01-23 06:02:09,875,443728997059,25.4637,0,0x00008000
2014-01-23 06:03:10,32,443729057216,25.6186,0,0x00008000
2014-01-23 06:04:11,533,443729118717,25.6186,0,0x00008000
2014-01-23 06:05:11,916,443729179100,25.6186,0,0x00008000
2014-01-23 06:06:13,464,443729240648,25.4637,0,0x00008000
2014-01-23 06:07:13,767,443729300951,25.5412,0,0x00008000
2014-01-23 06:08:14,146,443729361330,25.4637,0,0x00008000
2014-01-23 06:09:15,453,443729422637,25.309,0,0x00008000
2014-01-23 06:10:15,713,443729482897,24.7687,0,0x00008000
2014-01-23 06:11:16,92,443729543276,24.6147,0,0x00008000
2014-01-23 06:12:17,616,443729604800,24.3071,0,0x00008000
2014-01-23 06:13:17,944,443729665128,24.1535,0,0x00008000
2014-01-23 06:14:18,762,443729725946,23.8467,0,0x00008000
2014-01-23 06:15:19,137,443729786321,23.3874,0,0x00008000
2014-01-23 06:16:19,368,443729846552,23.1582,0,0x00008000
2014-01-23 06:17:19,704,443729906888,22.8528,0,0x00008000
2014-01-23 06:18:20,44,443729967228,22.2432,0,0x00008000
2014-01-23 06:19:20,902,443730028086,22.015,0,0x00008000
2014-01-23 06:20:21,164,443730088348,21.6348,0,0x00008000
2014-01-23 06:21:21,347,443730148531,21.255,0,0x00008000
2014-01-23 06:22:21,770,443730208954,20.7996,0,0x00008000
2014-01-23 06:23:22,72,443730269256,20.2686,0,0x00008000
2014-01-23 06:24:22,901,443730330085,19.8135,0,0x00008000
2014-01-23 06:25:23,236,443730390420,19.5101,0,0x00008000
